你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗
您好 请 讲   诶 你好 呃 我 想 问 一下 我 这 部手机 有没有 开通 网络 啊 就是 别人 的 wifi 上网 的 速度 上网 功能 是 吗 没有 开通 的 噢 那 就是 要 怎么 开通 呢   噢 开通 的话 诶 我们 给 您 开通 就 可以 您 有 密码 的话 输入 验证 一下 我 帮 您 直接 开通 就 可以 了 有 密码 吗   呃 是 有没有
您好 请 讲   刚才 我 现在 什么 套餐   您 现在 使用 的 是 那个 十八块 钱 的 套餐 两 百分 两 百兆 流量 跟 来 显 的   唉呀 我 不是 有个 四 零 的 地方 流量 行
您好 请 讲   吗 再见   在   啊 你好 麻烦 你 帮 我查 一下 里面 都 开通 有 什么
您好 您 说   帮 我查 一下 本 机号码 开通 什么 业务   好 的 马上 帮 您 看 一下 您 这边 您 这 一个 是 十八块 钱 的 飞享 套餐 还有 一个 十块钱 的 上网 流量 套餐 然后 其他 我 帮 您 看 一下 其他 这边 呃 帮 您 查看 一下   去
喂 你好   喂 你好   诶 请 讲   我 的 我 现在 这个 套餐 多少 我 这个 套餐 好像 有发 一条 信息 说 要 改成 三十八 的 是 啊
您好 请 说   我 问 一下 我 下个月 有没有 改 那个 三十八 元 的 套餐   嗯 有 更改 了   噢 多少 分钟 流量
您好 请 说   您好   女士 您 说   诶 你 帮 我查 一下 我 这个 号码 用 的 是 什么 套餐
嗯 喂 你好 嗯   你 帮 我 看 下 我 这个 号码 里面 它 有 那个 什么 套餐 我 这 好像 这个 现在 这个 话 费用 了 挺 多 的   好 我 帮 您 看 一下 您 稍等一下   二五
噢 您好 你 你 帮 我 看 下 我 这 有没有 开通 什么 东西   好 的 您 稍等一下   对   对 呃 您 这边 帮 您 看 了 一下 除了 基本 包 套餐 以外 还有 个 五块 钱 的 那个 无线 上网 的 大部 乱 套餐
您好 很 高兴 为您服务   诶 你好 诶 我 想 那个 呃 就是 家庭网 的 有没有 呃 有 一个 有 一个 家庭网 的 它 已经 停机 掉 了 叫 郑和 内 的 亲 呃 是 五 五六 的 五 五六 的 那 我 现在 还要 再 加 一个 另外 一个 号码 这 怎么 加 嘞   那 您 是 原来 的 那个 五 五六 的 网 家庭成员 不要 了 是 吗   诶 它 的 另外 换 一个 换 一个 那个 的 号码
你好   诶 你好   哎   呃 我 手机 上面 好像 有 办理 一个 是 怎么 哪 一个 什么 流量 包 套餐 是 吗
嗯 嗯 您好 请 讲 再见   诶 你好 诶 刚刚 说 打电话 来 帮 我 开通 一个 套餐 啊   噢 是 有 工作人员 给 您 打电话 对 吧   啊 对 幺 四 三五
您好 很 高兴 为您服务 噢 噢 噢 你好 电话 已 接通 可以 听到 吗   嗯 您好 我 想 问 一下 我 我 这个 微信 啊 我 如果 抄下来 拿 去 更改 怎么 会 变成 系统 回复 无法 的 无法 更改 嗯   那 是 微信 这 是 腾讯 的 业务 您 要 拨打 腾讯 客服 问 一下 了 我 正常 收费   和
您好 请 说 您好   帮 我查 一下 本机 有 什么 业务 啊 那个 有   好 的 先生 您 稍等一下   零好 的 大不了 分钟 幺 五 我
您好 很 高兴 为您服务   哎 你好 嗯 帮 我 查询 一下 我 这个 套餐 好像 是 有 一个 五十元 的 什么 套餐   嗯 如果 十元 上网 流量 套餐   呃 那个 帮 我 取消 一下
您好 有 什么 可以 帮 您   我 这个 月 开通 了 是 什么   好 您 稍 等 呃 您 这个 除了 三十八 的 套餐 之外 其他 的 没有 开通   除了 三十八 的 可以 把 这个 注销 掉 啊
好 的 您好 很 高兴 为您服务 喂 您好 我想查 一下 我 这 张卡   套餐 是 之前 是 怎么样 的 啊   那个 应该 是 什么 什么 新春 卡 套餐 使用 的 套餐 的话 是 嗯 嗯 免 月租 六 十五块 那 下个月 改成 了 十八元 套餐 的 了 一百 分钟 一 百兆 的 噢 噢   就是 就是
您好 请 讲   哎 你好 我 想 问 一下 我 现在 手机 上 有 套 什么 套餐 吗   呃 您 现在 用 的 是 一个 三十八 元 的 套餐 除了 基本 包 月租 三十 八块钱 以外 另外 要 收费 的 项目 的话 有 一个 彩铃 彩印 彩印 彩印 什么 东西 啊 呃 彩印 的话 就是 我 给 您 打电话 的 时候 我 的 手机 上 可以 看到 一句 话 那 这 一句 话 您 可以 自己 设置   那 我 怎么 设置 啊 我 我 现在 这个
您好 很 高兴 为您服务   噢 我 想 问 一下 上次 他 说 送 什么 三个 月 流量 给 我 看 有没有 充 进去 啊   有 它 是 每个 月 给 您 赠送 两个 g 的 已经 送给 送给 您 了   但是 那 是 呃 就是说 有 多少 兆 啊
嗯 您好   诶 你好 我 想 帮 我查 一下 我 这个 手机 是不是 还有 什么 包月   没有 目前 就 五十八 的 一个 基本 套餐 额外 还有 一个 是 两块钱 一个 来电 提醒 还有 个 咪 咕 会员 这 不要 关掉 咪咕 会员   咪咕 会员 能 不能 呢 那个 是 什么 意思
您好 请 讲   呃 您好 呃 我 想 问 一下 呃 我 这个 月 不是 有 一个 呃 那个 套餐 是 那个 二十 呃 任 我 用 他 现在 生效 了 吗   这个 业务 帮 您 看 一下 没有 生效   可是 我 的 话费 已经 被 扣掉 了 呀
您好 请 讲   呃 你好 帮 我 把 那 你 看 我 这个 号码 是不是 有 什么 右上角 有 现在 一个月 二十块 啊   你 稍 等 我 看 一下 您 嗯 您 说 的 那个 邮箱 是 送 的   是 送 的 吗
您好 请 讲 这边 已 接通 幺 零零 八六 客服 请问 可以 听到 吗   喂 我 问 一下 我 这个 是不是 装 了 宽带 啊 这个 手机 啊 一个月 扣 多少 钱 啊   宽带 是 套餐 总共 七十九   七十九 啊
您好 高兴 为您服务   你好 那个 我 这个 卡是 什么 套餐 呢 现在   三十八   二十八 呢
嗯   你好 啊 喂   您好 请 讲   诶 我 想 看 一下 我 现在 有 什么 套餐 噢
就是 我 这个 手机 现在 是 那个 三八 套餐 的 吗 那 我 的 它 每个 月 都 有 好 嘞 三四十 块钱 一下 那个 那 我 电话 每个 月 打 的 是 比较 少 我 可以 换 一个 什么 套餐 是 您 是 流量 比较 多 是 吧 电子 比较 多 但是 我 打电话 也 打 不了 多少 他们 就 十几块 钱 的 电话 这 样子   那 现在 的话 只是 说 我们 现在 有 这个   呃 打 您 的 这个 套餐 比如说 降低 然后 这个 月 开通 一个 流量 包 这样 的 什么 意思 啊   比如说 您 开通 了 一个 三十块 一个 g 的 上网 流量 加 一个 十八元 呃加 一个 这个 八块钱 套餐
再见 吗 您好 请 说   你 给 我查 一下 我 手机 都 有 什么 业务   好 的 我 看 一下 稍 等 您 这边 的 那个 彩印 跟 咪 咕彩铃 是 您 买 这 张卡 的 时候 它 送 的 到期 它 就 自己 取消 了 那 除了 您 的 基本 套餐 以外 就是 一个 来电 提醒 三块 钱   噢
您好 很 高兴 为您服务 您好   诶 你好 嗯 我 想 那个 你 帮 我 那个 我 这 部手机 就 这个 号码 用 的 那个 套餐 麻烦 发到 我 的 那个 手机 上   噢 可以 套餐 详细 介绍 发给您 了 别的 可以 帮 您   啊 没有 没有 没有 了 谢谢 啊
您好 请 说   谢谢 噢   您好 您 说   看 一下 我 这个 办 的 是 什么 服务 每月 多少 钱
您好 请 说 闽   那个   喂 你好 幺 零零 八六请 说   喂
诶 你好 一条   您 说   您好 我想查 一下 我 现在 用 的 套餐 什么 套餐   五十八 的 套餐 一百 分钟 五百 兆 包括 来电显示
你好 你好   谢谢 噢 你 帮 我查 一下 我 这 手机 有个 套餐 有 什么 套餐 七十九 的 套餐 啊 里面 有 包含 什么   我 看 一下 九十九 里面 的话 有 两百 二十分钟 通话 七百 兆 流量 跟 宽带 还有 来显   诶 宽带 嗯 就 九十九 块 有 包括 宽带 是 吗 那 它 会 自动 取消 吗
嗯 嗯 您好 请 讲   你好 我 想 问 一下 我 帮 你 办 了 什么 套餐 只有 五十 的 还有 什么 套餐   一千 五十 套餐 有 一个 五十元 的 流量 就是 两个 g 四折 购 的 活动 吗 然后 您 有 个 校园 流量 的 一个 十块钱 包月 的 其他 的 另外 收费 项目 的话 查询 本 机 没有 开通 另外 收费 项目   那 你 帮 我 把 那个 校园 流量 的
您好 请 说   下 那个 网络 能 不能 用 其他 号码 办理 一下 那个 业务 就 重置 密码 知道 吗 是 的   号码 先 报 一下   呃 幺 八二 诶 五九 幺 六
您好 请 说 嗯 嗯   那个 我 问 一下 我 的 手机 上 有 什么 套餐 啊   好 的 马上 为 您 查询 您 现在 用 的 是 三 十八块 套餐 额外 业务 有 来电 提醒 增强版 还有 彩印 稍等一下 其他 没有 了 就 这 两个 啊   那个 彩印 干嘛 啦
您好 有 什么 需要 帮助   噢 喂 你好 我 想 问 一下 他 呃 我 这个 手机 开 呃 有 上网 有 就是 网络 什么游戏 之类 的 吗   本 机号码 游戏 是 吗 我 看 一下   呃 对
您好 很 高兴 为您服务   诶 你好 诶 我 问 一下 我 现在 这个 套餐 了 呃 套餐 的话 是 五十八 的 对 吧   对 是 的   哦 那 我 能 改成 三十八 的 吗
您好 很 高兴 您 服务   喂 你好 诶 你 能 帮 我查 一下 我 这 手机 都 有 什么 套餐 吗   好 的 帮 您 查询 一下 噢 您 现在 套餐 费是 神州行 不要 月租 的 每个 月 保底 消费 十块钱 然后 有办 一个 来电显示 六块钱   噢 那 那 我 怎么 有 那个 流量 的 收费 啊
您好   呃 你好 请问 一下 我 这个 手机 什么 套餐 呢   呃 三十八 的 套餐 一百 分钟 本地 拨打 国内 电话 流量 五百 兆 包含 来电显示 一个月 三 十八块 的   还有 其他 什么 什么 什么 什么 收费 吗
您好   诶 麻烦 你 问 一下 我 我 这个 号码 是 是不是 没用 那 是 以前 那个 三十八 的 那个 流量 套餐 噢   您 三十八 里面 有 五百 兆 国内 流量 噢   我 是不是 还是 三十八 的 那个 套餐 噢
哎 中午 好 很 高兴 为您服务   喂 你好 就是 你 帮 我 看 一下 我 这 部手机 在 里面 有 有 什么 增值 业务 啊   呃 现在 是 基本 套餐 是 三十 八块钱   然后
您好 很 高兴 为您服务   诶 你好 我 给 你好 诶 你好 诶 那个 就 说 我 本机 套餐 现在 是 呃 那个 套餐 外 还有 其他 收费 业务   嗯 我 给 您 看 一下 您 稍等一下 除了 套餐 以外 像 您 这边 收费 有 一个 来电 提醒 来电 提醒 功能 费 三块 钱   噢 你 那个 帮 我 兆 吗
您 很 高兴 为您服务   诶 你 帮 我 查询 一下 我 这个 有 什么 业务   好 的 我 帮 您 看 一下 您 稍 等   请稍等 好 的 好好
你好 请 讲   呃 喂 您好 我 想 问 一下 我 现在 手机 这个 套餐 重 多少 的 呀 我 都 忘 了   稍等一下 您 套餐 办 的 是 全球通 的 套餐 费是 五十 八块钱 一个月 五十八 的   五 十八块
您好 很 高兴 为您服务   喂 你好 诶 你好 请 说 你 你 帮 我 看 一下 我 这 里面 是不是 有 一个 什么 流量 那个   嗯 没有 好   流量 就 呃 流量 套餐 五十块 钱
你好   喂 你好   你好   诶 请 帮 我查 一下 我 这个 套餐 是 多少 能 不能 帮 我 退掉 可以 吗
您好 请 讲   喂 你好 你好 请 讲 嗯 噢 您 帮 我 看 一下 我 这个 号 是 开 了 两城 一家   呃 我们 现在 没有 两城 一家 没 开   噢 我 原先 我妈 去 无锡 的 时候 他 说 他 开 的 噢 他 想 把 他 关闭 掉
你好   您好 很 高兴 为您服务   喂 你好 现在 我 这个 卡 不 知道 昨天 改了 看到 它 说 有 赠送 什么 流量 啊   稍等一下
再见   你 好多 幺 八 六零 诶 你好 你 帮 我 看 下 我 那个 手机 是不是 那个 安心 锁 掉 了 上网 很 慢   噢 我 给 您 查 稍 等 嗯 对 是 限速 了   噢 那 你 帮 我 解开 吧
您好 请 说 哎 你好 诶 请 帮 我查 一下 我 这边 有个 其他 什么 业务 吗   本 机 目前 的话 就 只有 基本 套餐 下个月 转 成 三十八 的   嗯   还有 一个 无线 音乐 俱乐部
您好 请 讲   你好 麻烦 帮 我查 一下 我 这个 套餐 是不是 现在 已经 改成 五十八 的 套餐 嘛   可以 请 先 稍等一下 还 没有 还是 三十八   还是 三十八 吗
您好 请 说   诶 您好 就是 我 现在 我 不 知道 我 现在 的 那个 手机 套餐 是 怎么 个 情况 你 能 帮 我查 一下 告诉 我 一下 吗   您 是 五 十八块 套餐 里面 有 一百 的 分钟 数 厦门 打 呃 国内 打 国内 电话 用 然后 有 五百 兆 流量 还有 来电显示   啊 奇怪 我 这个 流量 都 都 告诉 我 说 已经 超过 这个 月 已经 超过 六八 看 一下
您好 很 高兴 为您服务   应该 是 用 我 这个 帮 我查 一下 宽带 告诉 你 呃 本机 的 宽带 是 吗 你 个 问题 就 说 我 这个 但是 我 听到 吗 之前 喂 你好 嗯 你 当时 看 一下 这个 宽带 什么 时候 到期   好 您 不要 挂机 我 帮 您 转 呃 另外 一个 号码 是 吧   对
您好 请 讲   哎 你好 我 现在 办 了 那个 业务 是 什么 我 现在 办 什么 什么 套餐   您 现在 办理 的 是 三十八 元 的 套餐 月租 一次性 扣 三十八   我 我 不是 那个 呢 那个 现在 我 已经 办理 那个 那个 那个 九十九 块钱 的 那个 套餐 嘛 那个 送 的 宽带 的 是不是 下个月 开通
你好 请 讲   呃 前面 我 收到 一个 短信 说 改 套餐 我 想 问 我 现在 什么 套餐 啊   您 稍等一下   就是 前面 发短信 十一月份 开始
你好   可以 帮到 你 的 吗 喂 你好 喂   你好   唉 请问 一下 诶 我 那个 你 帮 我查 一下 我 这 套餐 里面 呃 诶 不是 我 这个 什么 是不是 有开 了 一个 什么 家校通 啊
您好 请 说   喂   你好   您好 嗯 嗯 请 帮 我查 一下 那 里面 开通 一个 什么
您好 请 说   啊 喂 您好 你好 我 这个 号码 里面 还有 那个 叫 什么 有没有 一个 套餐 扣 几十块 钱 的 那个 那个 不是 前面 三个 月 有 送 吗 那个   噢 我 帮 您 看到 了 就是 一个 三十元 五百 兆 的 流量 之前 的话 是 每个 月 只 收 您 十块 下个月 开始 就要 收 三十 了 我 帮 您 取消 吗   噢 号 好 那个 您 稍 等 我 帮 您 取消 一下
您好 请 讲   你好 请 帮 我 查询 一下 本 机要 开通 什么 要 收费 的   恩好 您 这 号码 的话 现 除了 那个 三十八 月租 以外 的话 有个校 讯通 八块   噢
您好 请 说   四楼 喂 你好 诶   嗯 嗯 喂 你好 诶 您 讲   你 不是 说 那个 你 看 我 这个 手机号码 有 那个 开通 那个 宽带 吗 怎么 么 当时 给 我 开 了 怎么 还 没 过来 牵 的
可以   呃 您好 很 高兴 为您服务 你好 呃 请 说   嗯 我 想 问 一下 我 这个 是 是不是 有 拿 身份证 跟 来电 提醒   来电 提醒 两块钱 有 有
您好 请 说   哎 你好 就是 我 刚才 刚刚 办理 一个 套餐 是不是 你 直接 查 了 这边 套餐 你 帮 我 查看 一下 吗   您 是 办理 八十八 元 套餐 新飞 享 八十八 的 下个月 生效 是 吗   嗯 那 我 就 得 有 没 帮 我 取消 掉
你好   你好   哎 你好   诶 我 刚刚 收到 短信 噢 它 这边 显示 说 什么 有 变更 什么 业务 信息 给我发 的
对   他 您好 请 讲   喂 你好 麻烦 你 帮 我查 一下 本机 是 什么 套餐   本 机号码 的话 您 这个 是 那个 流量 日租卡 套餐 就是 月租费 呢 这个 九块 钱 的 然后 流量 的话 呢 就是 一天 一块钱 五百 兆 的 省内 流量 的 这个 套餐 就 有用 是 免费 的 这 样子
您好 高兴 为您服务   诶 你好 哎 你 帮 我 查询 一下 这个 号码 然后 里面 有 什么 收费 业务 你 帮 我 看 一下   好 马上 查询 一下 你好 有个 三十元 的 上网 套餐 要 退掉 吗 女士   那 退掉 吧
您好 有 什么 可以 帮 您   哎 我 想 问 你 打电话 来 叫 我 看看 那个 二十八 的 套餐 是 吗 有 开通 嘛   现在 有 办理 了 下个月 生效   我 不要 开 了
您好 很 高兴 为您服务   昨天 呃 你 能查 到 我 刚刚 捆绑 绑定 的 这个 手机号码 绑定 的 什么 东西 能 看 得到 吗   刚刚   呃 就 刚才 我 今天 吗 你 看 下 一个 人
您好 请 讲   诶 你好 呃 我 这个 本 机号码 它 呃 我 最 最近 有办 了 一个 什么 七十九 的 那个 宽带 的 套餐 对 不 对 呃   没错 是 的   下 月 一号 然后 验证 的 原本 的 原本 的 我 那个 三十块 五百 兆 的 那个 那个 帮 我 取消 掉
您好 请 讲   你好 我本机 有 有 那个 签牵 宽带 的 帮 我查 一下 好 吗   噢 您 现在 是 有 办 宽带 活动 对 然后 是 有 什么 问题 呢   是 宽带 帮 我查 一下 是 多少 掉 多少 兆 的
您好 您 说 诶 你好 我 想 问 一下   都 有 什么 帮 我查 这 有 什么 套餐 呐   就 目前 的 是 吗   对
请 啊 您好 请 讲 哎 您 说   我 问 一下 我 这个 手机号 我 有 开通 些 什么 业务 帮 我查 一下   手机号 对 吗 噢 您 这个 是 和 家庭 九十九 元 的 套餐 那 其他 您 这边 收费 业务 就 没有 了 就 只有 一个 九十九 元 的 套餐   九十九 元 套餐 是 是 什么样 的
很 高兴 为您服务 您好 请 讲   诶 喂 你好 我 想 问 我 现在 用 的 是 什么 套餐   嗯 您 现在 在 用 的 现在 是 五十八 元 的 飞享 套餐   那 我 现在 可以 改 可以 改 吗
你好 需要 什么 帮助   噢 你 帮 我查 一下 这个 本地 本 机 是不是 有 什么 加入 什么 呃 集团 网 呢   嗯 稍 等 我 帮 您 查 一下 本机 有 加入 一个 是 这种 九州 通 中药 呃 中药材 有限公司 的 这个 集团 网   哦 那 能 不能 把 他 退出 这个 网 啊
您好 请 讲   喂 你好 我 想 查询 一下 我 这 都 开通 了 什么 业务   哦 好 的 您 这边 手机 除了 基础 套餐 之外 呃 有 开通 一个 来电 提醒 五十元 上网 流量 还有 一个 咪 咕彩铃 这些 业务   五十元 的 什么 东西 啊
您好 请 讲   呃 请 帮 我查 一下 我 这个 有 什么 开通 什么 套餐 啊   我 帮 您 马上 看 一下 哈 您 稍等一下   哦
哎 你好 很 高兴 您 服务   诶 喂 你好   哎 您好 请 讲   喂 你好 你 帮 我查 一下 我 这个 我 是不是 有 开通 其他 呢
现在 您好 很 高兴 为您服务   呃 你 帮 我查 一下 我 这个 手机 办 哪些 业务   好 我 帮 您 看 一下 您 稍等一下   噢
您好 请 说 您好   你好 就 昨天 有 有 个人 打电话 跟 我 说 换 什么 套餐 你 看 一下 我 套餐 换 了 没有   有些 下个月 打 我们 那个 八十八 元 套餐 有 改   改 了 是 吧 能 不能 帮 我测 了
您好 请 讲   哎 麻烦 麻烦 你 帮 我查 一下 我本机 都 有 什么 要 收费 的   好 您 这 张卡 套餐 是 一个 三十八 套餐   哎 我 三十八 套餐 是 一个月 是 送 多少 分钟 打电话 的
有 什么 可以 帮 您   哦 你 帮 我 看 一下 我 这个 是 我 这个 本本 机是 我 那个 是 套餐 来 的 套餐 来 的 他 每天 都 在 给 我 扣费 你 帮 我 帮 我查 一下 是 哪 哪个 哪个 业务 是 每天 给 我 扣费   请 稍等一下 帮 您 查看 一下   嗯 嗯
您好 请 说   诶 你好 就是 我 这个 月 不 知道 什么 手机 就是 无缘无故 扣 了 请问 想 知道 就是 我 除了 那个 四八 套餐 之外 还有 什么 套餐 还是 为什么 手机 话费 扣掉 啊   请 稍等一下 帮 您 查询   啊 好
您好 下午 好   呃 请问 我 开通 了 什么 套餐   嗯 本 机号码 现在 我 下个月 是 改 了 套餐 了 下个月 开始 用 的 是 一个 八十 八块钱 的 套餐 然后 另外 您 有 一个 七十块 钱 的 流量 套餐 那个 我 到 下个月 给 您 关掉 啊   啊 对 对 对 期间 开选包 是
你好   嗯 你好 我 是 开 一个 省外 流量 吗   恩好 可以   哎呀
您好 您好 请 讲   呃 您好 我 想 问 一下 噢 我 这个 号码 它 里面 除了 套餐 五十八 之外 还有 什么   别的 业务 吗   哦
啊 您好 请 说   哎 你好 问 一下 我 这边 的 流量 套餐 都 有 哪些 帮 我查 一下 吧   嗯 嗯 好 的 您 稍 等   好像 有 一个 是 有 一个 十元 的
您好 请 讲   喂 你好 我 这个 本机 有 开通 一个 十元 的 流量 包是 吧   有个 十块钱 的 您 是 指 这个 吗   对 对 对 你 帮 我 关掉 吧
哎 您好 请 讲   喂 你好 喂   你好   麻烦 你 帮 我查 一下 我 这 手机 我 已经 改成 流量 是 无限 用 的 人 是不是 这个 套餐 因为 我 这边
多少 呀   因为   这个 名称 的 到 什么 地方 诶 你 帮 我查 一下 本 机 什么 套餐 的   本 机 八块 套餐
很 高兴 为您服务   喂 你好   你好   我 那个 不是 上次 好像 有办 一个 那个 三元 什么 什么 是 那个 流量 啊 九元 三 g 的 那个 看电视 的 那个 是不是 优酷
你好 行   您好 很 高兴 为您服务   你 帮 我查 一下 那个 我 手机 开通 的 业务   本机 是 一个五十 的 流量 卡 套餐 除此之外 您 额外 开 的 有 一个 十块钱 的 夜间 九块 钱 的 腾讯 包 噢 诶 这 上面
你好 谢谢 请 说   那 你 帮 我 手机 里面 需要 收费 的 增值 业务 帮 我查 一下 能关 的 都 帮 我 关闭 掉 或 预约 关闭 掉   跟 您 这个 号码 都 已经 办过 了   都 已经 停办 了 是 吗
很 高兴 为您服务   诶 你好 请问 我 这个 手机 这个 套餐 是不是 有 一个 什么 来电 提醒 有 收费 的   来电 提醒 没有 啊   这个 时候 有 什么 有 一些 来电 每条 来 下 要 有 收费 的 啊
您好 请 讲   诶 您好 我 这个 有 开通 那个 国际 的 那个 漫游 啊 还是 什么 的   呃 有 的   有 开通 国际 的 就是 等 于是 说 我 在 国外 的话 它 也 有 办法 打电话 过来 是 吧
您好 请 说   喂 你好 所以 我 想 请问 一下 我 这个 电话号码 它 是 有 套餐 的 吗   您 这个 套餐 一个月 十二块 钱 啊   噢 那 它 那个 什么 今天 发 什么 信息 说 什么 分钟 数 什么 什么 的 好像 说 看 一下
你好 喂 你好 啊 请 讲   就是 我 想 请问 一下 我 现在 套餐 是 什么 套餐 啊   这个 八十八 的 新飞 享 套餐 嗯   然后 还有 什么 其他 要 扣费 的 吗
很 高兴 为您服务 您好   呃 喂 你好 我想查 一下 我 这个 手机 绑定 那张 流量 卡是 什么 时候 到期   请 您 稍 等   特别 谢谢 g 的
您好 请 讲 哎 你好 嗯 我 想 问 一下   我 想 问 一下 我 这个 电话号码 我 是 有 办 来电 提醒 吗   没有 办家 都 包括 来电显示 吗   啊 我 来电显示 那 我 我 我 没有 办 我 也 没有 要求 你们 我 关机 的 时候 然后 转 到 短信 之类 的 为什么 要 这 样子 扣 我 的 钱 呐
嗯 您好 请 讲   哎 你好 我 这个 手机 的 号码 是 什么 套餐 的 嘞   嗯 目前 您 用 的 是 一个月 八块钱 的   呃 十八块 钱 的 是 吧 对 他 其他 什么 都 没有 噢
正常   您好 请 讲   哎 你好 你 帮 我查 一下 我 十月 十一号 办理 一个 就 更换 给 一个 套餐 一直 没收 到 短信 你 帮 我查 一下 有没有   噢 我 看 一下 儿改 了 改 五十八 套餐 了 下个月 一号 使用 噢
早上好   诶 你好 诶 我 想 问 一下 前 几天 可能 有个 这个 你们 客服 给 我 打电话 说 让 我 升级 到 那个 什么 五十八 套餐 是 吧   我 说   我 后面 那个 五十 嗯
您好 请 说   喂喂 你好 我 想 问 一下 呃 我 是 上个月 好像 包 的 那个 流量 套餐 的 是 吧   我 想 问 一下   帮 我 回
您好 请 说   哎 你好 你 帮 我 看 一下 我 这个 号码 现在 开通 了 些 什么 业务 啊 现在   好 的 目前 帮 您 看 一下 这个 十八块 钱 一个 基本 套餐   噢 就 就 只有 十八 吗
您好 高兴 为您服务   呃 喂 你好 我 想 请问 一下 我 这张 号码 是 什么 套餐 呢   本 机号码 您 稍 等 我 看 一下 我们 是 幺 二八 的 六百五十 分钟 六百 兆 流量   噢 六百五十 分钟 六百 兆 流量 那 你 能 帮 我查 一下 他 最近 两个 月 是 什么 东西 被扣 费 了
您好 请 讲   啊 你好 我 想 问 一下 我 这个 这个 卡 里面 有 一些 什么 套餐 之类 的   您好 用 的 是 十八块 钱 的 飞享 套餐   就是 一个月 谢谢 你 对 是 的 嗯 噢 一个月 十八块 那 它 里面 有 包含 一些 什么
早上好 请 讲   诶 问 一下 我 这个 它 那个 套餐 是 什么 套餐 啊   呃 这个 套餐 是 飞享 三十八 套餐 有 包括 五百 兆 流量 和 来电显示 还有 一百 分钟 在 本地 打 全国   五百 兆 流量 那 我 我 那个 流量 不够 用 了 我 又 我 要 怎么弄
哎 您好 请 讲   对   喂   嗯 嗯 嗯
您好 请 讲   你好 因为 这个 我 有 一个 套餐 是 八块钱 的 是 吧   嗯 没错   诶 那 你 看 一下 能 不能 我换 一个 套餐 的话 流量 存 话费 这些 好 一点 都 有
您好 请 说   呃 你好 呃 我 想 咨询 一下 就是 我 那个 有 一张 流量 卡 的 那个 嗯 那个 期限 是 什么 时候 到 的   因为 这边 他 手机号码 跟 密码 吗 我 帮 您 查 一下   我要 密码 完 了 密码 忘记掉 了
您好 请 讲   诶 你好 请问 下 我 的 卡卡 是 什么 套餐 啊   新飞 享 套餐 三十八   噢 那个 是 关 多少 回复 呢
您好 很 高兴 为您服务   你好 我 刚才 那个 通过 代理点 办理 了 一个 那个 七十九 元 的 套餐 呃 你 那边 之后 可以 看 得到 吗   呃 是 本 机号码 吗   呃 对
你好   诶 你好 啊 我 问 一下 我 这个 手机 里面 有 那个 共享 流量 帮 我 取消 掉 了 没有   帮 我 看 一下 哈请 稍等一下   卡二
好   那个 mp 开 喂 你好 小心 刚才 我 诶 你 这个 我 再 问 一下 本 机 现在 是 什么 套餐   这个 是 三十八 套餐 一百 分钟 五百 兆 流量 那种   那个 那个 来来 啊 噢 有没有 再 便宜 点 套餐 呢
您好 请 说 呃 请问 一下 我 这 我 这 张卡 是 什么 套餐 号码 是 一个 五十八 套餐 本地 的 全球通 飞享 的 吗 对 新飞 享 五八 套餐 四百 分钟 三 g 流量 的 这 一种 四百 分钟 吗 对 本地 打 全国 四百 分钟 在 整个 福建省 流量 三 g 家 对 吗 噢 那 就是 发 最后 给 你 过来 啊   什么 是   你 说 什么 您 刚才 说 什么   你 我 说 你 呃 我 这个 套餐 是 境外 险 新飞 享 的 五十八 是 吗 是 的
您好 请 说   喂 你好 帮 我 看 一下 我 这个 什么 套餐 吗   一百三十 九 这个 是 基础 的 套餐 额外 要 扣费 的 有 两块钱 的 来电 提醒 其他 的 稍等一下 一块钱 的 集团 网 其他 没有 了   一百三十 九是 什么 套餐 新 全球通 的 吗
您好 很 高兴 为您服务 哎 哇 稍 等   你好   呃 你好 呃 我 这边 好像 有办 一个 三十块 钱 刚才 那个 流量 包 的 吗   噢 对 没错 是 的
你好 请 讲 你好   喂 你好   诶 您 说   呃 你 帮 我查 一下 我 这个 号码 除了 正常 的 月租 的 现 套餐 以外 还 是不是 有 开通 一个 什么 流量 啊
嗯 你好 请 讲   呃 你好 我 想 问 一下 我 现在 这个 手机 办 了 什么 业务 啊   哎 稍 等 我 这边 帮 您 看 一下 哈   嗯 好
很 高兴 为您服务 哎 你好 我 想 请问 一下 就是 我 之前 呃 没有 那个 人员 帮 我 呃 喂 我 这边 一种 套餐 嘛 是 有 办 了 一次 好像 是 五十元 一 g 的 查 一下 是不是 啊   啊 对 是 有 一个 流量   嗯 那 那 到期 的话 看 它 会 自动 取消 吧   到期 本月 到期 我 帮 您 登记 自动 取消 哎行 好 谢谢 啊 现在 请 您 稍等一下
你好   诶 喂 你好 这个 手机 里面 有 什么 套餐   呃 您 这 十八元 的 套餐   然后 没有 别的 吗
您好 请 讲   诶 请 帮 我查 一下 本 机 增值 业务   好 的 马上 帮 您 查询 您 号码 的话 目前 是 一个 这边 优惠 的 流量 九元 的 日 租卡 那 其他 额外 的 一些 增值 业务 的话 帮 您 查看 这些 的话 都 取消 了 下个月 的话 都 没有 了 那 就 一个 套餐 下个月   卡
