你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块 六块 是 什么 东西 啊   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗   什么 阅读
您好 请 讲   你好 请 帮 我 查询 一下 本 机要 开通 什么 要 收费 的   恩好 您 这 号码 的话 现 除了 那个 三十八 月租 以外 的话 有个校 讯通 八块   噢   然后 流量 收费 啦 就 这 两个   那有 赠送 什么 幺 三九 一个 吗   幺 三九 邮箱 是 免费 不 扣钱 的   那帮 我 预约 取消 掉 吧
您好 请 说   四楼 喂 你好 诶   嗯 嗯 喂 你好 诶 您 讲   你 不是 说 那个 你 看 我 这个 手机号码 有 那个 开通 那个 宽带 吗 怎么 么 当时 给 我 开 了 怎么 还 没 过来 牵 的   您 稍 等 我查 一下   啊   哎 对 没有 它 这边 登记 的 是 已经 注销   一直 想 你 帮 我查 一下 那个 那个 嗯 仙游县 做 为 店 旁边 劝能 不能 那个 能 不能 开通 啊
可以   呃 您好 很 高兴 为您服务 你好 呃 请 说   嗯 我 想 问 一下 我 这个 是 是不是 有 拿 身份证 跟 来电 提醒   来电 提醒 两块钱 有 有   哦   来电 提醒 业务 是 有 订购 的 您 这边 是 要 取消 吗 还是   他 客服 是 没有 还 好像 是 什么 呃 地方 就   这边 挂机 以后 没有 短信通 呃 关机 或 没 信号 时候 短信 通知 您 的
您好 请 说   哎 你好 就是 我 刚才 刚刚 办理 一个 套餐 是不是 你 直接 查 了 这边 套餐 你 帮 我 查看 一下 吗   您 是 办理 八十八 元 套餐 新飞 享 八十八 的 下个月 生效 是 吗   嗯 那 我 就 得 有 没 帮 我 取消 掉   噢 这个 原来 有个 五十块 两 g 的 下个月 就 自动 取消 了   那 还有 没有 其他 的 业务   之前 我 就 有没有 什么 值 扣费 有 有 短信 套餐 三块 钱 来电 提醒 两块   噢 那 就 没有 了 好
你好   你好   哎 你好   诶 我 刚刚 收到 短信 噢 它 这边 显示 说 什么 有 变更 什么 业务 信息 给我发 的   短信 业务 嗯 稍 等 马上 帮 您 看 一下   呃   这边 是 说 您 办理 套餐   啊
对   他 您好 请 讲   喂 你好 麻烦 你 帮 我查 一下 本机 是 什么 套餐   本 机号码 的话 您 这个 是 那个 流量 日租卡 套餐 就是 月租费 呢 这个 九块 钱 的 然后 流量 的话 呢 就是 一天 一块钱 五百 兆 的 省内 流量 的 这个 套餐 就 有用 是 免费 的 这 样子   呃 然后 没有 没 收费   呃 对 就 流量 方面 就 有用 的话 就 有 收费 一天 一块钱 他 没有 用 的话 就 不 收费   假如 满意 一块钱 是 几兆 嗯   五百 兆 五百 兆 的 省内 流量 一千五 原来 那种
您好 高兴 为您服务   诶 你好 哎 你 帮 我 查询 一下 这个 号码 然后 里面 有 什么 收费 业务 你 帮 我 看 一下   好 马上 查询 一下 你好 有个 三十元 的 上网 套餐 要 退掉 吗 女士   那 退掉 吧   彩印 也 退掉 对 吗   退款 营业厅 退掉   恩好 请 稍等一下   嗯 嗯 它 那个 三十元 流量 包是 之前 有 优惠 是 吧
您好 有 什么 可以 帮 您   哎 我 想 问 你 打电话 来 叫 我 看看 那个 二十八 的 套餐 是 吗 有 开通 嘛   现在 有 办理 了 下个月 生效   我 不要 开 了   可以 那 我 帮 您 取消 掉 给 您 恢复 原来 的 八十八 套餐 您 看 可以 吗   噢 对 对 对 对   恩好 您 稍等一下   卡 啊 啊 您好
您好 很 高兴 为您服务   昨天 呃 你 能查 到 我 刚刚 捆绑 绑定 的 这个 手机号码 绑定 的 什么 东西 能 看 得到 吗   刚刚   呃 就 刚才 我 今天 吗 你 看 下 一个 人   稍等一下 我 帮 您 查询 今天 查询 的 今天 我 没有 看到 你 有 办理 业务 啊   绑定 不是 手机号码 有没有 绑定 什么   您 说 绑定 什么   呃 对 对 对 对 有没有 绑定 什么 银行 什么 之类 或者 什么 之类 的 没有
您好 请 讲   诶 你好 呃 我 这个 本 机号码 它 呃 我 最 最近 有办 了 一个 什么 七十九 的 那个 宽带 的 套餐 对 不 对 呃   没错 是 的   下 月 一号 然后 验证 的 原本 的 原本 的 我 那个 三十块 五百 兆 的 那个 那个 帮 我 取消 掉   噢 好 的 那 这边 我们 三十元 五百 兆 下个月 一号 失效 那 您 流量 要 在 当月 用 完 了 好 吗   啊 我 知道   行 那 女士 我 已经 给 您 做好 了 噢   那 我 是 一号 生效 是 吧
您好 请 讲   你好 我本机 有 有 那个 签牵 宽带 的 帮 我查 一下 好 吗   噢 您 现在 是 有 办 宽带 活动 对 然后 是 有 什么 问题 呢   是 宽带 帮 我查 一下 是 多少 掉 多少 兆 的   噢 您 的 宽带 是 五十 兆 的 带宽   噢 五十 兆 的 可不可以 升到 一 百兆   呃 您 原来 办 的 就是 二十 兆 已经 办 了 一个 宽带 提速 包 提速 到 了 五十 兆 了   五十 兆 太慢 了 能 不能 再 提一 百兆
您好 您 说 诶 你好 我 想 问 一下   都 有 什么 帮 我查 这 有 什么 套餐 呐   就 目前 的 是 吗   对   本机 是 八块钱 的 套餐 除了 您 的 三十分钟 通话 跟 来电显示 暂时 没有 其他 业务 好 那   一 那个 流量 套餐 都 是   都 是 多少 的 呃 比如说 十块钱 一 百兆 二十块 钱 三百 不过 这个 打印 停办 了 现在 是 三十块 钱 一个 g 或者 五十块 钱 两 两个 g 那 您 本机 我查 了 一下 从 下个月 可以 做 一个 二十块 钱 有 两个 g 的 流量 活动 针对 老 用户 的 您 可以 办 就 说 这个 月 的话 如果 您 想 上网 可以 先开 一个 十块 一 百兆 先 应急 因为 没剩 几天 了 嘛 就 剩 十来天 了   噢 你 说 下个月 二十块 钱 两个 g 是 吗
请 啊 您好 请 讲 哎 您 说   我 问 一下 我 这个 手机号 我 有 开通 些 什么 业务 帮 我查 一下   手机号 对 吗 噢 您 这个 是 和 家庭 九十九 元 的 套餐 那 其他 您 这边 收费 业务 就 没有 了 就 只有 一个 九十九 元 的 套餐   九十九 元 套餐 是 是 什么样 的   噢 您 这个 套餐 的话 它 是 一个 宽带 套餐 里面 包含 两个 g 的 省内 流量 然后 三百 分钟 国内 通话 另外 的话 有 一条 一 百兆 的 宽带 给 您 使用 一个   宽带 电视 服务 一个 就是 一个   互联网 电视 业务 这 一个月 就 收 您 九十九   其他 的 业务 没有 了 噢
很 高兴 为您服务 您好 请 讲   诶 喂 你好 我 想 问 我 现在 用 的 是 什么 套餐   嗯 您 现在 在 用 的 现在 是 五十八 元 的 飞享 套餐   那 我 现在 可以 改 可以 改 吗   嗯 那 您 现在 如果 要 改 的话 那 是 想要 改 比较 高 的 还是 低 的 呢   改成 学校 送 四十八 块钱 那种 套餐   呃 您 现在 暂时 改不了 因为 您 有 做 一个 五十八 套餐 然后 每个 月 多 送 三百 分钟 二点六 g 的 省内 流量 的 活动 它 这个 活动 要求 最低 只能 办理 的 就 只能 办到 五十八 最低   这样 啊
你好 需要 什么 帮助   噢 你 帮 我查 一下 这个 本地 本 机 是不是 有 什么 加入 什么 呃 集团 网 呢   嗯 稍 等 我 帮 您 查 一下 本机 有 加入 一个 是 这种 九州 通 中药 呃 中药材 有限公司 的 这个 集团 网   哦 那 能 不能 把 他 退出 这个 网 啊   嗯 可以 啊 如果 您 想 退出 的话 是 打算 马上 退还 是 下个 一号 退 吗   呃 马上 退 吧   因为 我 现在 身份证   噢
您好 请 讲   喂 你好 我 想 查询 一下 我 这 都 开通 了 什么 业务   哦 好 的 您 这边 手机 除了 基础 套餐 之外 呃 有 开通 一个 来电 提醒 五十元 上网 流量 还有 一个 咪 咕彩铃 这些 业务   五十元 的 什么 东西 啊   五十元 一个 的 上网 流量 在 帮 您 取消 吗 因为 您 下个月 手机 有 改 了 套餐 了   可不可以 帮 我 这个 帮 我 取消   嗯 可以 好 其他 剩余 的 流量 就 不 结转 了 然后 另外 我 看 了 一下 您 手机 这边 还有 开通 一个 公司 的 集团 网   这个 不要 了
您好 请 讲   呃 请 帮 我查 一下 我 这个 有 什么 开通 什么 套餐 啊   我 帮 您 马上 看 一下 哈 您 稍等一下   哦   呃 那 您好 感谢您 等待 一下 这边 帮 您 看 了 一下 噢 您 这样 的 就是 一个 这种 三十八 的 这种 套餐 您 除了 这 套餐 之外 的话 嗯 会 有 这个 哎 等 一下 噢   行   呃 您 有 加入 到 一个 福州 新番 这个 温泉水 有限公司 这个 微网 一个月 收 您 两块 吗   哦 这个 这个 都 没事 喂 我 我 我 就是 问 一下 有没有 添加 什么 打 那个游戏 啊 这种 这种 这种 的 套餐 有没有
哎 你好 很 高兴 您 服务   诶 喂 你好   哎 您好 请 讲   喂 你好 你 帮 我查 一下 我 这个 我 是不是 有 开通 其他 呢   除了 基本 包 的 月租 十八元 以外 其他 没有 开通 什么 别的 收费 业务   噢 那 那个 那 我 流量 怎么 那么 多 啊 流量 结果   嗯 流量 的话 那 是 在 这个 基础 上 的话 有 另外 送 了 零 两千 两百多 兆 的 一个 省内 流量 的 这个 您 放心 不扣 您 钱 的   好 的 噢 然后 到时候 它 自动 会 取消 是 吧
现在 您好 很 高兴 为您服务   呃 你 帮 我查 一下 我 这个 手机 办 哪些 业务   好 我 帮 您 看 一下 您 稍等一下   噢   您 这 张卡 目前 是 飞享 十八元 套餐 就 套餐 十八块 钱 一个月 然后 另外 有 开通 个 两块钱 的 来电 提醒   噢 两块钱 的 来电 提醒 把 它 取消 吧   好 的 没 问题 稍等一下   好
您好 请 说 您好   你好 就 昨天 有 有 个人 打电话 跟 我 说 换 什么 套餐 你 看 一下 我 套餐 换 了 没有   有些 下个月 打 我们 那个 八十八 元 套餐 有 改   改 了 是 吧 能 不能 帮 我测 了   那 就 不 改 还是 下个月 用 原来 三十八 是 吗   对 啊   那 可以 啊 我 帮 您 改回 原来 三十八 的   因为 它 那 流量 我 都 用 不了 了 噢
您好 请 讲   哎 麻烦 麻烦 你 帮 我查 一下 我本机 都 有 什么 要 收费 的   好 您 这 张卡 套餐 是 一个 三十八 套餐   哎 我 三十八 套餐 是 一个月 是 送 多少 分钟 打电话 的   本地 打 国内 电话 一百 分钟 五百 兆 的 上网 流量   哎   然后 另外   还有
有 什么 可以 帮 您   哦 你 帮 我 看 一下 我 这个 是 我 这个 本本 机是 我 那个 是 套餐 来 的 套餐 来 的 他 每天 都 在 给 我 扣费 你 帮 我 帮 我查 一下 是 哪 哪个 哪个 业务 是 每天 给 我 扣费   请 稍等一下 帮 您 查看 一下   嗯 嗯   宽带 的 费用 宽带 一 一个月 现在 四十 一块钱 它 按 天扣 的 它 不是 一次性 扣掉 了   但是   宽带 上天 扣 的话 是 的 比如 四十 一块钱 平均 三十天 嘛 它 每天 扣 一点 吗   噢
您好 请 说   诶 你好 就是 我 这个 月 不 知道 什么 手机 就是 无缘无故 扣 了 请问 想 知道 就是 我 除了 那个 四八 套餐 之外 还有 什么 套餐 还是 为什么 手机 话费 扣掉 啊   请 稍等一下 帮 您 查询   啊 好   除了 十八 套餐 以外 您 这边 有 一个 来电 提醒 功能 扣 了 两块钱 这个 月 有 额外 买 了 一个 一块钱 的 一个 流量 然后 它 的话 另外 的话 每天 扣 的 还有 一个 宽带 费 宽带 费 的话 它 是 一天 扣 一点   为什么 扣 我 宽带 都 没有 开   我 看 一下 您 稍 等 因为 这 显示 是 您 有用 呃 有 这个 宽带 的 稍等一下   我 没有 啊
您好 下午 好   呃 请问 我 开通 了 什么 套餐   嗯 本 机号码 现在 我 下个月 是 改 了 套餐 了 下个月 开始 用 的 是 一个 八十 八块钱 的 套餐 然后 另外 您 有 一个 七十块 钱 的 流量 套餐 那个 我 到 下个月 给 您 关掉 啊   啊 对 对 对 期间 开选包 是   对 对 我 给 您 下个月 关掉 哈   嗯 可以 可以   好 那 这 已经 停办 本月 流量 用到 月底 为止 我 给 您 关 了 呃 那就是说 下个月 您 就是 剩 一个 八十 八块钱 的 套餐 呃 跟 一个 那个 个性化 彩铃 商务 版 的 一个 彩铃 嗯 其他 的 收费 了 我 看 了 一下 就 没有 啦   确实 八十八 元加 一个 彩铃 的
你好   嗯 你好 我 是 开 一个 省外 流量 吗   恩好 可以   哎呀   那 唉 你好 你好 我 是 说 我 给 您 开 一个 这 样子 流量 包吧 因为 您 是不是 后面 半个 月 都 在 省外 还是 就 这 几天   就 这 几天 不 可以 十块钱 是 吧   啊 对 我 就 想 说 如果 就 这 几天 就 十块 加油 包 就 好 了 一 百兆 国内 流量 开通 也 就 生效 用 在 这个 月 内 噢 流量   可以 呃
您好 您好 请 讲   呃 您好 我 想 问 一下 噢 我 这个 号码 它 里面 除了 套餐 五十八 之外 还有 什么   别的 业务 吗   哦   您 本机 的话 目前 就是 套餐 五 十八块 还有 一个 十块钱 的 那个 包月 流量 七十 兆 的 那 这个 要 取消 吗 你 自己 套餐 已经 有 五百 兆 流量 了   对 啊 对 啊 我 说 今天 怎么 发 一个 过来 我 之前 的话 是 呃 呃 有订 嘛 然后 他 说   后面 的话 会 自动 取消 怎么 搞 的 现在 都 没有 取消 不会 只扣 了 好几个 月 跟 都 不 知道 嗯 那 我 就 帮 你 关掉 噢 那 流量 只用 到 这个 月 不 累计 下个月   然后 还有 一个 是 还有 在 用 完 还有 没有 别的 呀
啊 您好 请 说   哎 你好 问 一下 我 这边 的 流量 套餐 都 有 哪些 帮 我查 一下 吧   嗯 嗯 好 的 您 稍 等   好像 有 一个 是 有 一个 十元 的   没有 这边 就 一个 三十八 套餐 其他 扣费 是 没有 呢   呃 其他 没有 是 啊 没有 那个   哦   那 我 这边 的 我 在 收到 一个 一条 那个 流量 信息 他 怎么 说 呃 那个 省内 流量 还有 一 百兆 啊
您好 请 讲   喂 你好 我 这个 本机 有 开通 一个 十元 的 流量 包是 吧   有个 十块钱 的 您 是 指 这个 吗   对 对 对 你 帮 我 关掉 吧   可以 的 那 我 帮 您 关闭 掉 流量 记得 当月 使用 下个月 之后 还有 那个 什么 安心 包 也 帮 我 关掉 好 我 觉得 下个月 就 没有 掉 了 哈 嗯   对 对 对 我 现在 还有 多少 流量   帮 您 查 一下 目前 帮 您 查询 了 一下 您 流量 的话 已经 没有 了 已经 在 用 安心 包 里面 的 流量 了 已经 超 了 十三 兆 了   我 不是 有 买 了 一个 那个 三十九 的 那个 一个 g 的 流量 嘛 能 看不到 吗
哎 您好 请 讲   喂 你好 喂   你好   麻烦 你 帮 我查 一下 我 这 手机 我 已经 改成 流量 是 无限 用 的 人 是不是 这个 套餐 因为 我 这边   都 你 这个 套餐 是 那个 福州 本地 的 流量 不定   福州 本地 的 流量 过去 什么 意思   比如说 你 在 福州 的话 可以 不 限 使用 那 你 如果 出 了 不能 再 外地 只能 用 嗯 嗯   好 的 啊 呃 就 说 我们 这个 流量 但是 不是 说 使用 什么 无限量
多少 呀   因为   这个 名称 的 到 什么 地方 诶 你 帮 我查 一下 本 机 什么 套餐 的   本 机 八块 套餐   八块 套餐 呢 有没有 开通 什么 其他 的 问题   天 呃 目前 除了 基本 套餐 没有 别的   没有 别的   是 的 先生 还有 什么 帮 您
很 高兴 为您服务   喂 你好   你好   我 那个 不是 上次 好像 有办 一个 那个 三元 什么 什么 是 那个 流量 啊 九元 三 g 的 那个 看电视 的 那个 是不是 优酷   哦   呃 对 对 那个 能 不能取消 掉 啊   可以 九块 钱 的 视频 呃 优酷 流量 的 这个 要 下个月 不要 了 是 吗   对 对 对 因为 现在 都 用不着
你好 行   您好 很 高兴 为您服务   你 帮 我查 一下 那个 我 手机 开通 的 业务   本机 是 一个五十 的 流量 卡 套餐 除此之外 您 额外 开 的 有 一个 十块钱 的 夜间 九块 钱 的 腾讯 包 噢 诶 这 上面   可以 再 给 我 取消   下个月 开 的 是 二十四块 钱 的 腾讯 包 就 九块   短信 包   啊
你好 谢谢 请 说   那 你 帮 我 手机 里面 需要 收费 的 增值 业务 帮 我查 一下 能关 的 都 帮 我 关闭 掉 或 预约 关闭 掉   跟 您 这个 号码 都 已经 办过 了   都 已经 停办 了 是 吗   啊 对 都 已经 预约 过 到期 取消 了   噢 对 对 还有 一个 彩印 没停 吗   已经 预约 过 了   噢 可以 可以 可以 好行 那 我 就 除了 基本 包 十八 就 每个 月 了 噢
很 高兴 为您服务   诶 你好 请问 我 这个 手机 这个 套餐 是不是 有 一个 什么 来电 提醒 有 收费 的   来电 提醒 没有 啊   这个 时候 有 什么 有 一些 来电 每条 来 下 要 有 收费 的 啊   没有 你 已经 没有 啦   没有 我 已经 没有 了 是不是   对 对 对   谢谢 那 我 我 怎么 查看 这个 月 怎么 优惠 有 有 两条 多出 两 毛钱 了 我 也 不 知道 怎么
您好 请 讲   诶 您好 我 这个 有 开通 那个 国际 的 那个 漫游 啊 还是 什么 的   呃 有 的   有 开通 国际 的 就是 等 于是 说 我 在 国外 的话 它 也 有 办法 打电话 过来 是 吧   是 的   噢 那 那个 那个 上网 的 那个 呢   六梦网 方面 也 是 可以 用 您 到 哪里 用 了 噢 我 在 那个 八零八   命名
您好 请 说   喂 你好 所以 我 想 请问 一下 我 这个 电话号码 它 是 有 套餐 的 吗   您 这个 套餐 一个月 十二块 钱 啊   噢 那 它 那个 什么 今天 发 什么 信息 说 什么 分钟 数 什么 什么 的 好像 说 看 一下   我 看 一下   怎么 剩 四百 七十 一分钟 啊   那个 是 您 很 富达 有 工贸 有限公司 的 这个 集团 网   这 这 这 是 什么 然后 怎么 集团 网 我 是 啊 集团 网 集团 网是 什么 东西 啊
你好 喂 你好 啊 请 讲   就是 我 想 请问 一下 我 现在 套餐 是 什么 套餐 啊   这个 八十八 的 新飞 享 套餐 嗯   然后 还有 什么 其他 要 扣费 的 吗   有 有 个 流量 包像 原价 五十 然后 现在 是 三十块 钱 一个月   好   嗯 还有 个 十块 的 夜间 流量 还有 个 来电 提醒   然后 呢
很 高兴 为您服务 您好   呃 喂 你好 我想查 一下 我 这个 手机 绑定 那张 流量 卡是 什么 时候 到期   请 您 稍 等   特别 谢谢 g 的   三对   啊 好 手机号 吧   呃 您好 这边 帮 您 查看 您 这边 没有 绑定 流量 卡 的 付费 那些 的 您 这边 咨询 的 手机 这 一个 活动 是 到 明年 的 二月 一号 结束 啊   要 到 明年 吗
您好 请 讲 哎 你好 嗯 我 想 问 一下   我 想 问 一下 我 这个 电话号码 我 是 有 办 来电 提醒 吗   没有 办家 都 包括 来电显示 吗   啊 我 来电显示 那 我 我 我 没有 办 我 也 没有 要求 你们 我 关机 的 时候 然后 转 到 短信 之类 的 为什么 要 这 样子 扣 我 的 钱 呐   嗯 这个 是 您 这边 会 有 收到 那个 来电 提醒 会 有 扣 您 话   一 七 一毛钱 的 这种 费用 是 吗 对 对 对 我 就 想 问 这个 问题 我 都 没 办过 为什么 会 这样 扣钱   是 我 刚 看 了 一下 您 这边 的话 是 的确 是 有 来电 提醒 的 这种 的 开通 那 您 看 一下 这个 是 按次 的 我 帮 您 退 了 吧 就 不要 开通 了   但 但是 没有 收 通知 了 我 从来 都 没 超过 怎么 不好 扣 我 钱 了 我 就 想 这 几个 月 很 奇怪 我 就 讲
嗯 您好 请 讲   哎 你好 我 这个 手机 的 号码 是 什么 套餐 的 嘞   嗯 目前 您 用 的 是 一个月 八块钱 的   呃 十八块 钱 的 是 吧 对 他 其他 什么 都 没有 噢   其他 的 我 帮 您 看 一下 稍 等   嗯 嗯   其他 没有 了   呃 就是说 八块钱 是 来电显示 就 一个 来电显示 呀
正常   您好 请 讲   哎 你好 你 帮 我查 一下 我 十月 十一号 办理 一个 就 更换 给 一个 套餐 一直 没收 到 短信 你 帮 我查 一下 有没有   噢 我 看 一下 儿改 了 改 五十八 套餐 了 下个月 一号 使用 噢   不是 然后 我 有 另外 加 二十 的 就是 那种 无线 上网   这 二十 的 没有 看到 没 办法 就 改 了 一个 五十八   那 就是 要 怎么弄   加 二十 的 您 那个 有没有 交 什么 工作人员 电话 帮 您 改 啊 这 样子
早上好   诶 你好 诶 我 想 问 一下 前 几天 可能 有个 这个 你们 客服 给 我 打电话 说 让 我 升级 到 那个 什么 五十八 套餐 是 吧   我 说   我 后面 那个 五十 嗯   然后 您 说 嗯   呃 你 帮 我 查看 下 这里 头 五十八 套餐 是不是 都 没有 变更 过来 到 五十八 套餐 也 是 有 的话 你 帮 我 返回 去 我 不要 这个 五十八   那 请 您 稍等一下 我 帮 您 修改 一下   好 的 噢 嗯 哦 哦
您好 请 说   喂喂 你好 我 想 问 一下 呃 我 是 上个月 好像 包 的 那个 流量 套餐 的 是 吧   我 想 问 一下   帮 我 回   为 您 噢   啊   一个 就是 给 您 送 一个 两 g 流量 你好   它 是 包 多少 的 是 送 的 还是 还是 八 的
您好 请 说   哎 你好 你 帮 我 看 一下 我 这个 号码 现在 开通 了 些 什么 业务 啊 现在   好 的 目前 帮 您 看 一下 这个 十八块 钱 一个 基本 套餐   噢 就 就 只有 十八 吗   二十八 的 基本 套餐   噢 二十八 是 吧   对   二十八 包括 什么 东西 二十八
您好 高兴 为您服务   呃 喂 你好 我 想 请问 一下 我 这张 号码 是 什么 套餐 呢   本 机号码 您 稍 等 我 看 一下 我们 是 幺 二八 的 六百五十 分钟 六百 兆 流量   噢 六百五十 分钟 六百 兆 流量 那 你 能 帮 我查 一下 他 最近 两个 月 是 什么 东西 被扣 费 了   好 您 稍等一下 我 看 一下 呃 您 呃 这边 的话 您 办 业务 有没有 什么 您 就 幺 二八 套餐 然后 办 了 一个 五十块 钱 流量 包 返还 四十块 话费 的 活动 还有 一个 呃 家庭网 三块 就 这 三个 现在 没 啦   噢 那 它 流量 包它 那个 办 五十块 到 他合 起来 流量 多少 啊   流量 有 一 g 五十块 钱 一 g 然后 它 有 返还 您 四十块 您 只要 出 十块钱   噢 十块钱 是 吧 那 他 平时 你们 有没有 超出 啊
您好 请 讲   啊 你好 我 想 问 一下 我 这个 这个 卡 里面 有 一些 什么 套餐 之类 的   您好 用 的 是 十八块 钱 的 飞享 套餐   就是 一个月 谢谢 你 对 是 的 嗯 噢 一个月 十八块 那 它 里面 有 包含 一些 什么   固定 套餐 十八 里面 包含 了 一百 分钟 本地 打 国内 通话 一 百兆 流量 加 来电显示   啊 没有 就是 就 这 是不是 啦   对 您 固定 套餐 只有 这 一个 包月 套餐   其他 的 那种
早上好 请 讲   诶 问 一下 我 这个 它 那个 套餐 是 什么 套餐 啊   呃 这个 套餐 是 飞享 三十八 套餐 有 包括 五百 兆 流量 和 来电显示 还有 一百 分钟 在 本地 打 全国   五百 兆 流量 那 我 我 那个 流量 不够 用 了 我 又 我 要 怎么弄   噢 流量 不够 用 的话 您 建议您 可以 办成 五十八 元 的 飞享 套餐 那 您 套餐 里面 有 包括 五百 兆 全国 流量 两千五百 七十二 兆 的 这个 省内 流量   两千五百   对 省内 的   两千五百 的 省内 的 噢 然后 让 我 打 几分钟 电话 来电
哎 您好 请 讲   对   喂   嗯 嗯 嗯   你好   支付宝 嗯 这个 手机号码 是不是 那个 移动 那个 流量 的 关掉 了   为 您 查 一下 您 稍 等 本机 的 吗   对本机 的
您好 请 讲   你好 因为 这个 我 有 一个 套餐 是 八块钱 的 是 吧   嗯 没错   诶 那 你 看 一下 能 不能 我换 一个 套餐 的话 流量 存 话费 这些 好 一点 都 有   对 诶 有 需要 流量 多少 钱 的   三十 八块钱 不是 有 一 g 流量 是 吧   啊 对 一点 五 g 流量 跟 三百 分钟 有 来电显示 可以 换 这个 套餐 会 比较 优惠   那 还有 什么 吗
您好 请 说   呃 你好 呃 我 想 咨询 一下 就是 我 那个 有 一张 流量 卡 的 那个 嗯 那个 期限 是 什么 时候 到 的   因为 这边 他 手机号码 跟 密码 吗 我 帮 您 查 一下   我要 密码 完 了 密码 忘记掉 了   那 那个 号码 还 在 不 在 身边 吗   如果说 直接 那个   号码 直接 打进 幺 零零 八六   你 这块 他 直接 打 幺 零零 八六 的 嘞
您好 请 讲   诶 你好 请问 下 我 的 卡卡 是 什么 套餐 啊   新飞 享 套餐 三十八   噢 那个 是 关 多少 回复 呢   分钟 数 吗 分钟 数内管 的 总 的话 是 三百 分钟 其中 两百 分钟 本地 打 国内 的 一百 分钟 国内 主叫 国内 的 这 样子 噢   那 流量 呢   流量 有 一点 五 g 的 另 其中 一千四百 三十六 兆 是 省内 的 一 百兆 是 国内 的   噢 不是 能 不能 分钟 可以 改 一下 分钟 少 的 那个 流量 多点 能 不能 改 啊
您好 很 高兴 为您服务   你好 我 刚才 那个 通过 代理点 办理 了 一个 那个 七十九 元 的 套餐 呃 你 那边 之后 可以 看 得到 吗   呃 是 本 机号码 吗   呃 对   本 机号码 还 没有 更换 其他 套餐 女士   还 这 我 还 没 更换 了   呃 对 目前 帮 您 看 一下 还是 原来 的 五十块 钱 流量 卡 套餐   呃 我 想 问 一下 它 那个 呃 代理点 办 的 那种 七十九 块钱 套餐 有 有 那个 送 那个 网络 电视 跟 宽带 的 然后 我 想 问 一下 它 里面 的 流量 包是 到 一个月 是 多少
你好   诶 你好 啊 我 问 一下 我 这个 手机 里面 有 那个 共享 流量 帮 我 取消 掉 了 没有   帮 我 看 一下 哈请 稍等一下   卡二   还 没 有关 功能   帮 我 关掉 吗   嗯 那 我 帮 您 登记 月底 取消 稍后 输 一下 密码 井号键 转 回来 可以 吗 好 嗯 转接 中   啊
好   那个 mp 开 喂 你好 小心 刚才 我 诶 你 这个 我 再 问 一下 本 机 现在 是 什么 套餐   这个 是 三十八 套餐 一百 分钟 五百 兆 流量 那种   那个 那个 来来 啊 噢 有没有 再 便宜 点 套餐 呢   太 便宜 呀 那 有 需要 带 流量 的 吗   手机 呃 有 的 流量 是 什么样 的 没有 带 流量 什么 呀   现在 改了 八块钱 三十分钟 的 然后 的话 如果说 需要 有 流量 的话 十八块 是 一百 分钟 一 百兆 二十八 的 一百 分钟 三百 兆 地址   一百 分钟 三百 兆 还 还 不 过来 弄 下来 那 套餐 里 那 那个 女孩子 给 我 就 变成 一个月 一百 真的 没 开 几天 吗 哎呀 那行 那 就 二十八 的 吧 还有 二十八 的 套餐 吗
您好 请 说 呃 请问 一下 我 这 我 这 张卡 是 什么 套餐 号码 是 一个 五十八 套餐 本地 的 全球通 飞享 的 吗 对 新飞 享 五八 套餐 四百 分钟 三 g 流量 的 这 一种 四百 分钟 吗 对 本地 打 全国 四百 分钟 在 整个 福建省 流量 三 g 家 对 吗 噢 那 就是 发 最后 给 你 过来 啊   什么 是   你 说 什么 您 刚才 说 什么   你 我 说 你 呃 我 这个 套餐 是 境外 险 新飞 享 的 五十八 是 吗 是 的   好好 那 如果 是 三八 套餐 的话 现在 显示   流量 套餐 是 什么 三百 分钟 一点 五 g 的 流量 三百 分钟 一点 五 g 啊   对   噢 好 的 谢谢 不 客气 还有 什么 问题
您好 请 说   喂 你好 帮 我 看 一下 我 这个 什么 套餐 吗   一百三十 九 这个 是 基础 的 套餐 额外 要 扣费 的 有 两块钱 的 来电 提醒 其他 的 稍等一下 一块钱 的 集团 网 其他 没有 了   一百三十 九是 什么 套餐 新 全球通 的 吗   您 对 这个 里面 有 包含 一 g 的 流量 两百 二十分钟 通话时间 噢 两百 二十分钟 是 国内 通话 三 百八十 分钟 本地 拨打 国内 电话 只能 是 福州 用 的 流量 是 一 g 国内 三 g 省内   一共 是 两百多 分钟 数   那个 国内   国内 全国 打 的 是 吧
