一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下
您好 很 高兴 为您服务 唉 你好 呃 您好 就 就 在 那个 手机 把 那个 移动 看到 新版 那个 流量 八块钱 一个月 那个 是 多少 个 g 啊 五十个 g 吗   什么 业务 啊
您好 很 高兴 为您服务   喂 你好 就是 我 想 问 一下 今天 那个 幺 零零 八 六发 了 一个 就 说 我 已经 开通 那个 叫 它 这个 是 英文字母 的 时候 al 一批 装 自动 开通 了 他 说 它 是 免费送 她 这个 意思 说 是 用 打电话 的 是 呃 数据 流量 还是 就 用 用 那个 微信 打电话
您好 很 高兴 为您服务 您好   我 想 问 一下 这个 我 就是 这个 包月 的 这个 流量 啊 用 完 了 你们 有 什么 优惠 元 可以 我 嗯 行 唉 也 可以 用 了
挂机 您 拨打 的 电话 您好 可以 听到 吗   哎 你好 请 讲 哎 你好 我 想 哎 你好 我 想 问 一下 就是 流量 安心 包 的话 是不是 只 十块钱 一 百兆
您好 很 高兴 为您服务   喂 你好
好 很 高兴 为您服务   我 想 问 一下 有 什么 好 的 那种 流量 流量 套餐 吗
您好 很 高兴 为您服务   唉 你好 那个 我 想 问 一下 我 现在 的 流量 额度 可以 提高 啊 流量 额度 量用 额度 什么 我 是 那个
很 高兴 为您服务   唉 你好 那个 我 那个 在 你们 网站 上 看到 有 一个 就 他 这个 四 g 套餐 有 预付费 和 后付费 的 这 两个 有 什么 区别
您好 很 高兴 为您服务 呃 我 看   唉 喂 呃 我 我 看 你们 就是 话费 那个 账单 里面 有 一个 五元 呃 流量 是 显示 是 什么
您好 很 高兴 为您服务   嗯 嗯 唉 你好 我 我 想 问 最低 现在 给 我 哪些 套餐
您好 很 高兴 为您服务   额 你好 那个 我报 一下 手机号 呃 我 就是 收到 短信 说 我 的 流量 呃 呃 剩 的 不 多 了 我 想 问 一下 可以 因为 还有 半个 月 时间 吗 可以 买 一些 什么样 的 流量 其实 那 是 够 的 然后 我 之前 呢 也 收到 大 客户经理 给 我 的 一个 电话 说 呃 好像 每个 月 还有 送 流量 的 呃 当时 也 没 操作
为您服务   喂 你好 我 是 解决 完 了 唉 喂 你好 我 是 这样 的 这 我 我 就是 这个 手机 的 机主 我 想 问 一下 因为 我们 这里 办理 一个 集团 套餐 然后 呢 我 听 我 同事 再说 我们 下个月 就是 我们 这个 集团 套餐 可以 升级 为 五 g 了 是不是
您好 很 高兴 为您服务   唉 你好 是 这 样子 的 我查 一下 我 上个月 的 那个 话费 吗 有 有 两个 那个 事项 我 不是 很 明白
您好 很 高兴 为您服务   呃 请 帮 我 看 一下 有 什么 套餐 比较 划算 的 多一点 流量 啊
服务   唉 你好 请问 一下 就是 我 的 流量 套餐 里面 有 一个 视频 本地 流量 是 什么 意思 啊
很 高兴 为您服务   哎 你好 我 想 问 一下 我选 一个 套餐 有没有 那个 流量 多一点 的
您好 很 高兴 为您服务   呃 不好意思 我充
您好 很 高兴 为您服务   唉 你好 啊 我 那个 我 想 问 一下 呃 我 想 换个 套餐 能 帮 我 看 一下 吧
您好 很 高兴 为您服务   唉 你好 那个 帮 我查 一下 我 这个 手机 套餐 是 什么
您好 感谢您 的 来电 才能   您好 上海 移动 客服 代表 工号 幺 零六 五九 唉 你好
很 高兴 为您服务   我 想 问 一下 这个 呃 有没有 移动 的 这个 套餐 有没有 不 限 流量 的
为您服务   嗯 您好 那个 小姐 呃 我 想 问 一下 啊 就是 比如说 我 短消息 方式 去 对方 接收 到 有没有 类似 这种 他 收到 或者 点 开始 就 回执 服务
您好 很 高兴 为您服务   喂 你好 你好 我 想 问 一下 现在 我 的 这个 移动 卡 不 在 我 在 本地 在 外地 可以 流量 省内 流量
您好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 现在 国内 拨打 加拿大 电话 都
您好 很 高兴 为您服务   唉 你好 先生 因为 我 想 我 想 咨询 一下 这个 宽带 是 这么 多 呢
您好 很 高兴 为您服务   呃 喂 你好 那个 你 能 帮 我查 一下 我 上次 收到 一条 短信 啊 就是说 呃 十块钱 可以 办理 那个 十 g 的 本 呃 本地 流量
你好   您好 很 高兴 为您服务 您好
很 高兴 为您服务   我 问 一下 那个 流量 今天 最后 一天 不够 了 一 九块 钱 的 流量 对 吧
您好 很 高兴 为您服务   喂 你好 我 想 请问 一下 这个 我 想 那个 改卡 套餐 改变 最低 消费 多少 钱 呢
您好 兴 为您服务   你好 我 想 问 一下 就是 我 刚才 下载 其他 的
您好 很 高兴 为您服务   啊 你 你好 我想 换个 套餐 啊 我 的 流量 够 你 给 我 介绍 一下 好 吧
您好 请 讲   喂 现在 有 哪些 要 不 套餐
您好 很 高兴 为您服务   你好 嗯 我 想 问 一下 就是 我 那个 想 装 那个 看电视 跟 宽带 同时
您好 很 高兴 服务   唉 你好 你 帮 我 看 下 我 这个 手机 前两天 就 接到 你们 一个 电话 说 帮 我 更改 的 那个 套餐 我 想 问 一下 现在 这个 套餐 是 什么 情况 你 帮 我 看 一 下下个月 改 的 是 一百一十 八 套餐
您好 兴 您 服务 您好   喂 你好 我 想 问 一下 现在 有 什么 流量 套餐 吗
您好 兴 您 服务 您好   唉 先生 你好 啊
您好 很 高兴 服务   唉 你好
您好 很 高兴 为您服务   呃 我 想 问 一下 就是 那个 有 一个 那个 什么 二十块 钱 一个月 的 那个 流量 嗯 看看 电视 的 那个 软件 那 是 什么 套餐 呀
您好 很 高兴 为您服务   喂 你好 我 想 查询 就是 我 现在 周要 去 美国 嘛 然后 这边 有没有 这个 美国 可以 无限量 的 流量 的 那种
您好 很 高兴 为您服务   唉 你好 呃 你好 客服 那个 我想 本机 再 加一点 流量 从 帮 我 看 一下 我 还 能加 什么 的
您好 很 高兴 为您服务   哎 我 想 问 一下 我 流量 嗯 不够 现在 有 什么 好 的
好 很 高兴 为您服务 唉 你好   哎 你好 我 想 咨询 一下 这个 宽带 业务
您好 兴 为您服务   喂 移动 我 现在 流量 不够 有 什么 套餐 有 什么 优惠 的 开梅 增加 流量
很 高兴 为您服务   噢 你好 我 想 咨询 一下 那个 八元 套餐 的 费用 啊
高兴 为您服务   唉 你好 呃 我 想 那个 转 一下 那个 更换 过 一下 那个 流量 套餐 啊 呃 那个 五十元 两 g 的
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 收到 呃 什么 百兆 宽带 境外 加 的 这个 活动 通知 啊 我 想 问 一下 宽带 那种
您好 很 高兴 为您服务   唉 喂 你好 我 想 问 一下 就是 咨询 一下 咱们 这边 有 什么 就是 呃 国内 流量
您好 兴 为您服务 您好   喂 你好
卡放 家里 找 找 毛病 用 身份证 名下 二十 喂 你好   您好 您 说
您好 兴 您 服务 您好   喂 你好 我 想 问 一下 我 这个 月 我 看到 有 一个 什么 视频 流量 包扣 了 我 十块钱 的 是 什么 我 都 没 办过
您好 请 讲   唉 你好 先生 我 想 问 一下 现在 我 这个 套餐 还要 更改 吗
您好 很 高兴 为您服务   唉 你好
您好 很 高兴 为您服务   唉 先生 你好 唉 是 这样 的 就是 呃 就是 这个 情况 就是 我 想 问 一下 这个 套餐 现在 是 享受 一个 什么样 的 一个 资费 服务 就是 他 什么 套餐 因为 可能 要换 四 g 套餐 吗 先 了解 一下 目前 的 什么 套餐 情况 你 这边 可以 短信 给 我 或者 是 哎 先 跟 我 说 一下
您好 很 高兴 为您服务 哎 你好 我 想 问 一下 我 这个 手机 上面 现在 用 的 那个 套餐 有 哪 哪些   您 是 一个 十八元 的 四 g 飞享 套餐 包含 一 百兆 的 流量 打电话 一毛 九 一分钟 接听 免费
您好 很 高兴 为您服务   啊 小姐
高兴 您 服务   呃 我 想 问 一下 这个 嗯 套餐 是不是 有 一个 四十八 号 的 是 吧
您好 很 高兴 为您服务   喂 你好 我 就是 这个 卡办 那个 流量 有没有 那个 流量 加油 包 什么 东西 的
您好 很 高兴 为您服务   喂 你好 这个 呃 我 刚才 收到 一个 短信
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 然后 那个 套餐 里面 是 吧 有 一个 那个 流量 不 限量 可选包
您好 兴 为您服务 您好   喂 你好 喂 我 就 想 问 一下 我 的 手机 那个 昨天晚上 有个 信息 发来 是 说明 什么 免费 升级 的 那个
好 很 高兴 为您服务   唉 你好 我 昨天 有 到 营业厅 去 申请 这个 新 的 门 号 那 呃 因为 我 我 这个 月 是 十八块 的 方案 然后 下个月 它会 帮 我 回复 到 三 十八块 那 我 的 流量 刚才 信息 有 通知 已经 用 完 了 但是 我 还要 还要 在 上海 几天 那 我 想 请问 一下 有 什么 呃 是不是 是不是 我 这个 这个 月 呃 我 到 十一月 底 之前 我 的 流量 是不是 嗯 要 呃
高兴 为您服务   喂
您好 很 高兴 为您服务   唉 你好 小姐 我 想 问 一下 啊 这个 那个 那个 自选 套餐 的话 是 八十八 元 里面 是 呃 烦 是 叫 什么 噢
您好 很 高兴 为您服务   唉 你好 就是 想 我 现在 这个 手机 流量 老是 不够 用 我 想 看 还有 其他 的 套餐 有 哪些 我 怎么 查 呢
您好 很 高兴 为您服务   唉 你好 唉 我 想 请问 一下 现在 有没有 呃 一个 宽带 套餐 两个 是 连 上网 跟 那个 电视信号 都 有 的 这种 套餐
很 高兴 为您服务   唉 我 问 你 问 一下 我 那个 假如 那个 手机 别人 的 手机 当中 上面 可以 吧 不够 不是 个人 家庭 看到 可以 了
您好 您好 很 高兴 为您服务   哎 你好 我 想 问 一下 呃 我 那个 手机 没有 漫游
您好 很 高兴 为您服务   你好 现在 我 还 可以 开 什么 流量 比较 便宜 一点
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 就是 有没有 那个 手机 流量 的 叠加 就是 可以 叠加 一个 我 需要 这个 月 增加 一下
很 高兴 为您服务   唉 你好 那个 请 帮 我查 一下 现在 宽带 有没有 什么
您好 很 高兴 很 高兴 为您服务   唉 我 就是 问 一下 那个 你们 是 呃 短信 过来 了 升级 那个 流量 就是 豪华版 四 g 套餐 了
为您服务   科技 助老 卡 还有 吗
您好 兴 您 服务   喂 你好 我 想 问 一下 我 这个 号码 现在 用 的 那个 套餐 是 多少 的 呀
您好 很 高兴 为您服务   唉 你好 问 一下 有没有 这个 那个 优惠 点 的 流量
您好 高兴 为您服务 您好   刚才 我 收到 一条 短消息 说 什么 那个 小模 卡 是 什么 东西
呃   您好 很 高兴 为您服务
您好 很 高兴 服务   哎 我 想 问 一下 我 这个 月租费 八十 八块钱 套餐 它 每个 月 是 有 什么 功能 呢
为您服务 您好   呃 我 想 再 我 想 问 一下 前面 打 过 电话 的 啊 那个 宽带 的话 现在 不是 有个 幺 二 幺 二八 我 想 问 一下 你们 不是 有 一个 什么 魔力 电视 吗
好 很 高兴 为 您   喂 你好
您好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 就是 那个 二十八 元 的 是 那个 非四 g 飞享 套餐 那个 现在 可以 办理 的话 也 是 那个 送 那个 五十分钟 的 那个 通话 的 送到 六月 里面 的 呀 嗯 嗯 呃 然后 就是 每个 月 也 是 送 十块钱 送 六个月 的 是 吧 对 是 的 噢 那 有 这个 的话 那 我 那个 那个 刚刚 申请 办 了 那个 那个 自选 的 我 就 刚才 改 那个 飞享 的 好 了 飞享 套餐 啊
您好 高兴 您 服务   喂 你好
您好 很 高兴 为您服务   喂 你好
很 高兴 为您服务   唉 你好 我 想 问 一下 我 这 手机 这个 有没有 更 高 的 套餐 了 我 现在 每个 月 唉 我 现在 是 一 每个 月 消费 是 多少 的
您好 很 高兴 为您服务   我 想 问 一下 新装 宽带 稍 等
您好 很 高兴 为您服务 喂 你好 您 说   噢 那个 我 看 刚 接到 个 短信 说 是 积分 可以 换 流量
您好 很 高兴 您 服务   哎 你好 我 想 咨询 一下 你们 那边 的 宽带 业务
您好 很 高兴 为您服务   唉 小姐 你好
您好 很 高兴 为您服务 喂 你好 这样 我 想   问 一下 就是说 那个 呃 我 这个 套餐 就是 我 现在 这个 套餐 然后 那个 呃 如果 是 到 外地 的话 这个 还是 你们 现在 目前 还有 那个 五块 钱 那个 什么 长途 那个 包对 吧
您好 很 高兴 为您服务 再见   唉 你好 我 问 一下 就是 刚才 开通 那个 任 我 看 那个 是 看 视频 什么 都 可以 吧
您好 兴 您 服务 唉 喂   您好 请 讲
再见   您好 很 高兴 为您服务 您好
对 您好 很 高兴 为您服务   喂 你好 我 的 这个 手机 办 的 是 三十八 元 套餐 的 然后 当时 二十八 元 档期 的 还有 什么 套餐
您好 很 高兴 为您服务 可以 您 现在 话 月租 是 一个 四 g 的 飞享 套餐 八十八 元 的 您 要 怎么 更改   呃 是 这 样子 呃 我 我 那个 看到 我 移动 又 发短信 它 说 什么 加个 多少 钱 一个月 有 两 g 的 的 流量 是 什么 东西
您好 很 高兴 为您服务   本月 我 的 流量 不够 了 问 一下 有 什么 可以 叠加 的 吗
您好 很 高兴 为您服务   喂 你好 我 想 知道 我 的 套餐 我 也 知道 我 的 套餐 里面
您好 很 高兴 为您服务   喂 你好
您好 很 高兴 为您服务   你好 我 咨询 一下 我 这个 呃 就是 越南 那边 那个 就是 有没有 那个 国际漫游
很 高兴 为您服务   唉 你好 我 就是 这个 前天 宽带 马上 到期 啊 他 说 要 给 我 可以 自己 去 的话 有个 套餐 是 吧
您好 很 高兴 为您服务   那 我 想 问 一下 我 刚刚 看过 那个 查过 了 那 流量 至尊 包是 什么 什么 一个 概念
高兴 您 服务   喂 你好
您好 很 高兴 为您服务 啊 你好 你好   噢 那个 我 那个 流量 用 完 了 我 觉得 每个 月 有 有 流量 稍微 便宜 点 的 业务 流量 的 是 吧
您好 很 高兴 为您服务   喂 你好
您好 很 高兴 为您服务   呃 您好 我 这个 手机 你 现在 这个 套餐 想换 一个 换 一个 不是 流量 不用 这么 多 的 大概 六十八 的 那个 套餐
您好 请问 你好   呃 我 流量 不多 了 有 什么 优惠 对 吧
噢   您好 很 高兴 为您服务
您好 很 高兴 为您服务   唉 你好 唉 我 想 了解 一下 那个 四 g 套餐 一个 六十八 七十八 的 一个 什么样 的 套餐
您好 很 高兴 为您服务   呃 您好 我 看到 你们 网站 上 有 一个 流量 是 真包 啊
您好 兴 为您服务 您好 嗯 我 想 你好 你 说   我 这个 手机 不是 上海 的 有 什么 还有 流量 那个 帮忙
您好 很 高兴 为您服务   哎 你好 我 想 我 想 问 一下 刚才 来 了 一条 短信 就是 那个 来条 短信 说 我 那个 包 还是 呃 呃 就是 我 兑换
您好 很 高兴 为您服务   喂 你好
高兴 为您服务   哎 你好 我想 换个 套餐 我 想 你 帮 我查 一下 现在 都 有 什么 操作
您好 高兴 为您服务 您好   哎 哎 你好 我 想 问 一下 就是 你们 移动 现在 已经 上门 刚开 卖 光纤 送 的 那个 包呀 嗯 那 就 带不带 那个 路由 功能 呀
您好 很 高兴 为您服务   唉 先生 你好 我 想 咨询 一下 咱们 在 这个 国际漫游 啊
您好 兴 您 服务 您好   哎 你好 我想查 一下 就是 刚刚 有 一个 不是 幺 零零 八六 打电话 给 我 的 他 说 现在 有 一个 什么 二十八分 三十八 的 一个 语音 套餐 你 能 帮 我查 一下 是不是 有 这个 语音 套 套餐 吗
为您服务   喂 你好
您好 很 高兴 为您服务   嗯 你好 我 想 问 一下 就是 现在 什么 有 什么 套餐 升级 的 是 什么
您好 很 高兴 为您服务   喂 你好 我 想 把 我 这个 手机号 是 苏州 了 我 现在 在 上海 我 那个 流量 都 是 省内 流量 现在 没有 流量 现在 怎么 搞 啊
您好 很 高兴 为您服务   唉 你好 我 想 请问 一下 我 现在 已经 二十八 的 套餐 没有 再
您好 很 高兴 为您服务   等 一下 这个 是 这样 的 我 想 现在 有 什么 流量 套餐 可以 换 的
嗯 那 您好 高兴 为您服务   喂喂 你好 我 想 呃 那个 我想查 一下 那个 呃 宽带 呃
您好 很 高兴 为 您   喂 你好 麻烦 你 帮 我查 一下 我 现在 套餐 的 那个 流量 是 呃 多少 兆 的
您好 很 高兴 为您服务   唉 小姐 你好 我 是 本机 机主 我 想 就是说 更换 一个 流量 套餐 这边 呃 五 我 听 人家 这样 的 就是说 那个 有 一个 六 十八块 的 那个 套餐 然后 它 还有 两 g 的 呃 流量 然后 这 这样 的 这个 套餐 现在 还有 吗
您好 很 高兴 为您服务 您好   唉 你好 我 那个 我 想 这个 八元 的 返还 这个 资费 到期 了 有没有 更 优惠 的 这种 套餐
您好 很 高兴 服务   哎 我 想 问 一下 你们 那个 流量 套餐 是 多少
您好 很 高兴 为您服务   呃 你好 我 想 问 一下 最近 有没有 什么 优惠 的 那种 套餐 流量 比较 多 的
您好 很 高兴 服务   喂 你好
您好 很 高兴 服务 喂 你好 你好 我 想 问 一下 我 想 问 一下 就是 因为 我 下个月 开始 在 上海 不不去 外面 了 我 我 嗯 那本 地方 有 什么 本地 有 什么 套餐 呢   它 现在 是 全国 是 的 中国 大陆 都 一个 都 一样 的
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 你 那边 有 什么 全国 流量 包 比较 划算 的 有 吗
您好 很 高兴 为您服务   呃 您好 我 想 查询 一下 我 这个 手机 的 那个 呃 四 g 的 那个 现在 不是 有线 一个 电七 九五 本 什么 什么
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 现在 有 这 一 实惠 的 是 什么 都 得 加个 最低 的 因为 我 这 段时间 不 在 上海 就是 不 在 中国 就是说 就是 相当于 只有 一个通 就 可以 了 不 需要 太 我 不 需要 流量 也 不 需要 用 它 嗯 嗯 哦 好 的 就是 最 实惠 的 价格 的 有 多少 的 对 的
很 高兴 为您服务   唉 你好 唉 我 想 问 一下 现在 有没有 什么 新 的 套餐
你好   很 高兴 为您服务 你好 我 想 问 一下 就是说 我 这个 十八块 钱 的 那个 套餐 费 吗 噢 别的 都 包含 什么 呀
您好 兴 您 服务   唉 唉 先生 我 我 问问 一下 翁块 啊 就是 这个 你 这个 移动 啊 它 刚才 发个 短信 给我发 短信 给 我 叫 什么 高清 通话
您好 兴 为您服务   哎 你好 我 想 问 一下 你们 这个 移动 有没有 跟 噢 那个 什么 呃 那个 什么 网站 网站 这里 说 有 什么 那个 圆通 的 时候 这 张卡 上网卡 上 或者 是 够 嗯 那个 通过 这种
您好 很 高兴 为您服务   唉 你好
您好 很 高兴 为您服务   唉 你好 我 上次 你们 现在 是不是 有个 新 业务 是 跟 我 这个 差不多 是 一百五十 八 二十分钟 然后 你 就 流量 多 了 就 多 了 几 g 的
您好 兴 您 服务   喂 你好 现在 有 什么 套餐 有 什么 划算 的 套餐
您好 很 高兴 为您服务   唉 你好 我 问 一下 现在 有没有 什么 比较 套餐 那个 划算 的 流量 套餐
您好 很 高兴 为您服务 您好   喂 你好 我 想 问 一下 就是 我 现在 这个 套餐 里面 有 一个 问题 我 刚才 查询 了 一下 我 本月 的
我 不是 问 你 对   您好 我 是 预处理 专席 代表 很 高兴 为您服务 你好
对   喂 你好
您好 高兴 为您服务   唉 你好 请问 一下 那个 套餐 嗯 流量 套餐 是 什么 套餐
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 嗯 这边 的 卡能 不能 包 那个 是 嗯 按 几 的 那个 包月 的 视频 啊
很 高兴 为您服务   哎 我 想 问 一下 到 那个 欧洲 三元 就 套餐 流量 或者 他们 那个 吗
公司 您好 兴 您 服务 您好   喂 你好 我 想 问 一下 那个 宽带 业务
您好 很 高兴 为您服务   你好
您好 很 高兴 为您服务   唉 你好 我 这边 问 一下 宽带 的 事
您好 很 高兴 为您服务 哎 你好 我 想 咨询 一下   呃 我 要 就是 那个 大洋洲 漫游 七天 加 五天 的 套餐 呢 我 的 问题 是 呃 我 如果说 一下 飞机 到 了 到 了 那个 新西兰 呢 呃 是 手机 会 帮 我 自己 选先 开始 七天 的 然后 再 开始 五天 的 还是 说 它
您好 兴 您 服务 哎 你好 我 想 就是 嗯 申请 一下 就是 那个 什么 家庭 至尊 什么 那个 什么 套餐 啊 然后 那个 刚才 那个 同事 帮 我 转过 来说 我 如果 是 要 预约 那个 宽带 要 跟 你们 这边 说 一下 是 吧   唉 是 的 首先 的话 它 套餐 有 要求 的 只有 要求 密码 地址 报 一下
您好 很 高兴 服务   你好 小姐 那个 我 那个 流量 已经 用 完 了 刚刚 用 完 了 现在 现在 有没有 优惠 的 流量
您好 很 高兴 为您服务   唉 你好 那个 我 看 你 你们 有 一个 活动 啊 积分 兑换 话费 啊
好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 那个 就是 我 在 那个 掌上 上面 看到 有时候 那个 现在 是 呃 流量 是 五十块 钱 四个 g 是 这样 啊
您好 很 高兴 为您服务   唉 喂 你好
您好 很 高兴 为您服务 唉   我想个 那个 什么 魔来 这个 服务 这是 什么 东西 然后 需要 收费 的 吗
您好 很 高兴 为您服务 多少   你好
您好 很 高兴 为您服务 您好   哎 你好 我 想 问 一下 就是 嗯 移动 就是 我 现在 套餐 我 想 换 一个 就是 那种 上网 不 限量 就是 流量 不 限量 有没有 吗
您好 很 高兴 为您服务   喂
您好 很 高兴 为您服务   喂 你好
您好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 就是 我们 这边 是 公司 嘛 然后 有 什么 东西 应该 是 每天 会 经常 去 外地 客户 外呼 电话 的话
您好 很 高兴 为您服务   嗯 小姐 你好 就是 我 想 问 一下 你们 这边 是不是 有装 那个 家庭 宽带 跟 企业 宽带 的 是 吧
您好 高兴 为您服务 您好   啊 喂 你好 就是 我 这个 手机 开 流量 了 我 想 再 开个 流量 你 哪个 套餐 比较 划算
您好 兴 您 服务 您好   唉 你好 你 帮 我 一个 手机 幺 五九 二 幺 九八 九七 零五
啊   您好 很 高兴 为您服务
您好 很 高兴 为您服务 喂 你好 你 现在 是 有 一个 是 在 原有 的 套餐 基础 上加 二十块 钱 那个 套餐 还有 啊 我 知道 您 说 什么 您 现在 是 五 十八块 的 加 二十块 呢 七十八 七十八 是 改到 一百 分钟 通话 加 两个 g 流量 还有 一个 活动 活动 还 能 再 送 两个 g 流量 唉 对 的 对 的 六月份 要 改卖 的 那个 现在 可以 改 吗 可以 改下 月 生效 您 现在 等 一下 是 五万 兆 就是 五十八 的 套餐 是 吧 对 呀 对 就是 这个 密码 你 那个 密码 知道 吧 恩 密码 我 不 知道 忘记 了 怎么办 掌上 营业厅 嗯 对 身份证 报 一下 就行 就是 五十块 钱 诶 身份证   身份证 呀 我 还 没 看到 嘞
您好 兴 您 服务   啊 您好 先生 哦 现在 就是 你们 家有 一个 那个 什么 十元 六个 国际 一下 呃 三个 g 的 是不是 啊 兆
您好 很 高兴 为您服务   你好 我 想 问 一下 这个 手机 上 有 八 六零 要 怎么 自己 晚上 的 流量 什么 意思 啊
您好 很 高兴 为您服务 喂 你好 哎 您好 请 讲   哎 我 想 问 一下 这个 手机 里面 有个 功能 不用 我 直接 就是说 高清 的 就 通话 高清 功能 的话 就 收费 的
高兴 您 服务   唉 你好 那个 我 想 咨询 一下 我 十一月份 的 话费 里面 有 一个 到 视频 流量 套餐 费 二十四块 钱 这个 我 不 太 明白 这 什么 东西 而且 没有 印象 订购 过 这个 东西
您好 很 高兴 为您服务 您好   唉 你好 哎 我 想 问 一下 就是 咱们 现在 有没有 就是 就 就 无限 流量 那个 套餐
吧 喂 你好 我 想 问 一下 我 今天 最后 一天 我 想 把 这个 套餐 改掉 应该 没有 捆绑 打   好 的 您 要 改成 什么样 的 套餐
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 呃 我 之前 我 这个 移动 有 一个 那个 易 充值 的 服务 就是 和 呃 银行卡 或者 支付宝 绑定 它 每月 自己 会 扣钱 我 想 问 一下 这个 服务 现在 还有 吗
您好 很 高兴 为您服务   喂 你好 昨天 不是 说 有 个 短信 嘛 说 是 什么 免费 那个 腾讯 什么 那个 那个 什么 三 三百 那个 那个 什么 流量 那个 流量 对 吧
您好 高兴 为您服务   喂 你好
您好 先生 您好   喂 你好 那个 你 这个 流量 有 什么 一个 之前 是 二十 二十二 十三块 的 是 一个 g 上 九点 多兆
您好 很 高兴 为您服务 唉 你好 先生   呃 我 那个 这边 有个 手机号码 我办 了 那个 呃 十八元 的 那个 电话 套餐 他 现在 你们 中国移动 十八元 是 最低 的 吗
您好 很 高兴 服务   哎 你好 我 想 问 一下 之前 我 收到 一条 短信 说 我 这个 手机 可以 升级 什么 他 黄华四 g 那个 他 说 是 每个 月 十块钱 多少 流量 和 多少 本地 流量 和 国内 流量 身份证 这个 东西
很 高兴 为您服务   唉 你 帮 我查 一下 现在 我 那个 我 想
您好 很 高兴 为您服务   还有 我 想 问 你 一下 什么 什么 叫 个人 通用 流量 包 啊 那 意思
服务 您好   哎 你好 我 想 问 一下 那个 呃 移动 的 宽带 是 一 百兆 的 光纤 是 吗 一个 一年 是 多少 年付 的话 是
您好 很 高兴 服务   哎 你好 我 想 问 一下 就是 呃 你们 发个 短消息 给 我 十块钱 可以 每个 月 增加 一个 g 的 流量 是 吧
好 的 您好 很 高兴 为您服务   喂 你好 哎 我 想 我 想 咨询 一下 现在 移动 的 有没有 什么 套餐 就是 连 宽带 的 那种 感
您好 很 高兴 为您服务   啊 你好 你好 我 想 这个 月 流量 不够 可以 说 有 什么 套餐 啊 就是 加 一块钱 的
高兴 为您服务 您好   你好 现在 上海 移动 是不是 有 一款 那个 八块钱 的 套餐 呢
您好 很 高兴 为您服务 您好 很 高兴 为您服务   七 四六 咱们 这边 我 看 那个 有 有 一个 那个 什么 本地 流量 就是 无限量 的 那个 那个 套餐 是 一百六十 八 一个月 对 吧
对 您好 很 高兴 为您服务   唉 你好 是 这样 的 我 你 帮 我查 一下 我 这个 手机号码 嗯 是 一个月 流量 是 多少 来 着
您好 很 高兴 为您服务   唉 你好 美女 呃 我 我 想 咨询 一下 啊 这个 一百三十八 的 套餐 他 有 流量 来 有没有 什么 流量 送 的 多点
喂   很 高兴 为您服务
您好 很 高兴 服务   你好 需要 咨询 一下 我 这个 手机 我订 的 那个 套餐 流量 的话 我 本来 自己 三天 多少 流量 啊 啊 还有 我 赠送 一个 办 了 一个 赠送 什么 那个 多少 另外 送 那个 流量
您好 很 高兴 为您服务   喂 你好
您好 很 高兴 为您服务   诶 您好 是 这样 的 我 我 想 问 一下 我 这个 手机 啊 这个 现在 套餐 不是 一百二十八 套餐 流量 好 吧 有没有 什么 套餐 流量 国内 流量 特别 多 了 因为 我 老 是 在 外地 恩
您好 很 高兴 为您服务   哎 你好 哎 你 是 集团 话费 的 对 吧
您好 很 高兴 为您服务 喂 你好 我   我 想 咨询 一下 自己 就是 现在 那个 幺 零零 八六 是不是 有 一个 那个 新 的 套餐 新 的 四 g 流量 对 吧 就是 管 流量
您好 很 高兴 服务 喂 你好 我 想 问 一下 现在 这个 流量 是 有 怎么 算 的   流量 对 吧
您好 很 高兴 为您服务   唉 小姐
您好 兴 为您服务 喂 你好   请 说
您好 很 高兴 为您服务   啊 喂 你好 是 这样 的 我 想 问 一下 现在 有 什么 流量 套餐 是 比较 优惠 的 我 想 换 流量 套餐
不是   您好 很 高兴 为您服务
您好 很 高兴 服务   哎 我 想 咨询 一下 我 这个 手机号 这个 到 今年 的 几月份 到期 啊 这个 一年 的
高兴 您 服务 宽带 唉 你好 我 那个 宽带 啊 怎么弄 自觉   这边 您 是 什么 套餐
您好 很 高兴 为您服务   唉 你好 呃 我 想 问 一下 现在 套餐 两百块 钱 左右 的 还有 什么 比较 好 呀 给 我 这个 我 感觉 不够 用 啊
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 呃 那个 三十 八块钱 的 套餐 里面 有 什么
好 很 高兴 服务   没有 我 想 问 一下 我 那个 每个 月 好像 流量 的 还 差不多 就是 那个 话费 好像 那个 五百 分钟 一百 五百 分钟 是 吧
