一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下   请问 好好 静安区 金 山路   十七号 省军区 第六 感觉 吗 稍等一下 七
您好 很 高兴 为您服务   噢 叫 什么 我 问 一下 我 是 幺 三九 幺 七 零零 的 用户 对 吧   唉   我 这个 流量 每个 月 现在 二十四 啊 就是 一千 二十四 其他 说 晚上 用 的
您好 很 高兴 服务 哎 我 想 问 一下 就是 我 明天 要 去 那个 外地 就是 我 现在 这个 套餐 我 如果 去 外地 的话 这种 流量 什么 接触 过 弯 呃 没有 就是 国内 的   国内 中国 大陆 到 哪里 都 一样 呀 全国 接听 免费打 国内 电话 一毛 九 一分钟 跟 在 上海 一样   就是 我 没有 什么 更 在 上海 不 一样 的 消费 是 吧 什么 漫游 什么 这种 什么 的   没有 漫游费
您好 兴 您 服务 您好   喂 你好 您好 那个 我 想 咨询 一下 就是 在 那个 上海 的 掌上 营业厅 的 app 上 有 一个 校园 这 张卡 是 吗 对 我 想 问 一下 就是 这个 卡是 怎样 的 一个 套餐   好 吧 目前 看 一下 请 稍等一下 那么 按照 目前 的话 它 是 在 活动 期间 之内 呢 就是说 您 通过 我们 的 指定 的 这个 渠道 然后 参加 这个 上面 先生 专享 一个 另外 一个 金额 呃 然后 以 以后 一个 号码 活动 是 免费送 然后 在线 的话 您 可以 选择 这个 幺 八八 的 这个 号段 就是 他 限量 这个 公寓 然后 之后 的话 拿到 卡 之后 进行 实名制 登记 好 之后 就 可以 进行 参加 这个 活动 然后 获赠 一个 价值 三千元 这个 信息 礼包 那么 按照 目前 的话 我们 这边 它 只是 限制 年龄 是 在 十六点 二 十四周岁 的 客户 参加   只有 到 二十周岁 那 那个 每个 月 流量 是 多少
高兴 为您服务   唉 你好 你 帮 我 查询 一下 我 这个 里面 有 有 一个 什么 早晚 高峰 什么 流量 包 啊 十块钱 的 是 什么 东西 啊   十块钱 一个 g 就是 上午 七到 十点 晚上 五点 到 八点 使用 的 流量 在 上海 用 的 每月 扣 十块钱 给 您 一个 g   一个 g 啊 帮 我 取消 掉 吧
您好 很 高兴 为您服务   唉 你好 是 这 样子 噢 我 收到 我 看 有 上面 你们 现在 好像 有 新 的 套餐 了 是 吧   对 我 没有 新寸   可以 开卡 银行 这 是不是 我 这 流量 是 吧
您好 很 高兴 为您服务   唉 喂 你好 就是 我 想 问 一下 之前 开 过 一个 六十元 六 g 的 那个 办法 办 的 套餐 然后   半年 包 流量 套餐   就是 六十块 钱 六个 g 用 半年 嗯 嗯
为您服务   喂 你好 我 想 问 一下 就是 你 那个 咪咕 那个 不是 有 二 二十四 二十四点 的 套餐 的 是 吧   咪咕 什么 二十四 你 说 那个 咪咕 视频 流量 吗   唉 对
您好 很 高兴 服务 喂 你好 哎 我 想 了解 一下 现在 那个 移动 的 收费 标准 有没有 一个 就是 月租 八十八 的 那个 嗯 两个 g 的 流量 免费 通话 五百 分钟 的 有 有 这个 套餐 吗 没有 的   对 那 我 从 五十分钟 通话 两个 g 的 流量 八十八 一个月   呃 五十分钟 通话 两个 g 八十八 一个月 是 吧 噢 那 可能 是 说错 了 不是 那个 那 应该 是 这个 这 一种 的 八十八 一个月 五十分钟 免费 通话 两个 g 的 流量 接听 全免 然后 拨 拨打 是 一毛 九 吗   对
节日 好 很 高兴 为您服务   喂 你好 我 想 问 一下 我 这 我 这边 是 华新 镇 的 坚强 村 这边 的 宽带 我们 这边 的 宽带 是 移动 的 宽带 是 付款 是 现在 多少 兆 的   你 把 这边 详细 的 门牌 地址 东西 啊 我 帮 您 查 一下   呃 是 华新 镇娟 长春
为您服务   哎 你好 我 想 咨询 一下 我 现在 如果说 嗯 加 那个 流量 加油 包 啊 现在 还有 什么 呃 那 能加 吧   嗯 嗯 好 的 这个 月 大概 还 需要 多少 流量   呃 大概 那有 有 几个 档次 比如说 没有
好 很 高兴 服务 喂 你好 就是 我 刚刚 收到 一个 短信息 就是 我 呃 就是 不 换卡 就 能够 增加 一个 副 号码 我 想 这个 是 什么 意思 就是 和 多 号 一个 姓名 号   一个 十块钱 一个月 对 与 复杂 你 主卡 当中 就 一个 卡有 两个 号 那 其中 有 一个 师傅 呃续 一号   那 我 那个 呃 就是 我 想 问 一下 就是说 我 没有 呃 我 没有 插卡 的 手机 也 能 用 吗 还是 说 是 只能 在 我 插卡 的 这 手机 里面 用   钱 在 他 他 这个 手机 上用
您好 很 高兴 服务   你好 呃   手机号   是 移动 有 一个 就是 可以 赠送 查 我 的 那个 流量 送给 其他 号 有的是 吧
您好 很 高兴 为您服务   啊 我 想 问 一下 就是 什么 申请 一个 八十八 的 月 月租 一个月 的 流量 是 多少 了   八十八 的 月租 我们 现在 八十八 元 套餐 的话 有 四 g 飞享 它 里面 有 两百 二十分钟 七百 兆 流量 还有 一种 是 就是 流量 多 的 打电话 分钟 数少 的 那种   噢
您好 很 高兴 为 您们   你 把 我 这个 月 的 开 了 就 叫 我 流量   您 要 开 什么 流量   就是 这个 这个 月 用 的 吧
您好 很 高兴 为您服务 唉 你好 呃 您好 就 就 在 那个 手机 把 那个 移动 看到 新版 那个 流量 八块钱 一个月 那个 是 多少 个 g 啊 五十个 g 吗   什么 业务 啊   就是 那个 行新 的 呢 流量 至尊 包   平板 好 知道 什么 等 一下 新版 流量 至尊 包 就是 一个 业务 它 有 办理 条件 办理 条件 是 这个 号码 还办 不了 因为 已经 不 符合 这个 话 这个 号码 条件 是 不能 有 签约 的 活动 您 有 一个 最低 消费 的 活动 有 这个 暂时 办 不了 的
您好 很 高兴 为您服务   喂 你好 就是 我 想 问 一下 今天 那个 幺 零零 八 六发 了 一个 就 说 我 已经 开通 那个 叫 它 这个 是 英文字母 的 时候 al 一批 装 自动 开通 了 他 说 它 是 免费送 她 这个 意思 说 是 用 打电话 的 是 呃 数据 流量 还是 就 用 用 那个 微信 打电话   打电话 不是 微信 不是 qq 嗯   这个 就 这个 就 这个 的 是 就是 这个 是 打电话 或者 就 打电话 是 那个 视频 的 那个 流量 是 吧
您好 很 高兴 为您服务 您好   我 想 问 一下 这个 我 就是 这个 包月 的 这个 流量 啊 用 完 了 你们 有 什么 优惠 元 可以 我 嗯 行 唉 也 可以 用 了   您 要 临时性 用 还是 说 是 以后 每个 月 都 要 用   呃 不是 每个 月 都 要 用
挂机 您 拨打 的 电话 您好 可以 听到 吗   哎 你好 请 讲 哎 你好 我 想 哎 你好 我 想 问 一下 就是 流量 安心 包 的话 是不是 只 十块钱 一 百兆   安心 包 就是 一个 基本功能 呃 套餐 以外 的话 如果 超出 的话 按照 十元 一 百兆 六十块 钱 给 计算 的 不用 是 不 收费 的   呃 就是说 那个 安心 包 这个 一 百兆 十块钱 对 吧
您好 很 高兴 为您服务   喂 你好   您好 有 什么 可以 帮 您   哎 我 想 问 一下 那个 有 什么 套餐 可以 让 我 换 了 吧 我 想 把 我 现在 这个 套餐 换掉
好 很 高兴 为您服务   我 想 问 一下 有 什么 好 的 那种 流量 流量 套餐 吗   流量 套餐 您 现在 这个 这个 就 可以 啊 应该 是 五十八 的 飞享 套餐 然后 加 了 一个 二十块 钱任 我 翻 的 活动 有 一点 五 g   我 就 不够 用 公司 有个 在 更好 了
您好 很 高兴 为您服务   唉 你好 那个 我 想 问 一下 我 现在 的 流量 额度 可以 提高 啊 流量 额度 量用 额度 什么 我 是 那个   就是 改 一下 流量 包是 吧 可以 啊 可以 听到 您 要 知道 多少 现在 是 五百 兆 现在 明明 打有 七百 兆 还有 一个 g   一百 一个七十 包月 是 多少 啊 嗯 通话时间 五十分钟 一个 g 流量 的话 是 六十八 的
很 高兴 为您服务   唉 你好 那个 我 那个 在 你们 网站 上 看到 有 一个 就 他 这个 四 g 套餐 有 预付费 和 后付费 的 这 两个 有 什么 区别   噢 预付费 的话 就是 以 充值 方式 付费 的 后费 就 先用 然后 再付 的 先先 我 这边 看 您 原来 号码 是 新 扣费 啊 意思 也 就 跟 您 原来 为什么 一个 有 充值 付费 的 呀 扣费 您 自己 长途 故障 形式 来 对 的   可以 什么
您好 很 高兴 为您服务 呃 我 看   唉 喂 呃 我 我 看 你们 就是 话费 那个 账单 里面 有 一个 五元 呃 流量 是 显示 是 什么   呃 五元 的 流量 可选包 吗   对 对 对 对 对 唉 就是
您好 很 高兴 为您服务   嗯 嗯 唉 你好 我 我 想 问 最低 现在 给 我 哪些 套餐   您 现在 这个 号码 是 有 哪些 套餐 是 吧   呃 我 输入 这个 号码 就是 发票 什么 月租 都 是 打电话 过来 两毛 五一 分钟 就 直接 打电话 有点 特殊 了
您好 很 高兴 为您服务   额 你好 那个 我报 一下 手机号 呃 我 就是 收到 短信 说 我 的 流量 呃 呃 剩 的 不 多 了 我 想 问 一下 可以 因为 还有 半个 月 时间 吗 可以 买 一些 什么样 的 流量 其实 那 是 够 的 然后 我 之前 呢 也 收到 大 客户经理 给 我 的 一个 电话 说 呃 好像 每个 月 还有 送 流量 的 呃 当时 也 没 操作   这个 号码 对 吧   对 的 幺 三八 零 幺 七 三 七八 零二
为您服务   喂 你好 我 是 解决 完 了 唉 喂 你好 我 是 这样 的 这 我 我 就是 这个 手机 的 机主 我 想 问 一下 因为 我们 这里 办理 一个 集团 套餐 然后 呢 我 听 我 同事 再说 我们 下个月 就是 我们 这个 集团 套餐 可以 升级 为 五 g 了 是不是   五 g 的话 是 您 手机 要 改 那个 四 g 自选 套餐 要 做 一下 升级 的 升级 的话 参加 那些 四 g 推出 来 的 超 g 大 狂欢 活动 然后 他会 赠送 相应 的 流量   这个 需要 额外 再 增加 什么 费用 吗
您好 很 高兴 为您服务   唉 你好 是 这 样子 的 我查 一下 我 上个月 的 那个 话费 吗 有 有 两个 那个 事项 我 不是 很 明白   嗯   噢 就是 它 上面 有 显示 一个 视频 流量 套餐 费 二十四 元 那个 是 什么 东西 啊
您好 很 高兴 为您服务   呃 请 帮 我 看 一下 有 什么 套餐 比较 划算 的 多一点 流量 啊   嗯 套餐 您 现在 的话 是 一个 五十块 钱 四 g 流量 卡 您 要 什么 需要 什么样 的 套餐   噢 行 我 需要 现在 就是 开 一点 流量 嘛 你 看 哪个 比较 合适 吗
服务   唉 你好 请问 一下 就是 我 的 流量 套餐 里面 有 一个 视频 本地 流量 是 什么 意思 啊   就是说 下 一个 软件 这个 软件 咪咕 视频 从咪咕 视频 进去 看 视频 可以 抵扣 的 每月 三个 g 送 的 送到 一 八年 六月份   噢 绑定 使用 那 国内 夜间 流量 是 什么
很 高兴 为您服务   哎 你好 我 想 问 一下 我选 一个 套餐 有没有 那个 流量 多一点 的   流量 多一点 你 要 不 选择 五十块 套餐 现在 流量 两个 g 打电话 两毛 一分钟   打电话 两毛
您好 很 高兴 为您服务   呃 不好意思 我充   我 想 请问 一下 有 什么 十块 打电话 的 那种 业务 好 的 打电话 的 您 现在 是 八十八 两百 二十分钟 七百 兆 流量 啊   呃 我 现在 只 需要
您好 很 高兴 为您服务   唉 你好 啊 我 那个 我 想 问 一下 呃 我 想 换个 套餐 能 帮 我 看 一下 吧   可以 打电话 你 要是 流量 多一点 还是 什么   流量 多一点 啊
您好 很 高兴 为您服务   唉 你好 那个 帮 我查 一下 我 这个 手机 套餐 是 什么   嗯 是 五十八 的 自选 套餐 十八 的 是 二百 二十分钟 和 一 百兆 流量   呃 那个 帮 我 改 一下 可以 吗
您好 感谢您 的 来电 才能   您好 上海 移动 客服 代表 工号 幺 零六 五九 唉 你好   喂 你好 帮 我查 一下 我 现在 这个 上海 手机号 就是 用 的 是 吧 耳朵 的 套餐   您 这个 手机号码 的话 用 的 是 九十 八块钱 月租费 套餐
很 高兴 为您服务   我 想 问 一下 这个 呃 有没有 移动 的 这个 套餐 有没有 不 限 流量 的   不 限 流量 的 没有 都 是 有 流量 限制 呢 嗯 没有 封顶 的   都 有 封顶 的
为您服务   嗯 您好 那个 小姐 呃 我 想 问 一下 啊 就是 比如说 我 短消息 方式 去 对方 接收 到 有没有 类似 这种 他 收到 或者 点 开始 就 回执 服务   或者 的话 是 手机 上面 本身 自带 一些 功能 像 有些 上下 您 手机 上 都 有 那 不是 我们 这边 开通 的   拨打 是 一千六
您好 很 高兴 为您服务   喂 你好 你好 我 想 问 一下 现在 我 的 这个 移动 卡 不 在 我 在 本地 在 外地 可以 流量 省内 流量   它   呃 办 那个 视频 吧
您好 很 高兴 为您服务   哎 你好 我 想 咨询 一下 现在 国内 拨打 加拿大 电话 都   加拿大 电话 是 吧 请 稍等一下 噢 您好 先生 感谢您 的 耐心 等待 那 我 这边 帮 您 看 了 一下 就 现在 拨打 加拿大 的话 您 就是 直接 拨打 直接 拨打 的话 他 按照 这个 四毛 九 每分钟 来 计算   啊 一毛 九
您好 很 高兴 为您服务   唉 你好 先生 因为 我 想 我 想 咨询 一下 这个 宽带 是 这么 多 呢   宽带 是 吧 嗯 我们 最低 二十 兆 最高 两 百兆 您 是 什么 地方 要装 呢 我 帮 您 看 一下 这种 情况   呃 玉龙 家园 就是 浦东新区 这边 浦东新区 开 幸福 路康 南路 那边
您好 很 高兴 为您服务   呃 喂 你好 那个 你 能 帮 我查 一下 我 上次 收到 一条 短信 啊 就是说 呃 十块钱 可以 办理 那个 十 g 的 本 呃 本地 流量   我 想想   啊
你好   您好 很 高兴 为您服务 您好   唉 你好 我 这边 那个 有个 流量 这个 想 续加 一些 是 有 什么 优惠 的 吗 比如说 比较 合算 一点 的 我 想 收到 你们 这个 短信 说 什么 三十 三十元 好像 有 多少 个 g 的 那个 那个 就是 套餐 有 吗   那 那个 是 在 套餐 基础 上 叠加 的 然后 那个 是 本地 流量 您 要 临时 加 的话 是 三十块 一 千兆 的 您 要 办 吗 三十块 一 千兆
很 高兴 为您服务   我 问 一下 那个 流量 今天 最后 一天 不够 了 一 九块 钱 的 流量 对 吧   嗯 嗯 九块 钱 的 没有 给 那个 就是 对 您 有 那个 二 您 是 在 上海 用 还是 在 外地 用   上海
您好 很 高兴 为您服务   喂 你好 我 想 请问 一下 这个 我 想 那个 改卡 套餐 改变 最低 消费 多少 钱 呢   最低 消费 十八块 钱 一个月 是 吧   可以 返还 十八块 钱 一个月 的 对 吧
您好 兴 为您服务   你好 我 想 问 一下 就是 我 刚才 下载 其他 的   稍 等 您 好像 什么 不好意思   我 是 我 刚 下载 的 那个 移动 掌上 营业厅 然后 想 有 一个 任 我享 的 那个 流量 包嘛 它 是 六十元 六十元 六期 还有 个 六十元 十二 g 我 想 知道 这 两个 有 什么 区别 吗
您好 很 高兴 为您服务   啊 你 你好 我想 换个 套餐 啊 我 的 流量 够 你 给 我 介绍 一下 好 吧   您 通话 够 吗 了 就是 流量 不够 吗   我 通话 不够 的 呃 流量 不够
您好 请 讲   喂 现在 有 哪些 要 不 套餐   什么 套餐 不好意思 麻烦 您 重复 一遍   现在 我 想 买 流量 呢 流量 你 给 我 介绍 一下 哪个 流量 用 我 我 用 的 划算
您好 很 高兴 为您服务   你好 嗯 我 想 问 一下 就是 我 那个 想 装 那个 看电视 跟 宽带 同时   能 用   这种 套餐 你们 这里 有 吗
您好 很 高兴 服务   唉 你好 你 帮 我 看 下 我 这个 手机 前两天 就 接到 你们 一个 电话 说 帮 我 更改 的 那个 套餐 我 想 问 一下 现在 这个 套餐 是 什么 情况 你 帮 我 看 一 下下个月 改 的 是 一百一十 八 套餐   是 收 您 五百 分钟 通话 五百 兆 流量 呢   一百一十 八二三 要 要不然 他 不是 说 还是 a 他 说 升级 不 加价 我 本来 是 八十八 加 十块 九十八 这边 是 要 要 办 的话 它 收费 还是 按照 九十八 周 吗
您好 兴 您 服务 您好   喂 你好 我 想 问 一下 现在 有 什么 流量 套餐 吗   就 这个 月 嗯 是 以后 都 要 多一点 呢 还是 说 只是 这个 月 临时 加一点   呃 多一点 呢
您好 兴 您 服务 您好   唉 先生 你好 啊   你好   我 发现 你们 那个 刚才 有 一个 新
您好 很 高兴 服务   唉 你好   你好   啊 我 想 问 一下 我 那个 手 我 这个 手机 的 套餐 现在 有 什么 内容 啊
您好 很 高兴 为您服务   呃 我 想 问 一下 就是 那个 有 一个 那个 什么 二十块 钱 一个月 的 那个 流量 嗯 看看 电视 的 那个 软件 那 是 什么 套餐 呀   那 是 任 我 看 视频 流量 包   嗯 对 然后 还有 说 什么 享受 三个 月 嗯 嗯 零元 什么 意思 啊
您好 很 高兴 为您服务   喂 你好 我 想 查询 就是 我 现在 周要 去 美国 嘛 然后 这边 有没有 这个 美国 可以 无限量 的 流量 的 那种   呃 它 是 这样 先生 到 美国 去 您 要 开通 就是 到 国外 还要 到 然后 他 就要 开通 国际 港澳台 漫游 然后 他 给 我 同一 国家 资费 情况 不要 有些 国家 有 那个 呃 流量 收费 封顶 的 就 比如说 您 到 美国 去 美国 是 开通 国际漫游 之后 这 三块 钱包 三兆 每天 封顶 金额 是 三十元 就 一天 最 多只 收 您 三十 流量 是 无限量 的 然后 的话 它 另外 如果 您 说 每天 都 用分 分钟 流量 你 到时候 可以 另外 办 一个 呃 美美 北美 多 国 流量 包 还有 七十八 块 钱包 三天 一百二十八 包 五天 一百六十 八包 七天 的 这 是 另外 办 了 那 您 看 一下 是不是 要 先 开通 国际漫游 然后 你 在 那个 工 那个 北美 多 国 流量 包 的话 你 要 看 他 你们 才 办   你 刚才 说 那个 三十块 钱 已经 是 无限量 了 吗
您好 很 高兴 为您服务   唉 你好 呃 你好 客服 那个 我想 本机 再 加一点 流量 从 帮 我 看 一下 我 还 能加 什么 的   嗯 嗯 就是 这个 月 的话 加 呃 大概 还 需要 多少 呀 有 七十 兆 的 还有 一百多 兆 的 两 百兆 的 两百多 兆 七百 兆 的   四百 兆 多少 钱 呢
您好 很 高兴 为您服务   哎 我 想 问 一下 我 流量 嗯 不够 现在 有 什么 好 的   呃 当月 的话 您 可以 呃 您 已经 加 过 一个二十 一点 五 g 的 呃 然后 之后 就 只能 在 按天 折算 的 流量 可选包 了   多少
好 很 高兴 为您服务 唉 你好   哎 你好 我 想 咨询 一下 这个 宽带 业务   是 说 想要 办过 移动 宽带 吗 还是 已经 办好 移动 宽带 了   还 没办
您好 兴 为您服务   喂 移动 我 现在 流量 不够 有 什么 套餐 有 什么 优惠 的 开梅 增加 流量   呃 是 当月 使用 了 吗 还是 下 月 开始 使用 呢   我 当月 使用
很 高兴 为您服务   噢 你好 我 想 咨询 一下 那个 八元 套餐 的 费用 啊   帮 您 说 的 是 哪里 办 的 套餐   呃 就是 移动 的 八元 最低 套餐 吗
高兴 为您服务   唉 你好 呃 我 想 那个 转 一下 那个 更换 过 一下 那个 流量 套餐 啊 呃 那个 五十元 两 g 的   五十元 两 g 那 您 要 换 月租 的 了 您 要 把 您 十六元 的 套餐 取消 掉   啊 这个 是 月租 吗 对
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 收到 呃 什么 百兆 宽带 境外 加 的 这个 活动 通知 啊 我 想 问 一下 宽带 那种   过来 帮 您 转接 到 宽带 专席 您 问 一下   好 吗 好 的 好 的 好 您 稍 等 不要 挂机 为了
您好 很 高兴 为您服务   唉 喂 你好 我 想 问 一下 就是 咨询 一下 咱们 这边 有 什么 就是 呃 国内 流量   套餐 的   国内 流量 套餐 吗 对 对 比如说 就是 在 外地 吗 然后 我要 出去 出 出去 几天 然后 就是 想 问 一下 有 什么 套餐 呢
您好 兴 为您服务 您好   喂 你好   您好   没事 麻烦 大 一点 好 吧 谢谢 你
卡放 家里 找 找 毛病 用 身份证 名下 二十 喂 你好   您好 您 说   您好 您好 您 说 是 这样 的 你们 移动 公司 开个 小 王卡 那个 呃 那个 小小 小模 卡 是 怎么 推出 的 呢 编辑 只想 办 这个 小卡 的 套餐 是 吗 就是说 我 我 以前 也 是 移动用户   我 也 是 移动用户
您好 兴 您 服务 您好   喂 你好 我 想 问 一下 我 这个 月 我 看到 有 一个 什么 视频 流量 包扣 了 我 十块钱 的 是 什么 我 都 没 办过   请 稍等一下 呃 噢 那 目前 的话 您 这边 订 的 是 那个 腾讯 视频 达到 三十个 g 的   是 什么
您好 请 讲   唉 你好 先生 我 想 问 一下 现在 我 这个 套餐 还要 更改 吗   套餐 更改   对 的
您好 很 高兴 为您服务   唉 你好   您好   噢 我 想 问 一下 这边 就是 上海 这边 是不是 有 一个 那个 送 流量 的 一个 套餐 啊
您好 很 高兴 为您服务   唉 先生 你好 唉 是 这样 的 就是 呃 就是 这个 情况 就是 我 想 问 一下 这个 套餐 现在 是 享受 一个 什么样 的 一个 资费 服务 就是 他 什么 套餐 因为 可能 要换 四 g 套餐 吗 先 了解 一下 目前 的 什么 套餐 情况 你 这边 可以 短信 给 我 或者 是 哎 先 跟 我 说 一下   这个 来电 的 号码 套餐 对 吧 我 看 一下 啊 对 对 对 对 对 对 对 这个 来电 号码 是 这样 的 小姐 您 现在 用 的 是 那个 集团 优惠 比较 套餐 基本 月租 是 三十块 钱   噢 三十块 钱 里面 包含 什么 东西 呢
您好 很 高兴 为您服务 哎 你好 我 想 问 一下 我 这个 手机 上面 现在 用 的 那个 套餐 有 哪 哪些   您 是 一个 十八元 的 四 g 飞享 套餐 包含 一 百兆 的 流量 打电话 一毛 九 一分钟 接听 免费   噢 就 这么 多 是 吗   在 系统 的
您好 很 高兴 为您服务   啊 小姐   唉 您 说   呃 我 想 问 一下 我 这个 手机 在 上海 用 吗 我 我 是 姓朱 在 国外 的 我 想 带到 外国 去 因为 我 这个 手机 经常 要 收收 银行 的 那个 就是 什么 任正 号码 什么 的 那 怎么办 啊
高兴 您 服务   呃 我 想 问 一下 这个 嗯 套餐 是不是 有 一个 四十八 号 的 是 吧   十八块 吗   四十八 块
您好 很 高兴 为您服务   喂 你好 我 就是 这个 卡办 那个 流量 有没有 那个 流量 加油 包 什么 东西 的   流量 当月 使用 了 对 吧   啊
您好 很 高兴 为您服务   喂 你好 这个 呃 我 刚才 收到 一个 短信   对   嗯 说 我 在 什么 国际漫游 啊 然后 漫游 到 十月 十号 结 结束 我 不 懂 什么 意思
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 然后 那个 套餐 里面 是 吧 有 一个 那个 流量 不 限量 可选包   那个 有 是 有 但是 用户 套餐 流量 需要 一百元 以上 套餐 才能   什么 意思 啊
您好 兴 为您服务 您好   喂 你好 喂 我 就 想 问 一下 我 的 手机 那个 昨天晚上 有个 信息 发来 是 说明 什么 免费 升级 的 那个   为 您 申请   啊
好 很 高兴 为您服务   唉 你好 我 昨天 有 到 营业厅 去 申请 这个 新 的 门 号 那 呃 因为 我 我 这个 月 是 十八块 的 方案 然后 下个月 它会 帮 我 回复 到 三 十八块 那 我 的 流量 刚才 信息 有 通知 已经 用 完 了 但是 我 还要 还要 在 上海 几天 那 我 想 请问 一下 有 什么 呃 是不是 是不是 我 这个 这个 月 呃 我 到 十一月 底 之前 我 的 流量 是不是 嗯 要 呃   这样 就是 您 的话 可以 是 申请 一个 免费 的 流量 就 发短信 北 诶 这 三个 发送到 幺 零零 八六 然后 根据 回复 给 您 的 短信 确认 一下 那 本月 可以 免费 领取 三个 g 的 上海 本地 流量 用到 本月 月底 就 只能 是 在 上海 用   你 说 免费
高兴 为您服务   喂   喂 你好   嗯 就是 这样 的 哎呀 我要 重新 说 一遍 然后 就是 我 现在 这个 月 的 那个 流量 不够 了 我 我 怎么办 怎么 讲 你们 几个 客服 你们 几个 客户 给 出来 呃 就是 客服 给 出来 的 结果 都 不 一样 的 呃 幺 三八 幺 三八 幺 七 三 幺 八 幺 五二
您好 很 高兴 为您服务   唉 你好 小姐 我 想 问 一下 啊 这个 那个 那个 自选 套餐 的话 是 八十八 元 里面 是 呃 烦 是 叫 什么 噢   二十八 元   嗯 嗯 八十八 元 套餐 是 一个月 还有 多少 什么
您好 很 高兴 为您服务   唉 你好 就是 想 我 现在 这个 手机 流量 老是 不够 用 我 想 看 还有 其他 的 套餐 有 哪些 我 怎么 查 呢   加 一个 流量 包 就是 二十元 加一点 五 g 的 您 可以 说 这个 包 二十四 二十元 一点 三个 g   就是
您好 很 高兴 为您服务   唉 你好 唉 我 想 请问 一下 现在 有没有 呃 一个 宽带 套餐 两个 是 连 上网 跟 那个 电视信号 都 有 的 这种 套餐   上网 和 电视信号 都 有 的话 是 这样 的 你 要 办 我们 小区 首先 我们 移动 的 光纤 宽带 如果 你 办个 五十 兆 以上 的 宽带 他会 送 你 一个 小盒子 就 像 魔 就 像 外面 的 小米 盒子 一样 如果 你 家里 有 电视机 这个 小米 盒子 可以 的 时间 安装 之后 就 可以 开心 电视 或者 电影频道 服务   噢 唉 那 我 如果 把 那个 小区 告诉 你 你 能 帮 我查 一下 吗 可以 安装 的 呀 我 想 申请 一下
很 高兴 为您服务   唉 我 问 你 问 一下 我 那个 假如 那个 手机 别人 的 手机 当中 上面 可以 吧 不够 不是 个人 家庭 看到 可以 了   别的 手机 什么   我 的 手机 打 个人 加 的 没 别人 的 手机 六 我 能 市面 可以 吧
您好 您好 很 高兴 为您服务   哎 你好 我 想 问 一下 呃 我 那个 手机 没有 漫游   您 这 手机号码   噢
您好 很 高兴 为您服务   你好 现在 我 还 可以 开 什么 流量 比较 便宜 一点   您 到 月底 还 需要 多少 兆 呢   呃 一百元 的 今年 啊 是 对 吧 还有 五天 大概 用 一个 g 的 流量 左右
您好 很 高兴 为您服务   喂 你好 我 想 问 一下 就是 有没有 那个 手机 流量 的 叠加 就是 可以 叠加 一个 我 需要 这个 月 增加 一下   就 当月 用 的 对 吧   对 对 对
很 高兴 为您服务   唉 你好 那个 请 帮 我查 一下 现在 宽带 有没有 什么   宽带   套餐 嗯
您好 很 高兴 很 高兴 为您服务   唉 我 就是 问 一下 那个 你们 是 呃 短信 过来 了 升级 那个 流量 就是 豪华版 四 g 套餐 了   升级 套餐 了 您 要 上网 就要 先到 下个月 生效 然后 它 有 送 流量 呢 比如说 那个   通话 功能 什么 意思 啊
为您服务   科技 助老 卡 还有 吗   科技 助老 卡对 吗 先生   公司
您好 兴 您 服务   喂 你好 我 想 问 一下 我 这个 号码 现在 用 的 那个 套餐 是 多少 的 呀   五十八 元 四 g 飞享 套餐   五十八 元 是 吧 那 我 想 问 一下 这个 五十八 元 以下 的 有 什么 套餐 能 给 我 推荐 一下 吗
您好 很 高兴 为您服务   唉 你好 问 一下 有没有 这个 那个 优惠 点 的 流量   优惠 流量   流量 就是 我 包包 套餐 那个 便宜 的 意思
您好 高兴 为您服务 您好   刚才 我 收到 一条 短消息 说 什么 那个 小模 卡 是 什么 东西   全 我 看 嗯 手机 短消息 上面   就是 想 问 什么 电视 零 七八
呃   您好 很 高兴 为您服务   诶 再见 对不起 啊 你好 啊 您好 不 客气 我 我 想 跟 你 请教 一些 东西 啊 嗯 嗯 你 就是 我 这个 卡 电话号码   噢
您好 很 高兴 服务   哎 我 想 问 一下 我 这个 月租费 八十 八块钱 套餐 它 每个 月 是 有 什么 功能 呢   八十八 的话 它 里面 是 二百 分钟 通话 七百 兆 流量 全国 接听 免费打 国内 电话 一毛 九 一分钟   你 说 是 两百 分钟 免费 的 对 吧 然后 流量 是 七百 兆 然后 呢 国际 一些 呃 叫 长途 是 一毛 九 一分钟 但是 它 这个 现在 它用 不了 我 想 把 这个 话 套餐 改 一下
为您服务 您好   呃 我 想 再 我 想 问 一下 前面 打 过 电话 的 啊 那个 宽带 的话 现在 不是 有个 幺 二 幺 二八 我 想 问 一下 你们 不是 有 一个 什么 魔力 电视 吗   魔板 唉 对 对 魔法 盒 那个   呃 想 问 一下 就是 如果 需要 这个 的话 呃 是 不能 办理
好 很 高兴 为 您   喂 你好   你好   但是 我 请问 你 一下 啊 他们 怎么 说 现在 有 这个 手机 可以 申请 一个 套餐 这个 申请 专门 申请 流量 的 对 吧
