你好 请 讲 其他   先生 嗯 请 讲   这边 帮 您 看 了 一下 有 收费 的 业务 套餐 费 一个月 八十八 然后 这边 有 一个 来电 提醒 一个月 三块 钱 然后 有 一个 彩铃 六块 彩印 三块 手机 阅读 六块 没有 其他 扣费 了   彩铃 六块钱 手机 阅读 六块 彩印 三块 这些 业务 要 取消 吗
你好   马上 帮 您 看 一下 您 这边 的话 有个 来电 提醒您 要 吗 一个月 收 您 三块 钱 还有 个 彩印 也 是 一个月 收 您 三块 钱   可以 那 我 这边 帮 您 登记 噢 我 这边 看 了 一下 因为 参加 活动 的 所以 说 我 都 没 到期 我们 这边 取消 不了   恩 那 您 看 一下 我 这边 稍 等 帮 您 预约 一下 噢 这样的话 我们 帮 您 报 后台 去 帮 您 申请 取消 嗯 嗯 恩 那 还有 什么 可以 帮 您 呢 然后
您好 请 说   您好   您 现在 是 我们 全家 统的 一个 四 g 套餐 一百八十 八块 有个 两块钱 的 来电 提醒 另外 您 这 之前 有 参加 一个 活动 赠送 了 一个七十 元 两 g 的 流量   这个 是 到 十二月 一号 到期 已经 帮 您 设定 好 自动 取消 了 其他 的 业务 就 没有 了
您好 请 讲   您 现在 这个 三十八 元 的 一百 分钟 通话 五百 兆 流量 跟 来电显示   还有 什么 帮 您 的 吗
您好 请 讲   嗯 给 您 看 一下 您好 有 的   好好 呃 不 客气 要 漫游 到 哪里 吗 这个 要 跟 您 介绍 一下 吗   噢 恩 好 那 您 如果 有 需要的话 再 来电 咨询 一下 还有 什么 可以 帮 您
嗯 嗯 您好 请 讲 您好   诶 我 这 里面 有开 我 前天 有开 一个 什么 套餐 啊   本 机 这个 号码 吗   我 帮 您 看 一下 您 稍 等 先生 你好 本 机 没有 看到 有 开通 的 记录 啊 您 在 哪里 开 的
您好 请 说   一个月 是 飞享 八元 的 套餐 一个月 八块钱   有 三十分钟 通话 来电显示   呃 对 啊
你好   现在 你 就是 用 了 一百三十 九 套餐 女士   呃 一百三十 九   其他 的 稍 等 对 啊 嗯 嗯 我 在 给 您 查询 稍等一下 嗯
您好 您 请 说   对   这个 七十块 钱 的 是 暂时 在 二零一 七年 的 一月 二号 的 时候 给 您 做 活动 也就是说 您 只要 每个 月 承诺 保底 七十块 钱 以上 套餐 那 我们 每个 月 呢 就 会 给 您 赠送 这个 七十 元 的 两 g 流量 先送 一年 的 时间 一年 之后 呢 会 自动 取消   嗯 他们 先 返还 再 扣费 的
噢 您 这边 稍 等 我 帮 您 看 一下 哈 噢 有 的 先生 已经 有开 国际漫游 了   有 有 开 那个 五天 的
您好 请 说   嗯   来电显示 有 送来 电 提醒 没有   好 麻烦 您 先 稍等一下 哎 来电 提醒 取消 是 马上 取消 马上 不能 用 的 没关系 是 吧
您好 请 说 您好   号码 现在 用 的 是 一个五十 八块钱 的 套餐   一百五十 分钟 一百五十 兆 的 流量 来电显示 功能   呃 对 是 的 来电显示 功能
您好 请 讲   我 肯定 对 是 的   对 对 五千 兆 在 福建省 用 的   可以 我 下个月 福建省 啊 整个 福建省 就 可以
您好 请 说   有人 的话 他 在 工 台上 的话 是 没有 信号 的   到 了 日本 的 时候 你 就 接收 到 日本 的 信号 到时候 可以 用 它们 当地 的 一些 网络   您 稍等一下 噢 是 日本 或者说 您 就是 国际漫游 的话 开通 国际漫游 功能 您 已经 开过 了 您 这 号码 的话 如果 去 日本 打电话 也 可以 打 就是 接听电话 是 九 毛 九 呃 不是 我 看 一下 日本 的 资费 你 等 一下
您好 高兴 为您服务   我 看 一下   来电显示 没有 开   呃 要
您好 请 讲   喂 你好 我   嗯 飞享 套餐   呃 它 这个 不算 套餐 啊 它 这个 是 算 基本 包 您 这 张卡 的 基本 月租 那种 就是说 您 改成 三十八 的 您 可以 把 它 改低 一点 像 十八 二十八 的 都 有
您好 请 说   您 现在 这个 号码 目前 没有 什么 活动 绑定 套餐 更改 都 可以 随意 变更 那些   对 没有 限制 噢 好 谢谢 哈 不 客气 还有 什么 可以 帮助 您
您好 请 讲 您好   好 请稍等 好 谢谢 嗯 不 客气 您好 您 这边 没有 开 什么游戏 啊 您 就 九块 钱 的 套餐 然后 有 一个 流量 的话 一天 就 扣 您 一块 一天 有 五百 兆 的 省内 流量   没 开 流量 就 不扣 不扣 一块钱 了 您 就 固定 套餐 费 九块   没有 别的 游戏
您好 高兴 您 服务   用 那个 手机号码 的 服务 密码 吗   手机号码 报给 我 一下 好 吗 啊 那 你 等 一下   哎 对
您好 很 高兴 为您服务   好 的 稍等一下 呃 帮 您 查 了 一下 是 办理 十八元 的 一个 套餐 还有 健康 课堂 每月 五元 其他 没有 什么 业务 了   好 的 立即 失效 啊   恩 不 客气 可以 了 还有 别的 可以 帮到 您 的 吗
你好 请 说   诶 您好   呃 这 张卡 是 十八元 的 一个 套餐   十八元 的 套餐 月租 十八 里面 送 通话 一百 分钟 本地 打 全国 电话 分钟 数
您好 请 说   我 帮 您 看 一下   呃 对 这个 月 上网 功能 关掉 了 下个月 又 打开   下个月 因为 您 这个 月 没有 流量 下个月 改 的 套餐 有 流量
您好 高兴 为您服务   消费 方面 的话 除了 三十八 套餐 之外 有个 宽带 的 活动 然后 来电显示 在 您 三十八 套餐 里面 有 送 就 不会 另外 收费 其他 的话 就 一个 彩铃 六块钱 目前 看 了 一下 一个 家庭网 暂时 没有 别的 女士   稍等一下 取消 的话 下个月 一号 失效 如果 个人 歌曲 也 会 取消 掉 好 吗   请稍等 给 您 发 过去 了
您好 很 高兴 为您服务   八十八 了   嗯 八十八 的   呃 对订 了 一个 五十元 的
嗯 哼 你好 您好 请 说   您 的 月租 是 五块 钱 的 每个 月 通话 保底 消费 十五块 钱   嗯 这个 月 账单 我查 了 一下 流量 扣费 扣 了 九十块 一毛 三   对 是 的 其他 都 是 通话费 用
您好 您 请 讲   你好   嗯 嗯 本机 这款 套餐 里面 的话 呢 是 没有 流量 的 然后 您 这个 之前 有 本月 有 赠送 到 一些 流量 两个 省内 的 一 g 流量 到 月底 为止   恩对 是 的
您好 请 讲   您 三十八 元 里面 五百 兆 国内 流量 可以 用 啊 您 现在 上 网上 不了 是 吗   手机 关闭 但是   开 了 四 g 还是 不能 用
你好   就 哎   去 问 这个 本 机号码 没有 开通 宽带 是 吗   那 没关系 我 这边 帮 您 转接 宽带 专家 让 他 帮 您 处理 一下 您 宽带 的 问题 哦 哦 那 您 电话 别 挂机 帮 您 转接
您好 请 说   好 的 您 现在 是 九十九 套餐 那 里面 是 全国 通话 两百 二十分钟 七百 兆 流量 跟 宽带   对   对
您好 很 高兴 为您服务   帮 我 全部 扣掉 啊 二十四块 钱 有 一个 是 爱奇艺 的 二十四块 钱 的 流量 包 您 这边 帮 您 查看 在 十月 十八号 的 时候 申请 今天 申请 了 一个 二十四块 钱 的 二 g 流量 包有 三十个 g 的 定向 流量 可以 在 爱奇艺 这个 网站 上 在线播放 视频 的 时候 用   那 我 这边 帮 您 登记 下个月 取消 掉 好 吗   这个 您 刚才 有 没 在 手机 营业厅 上 办理 的 或者 是 你们 在 埃及 一下 就是 看 的 时候 有 点播 办理 的
您好 请 讲   呃 没有 五十元 的 是 订 的 是 三十块 钱 的 五百 兆 这个 是 做 活动 的 那 我 现在 这边 给 您 查看 了 一下 呢 这个 活动 呢 是 到 就是 下个月 它 就 会 自动 关 了 就是 您 自己 另外 购买 的 就 直 充包 您 除了 三十八 套餐 之外 没有 其他 的 那个 业务 啊   对 您 就 一个 三十八 套餐   诶 好 还有 什么 可以 帮到 您
您好 什么 可以 帮 您   因为 套餐 是 最低 的 八块钱 的 套餐 嗯 它 有   帮 您 看 了 一下 流量 的话 没有 位 客户 这个 手机 没有 办理 流量 它 只是 这个 月 的话 有办 了 一个 是 一 g 的 二十四 小时 流量 包 十五块 钱 然后 有效期 的话 到 明天 早上 的 十点五 十三分 截止 因为 那个 那 这个   请稍等 帮 您 查看 一下 可以 啊 可以 变更 到 十八块 钱 的
您好 请 讲   稍等一下 我 帮 您 查询 一下   查询 本机 您 现在 正在 用 的 是 十八元 的 基本 套餐 两块 的 来电 提醒 呃 然后 呢   还有 一个 五块 钱 的 一 短信 天地 还有 一个 二十元 的 是 讯 中国 其他 没有 了
下午 好 您 说   您好   我 看 一下 是 的 有 开通 一个 校 讯通 加包   好 的 帮 您 取消 下个月 没有 了
您好 请 讲   呃 先生 您 这 是 无线 通 的 一个 基本 套餐 您 这个 套餐 的话 就是 一个 无线 通 的 一个 基本 套餐 这个 名称 而已 就 您 的 月租费 的话 一个月 是 五块 钱 然后 要求 您 每个 月 通话 保底 消费 十块钱   嗯 对 月租费 五块 钱 然后 再 其他 县 这边 打 本地 移动电话 两千 分钟   对 要求 你 每个 月 打电话 打 十块 那 来电显示 的话 是 三块 钱
嗯 好   情况   啊 嗯   噢 那个 是 一百 分钟 一 百兆 流量
谢谢 啊 您好 请 讲   诶 好 稍 等 我 查询 一下 噢 嗯 嗯 就 一个 八块钱 的 套餐 噢 其他 没有   嗯 上个月 消费 三十几 是因为 她 这边 除了 基础 套餐 有 点播 到 一些 业务 吗 扣掉 以及 打电话 超出 的 费用 啊 这 样子 噢 那 一号 到 现在 的话 这个 月 就 扣 八块钱 没有 产生 其他费用 的   关掉 了 订 都 取消
诶 您好   诶 您好   好 没 问题 您 稍 等 我 帮 您 查 呃 本身 套餐 是 五十八 的 啊 一百五十 分钟 一百五十 兆 额外 是 嗯 这些 动漫 的 还有 视频 的 这个 给 您 关掉 吧 好 吗   那个 是 之前 参加 活动 订购 的 呀
您好 请 讲   嗯   基础 套餐 是 吗 可以 我 给 您 看 一下 稍 等 嗯 您 的 基础 套餐 现在 是 十二块 钱 的 月租   合约 吗 我 看 一下
您好 请 讲   好 的 您 稍等一下 噢 这么   已经 关掉 了 上网 功能 关掉 了   好 的 好 的 我 帮 您 转 语音 您 输入 下 业务 密码 吧 我 帮 您 打开 好 吗
有 什么 可以 帮 您   您好 请 说   请稍等 帮 您 查看 一下 这个 月 主要 是 自己 套餐 费 以外 还 有些 宽带 的 安装 费用 啊 然后 就 没有 其他 的 了   这个 月 上网 流量 是 吗
嗯 嗯 您好 请 说   好 的 这个 号码 需要 付费 的 一个 是 每个 月 九块 钱 的 月租 除了 月租 收费 以外 的话 还有 一个 是 来电 提醒 三块 一个月 以及 是 有 一个 当时 有 一个 是 买 卡 的 时候 赠送 一个 彩印 跟 咪 咕 音乐 彩铃 功能 这 两个 服务 他 是 买 卡 给 您 赠送 使用 三个 月 除了 这些 以外 的话 这个 月 还有 赠送 一个 两 g 流量 包 下个月 会 自动 关闭 其他 没有 那 就   而且 在 这 三个 月 的 费用 都 是 我们 公司 帮 您 付 不用 您 付费 吗
嗯 嗯 早上好 您 说   呃 五十 套餐 啊 来电 提醒 还有 彩铃包 和 一个 彩印 包   彩印 包 没有 是 彩铃包 是 村   其他 没有
您好 很 高兴 为您服务   对 它 会 自动 取消 的 已经 到期 了 您 登记 过 了   七月份 您 这个 月 对 对 对   对 您 自己 那个 五百 分钟 是 在 本地 打 全国 电话 的 用 完 之后 您 自己 套餐 八十八 的 还有 个 三百五十 分钟
您好 请 说   两城 一家 您 稍 等 我 看 一下 哎 您 现在 没有 开 两城 一家 现在 也 不 需要 了 全国 拨打 一毛 九 全国 接 免费 您 还有 全国 两百 呃 您 还有 全国 三十分钟 的 分钟 数 不用 开   噢 那个 像 那个 业务 停办 了 它 自动 关掉 了 吧 应该 欧好
您好 您 请 说   您 这个 号码 是 三十八 元 钱 的 飞享 套餐 有 一个 流量 套餐 六块 还有 一个 咪咕 特级 会员 这个 六块 呃 其他 的 我查 一下 哈有 加入 的 东肖 惠农 网 这个 一块   好 六块 的 帮 您 取消 下个月 一号 失效   咪咕 特级 会员 要 在 一起 取消
您好 请 讲   嗯 您 现在 用 的 是 一个 三十八 元 的   呃 我 看看 啊 十八块 钱能 改 啊 但是 十八块 钱 里面 只有 一百 分钟 在 莆田 内 打电话 的 通话   没 问题 您 稍 等 我 帮 您好 的 您 稍等一下 我 现在 帮 您 改 哎 那 这个 月 的 流量 是 不 累积到 下个月 的 啊
您好 请 讲   您 这个 是 八块钱 的 套餐   对 您 其他 还有 一些 增值 业务 要 不要 改 退订 掉 两   那 就是 只要 留 一个 八块钱 的 业务
您好 高兴 服务 喂 你好 四 六六 哎 你好   噢 您 稍稍 等 一下   还有 一个 二十块 一百五十 兆 等于 有 一个   流量 套餐 里头 那个 退 退订 吗 可以 就 可以 的 您好 帮 您 取消 了 取消 了 那 那 你 帮 我 取消 一下 吧 噢 对 八十 兆 了 下个月 没有 对 就 就 好 了 噢 好好 好好 好 谢谢 呃 不 客气 还 什么 问题 吗 嗯
你好 请 讲   好 我 帮 您 查看 一下 请稍等 对 就 有 赠送 彩铃 彩印 来电 提醒 这 三个 业务 到期 了 要 取消 掉 吗   恩好 的 那 就 帮 您 把 赠送 的 这 三个 业务 都 给 您 登记 关闭 下个月 就 没有 了 还有 什么 其他 可以 帮助 您 的
您好 请 讲   我 看 呃 对 宽带 账号 是 手机号   密码 您 稍 等 密码 如果 忘记掉 我 这边 设置 新 的 密码 信息 发给您 好 吗   如果 您 有 路由器 的话 路由器 的 密码 要 去 重新 设置 啊
您好 请 讲   您好 您 说   没有 收费 的 除了 一个 基础 套餐 费 五十八 还有 您 办理 的 宽带 活动 然后 其他 的话 就 没有 啦   嗯 是 的
您好 请 讲   对 啊 已经 帮 您 预约 了 到 今年年底 到时候 会 自动 取消   诶   不 客气 嗯 还有 什么 需要 帮助 吗
您好 请 讲   诶 好 的 请 稍等一下   恩好   除了 五十八 套餐 以外 嗯 就 一个 来电 提醒 还有 个 双色球 一块钱
您好 请 说   五十块 钱 一 g 的 流量   后来 说 三个 月 还是 什么 状态 单 我 看 一下 那 这边 一个 g 的 流量 它 现在 是 收 您 十块钱 到 一 八年 的 二月份 到期 我 帮 您 预约 到期 自动 关闭 一下 吗   好 的 那 请 您 稍 等 那 预约 最后 一个月 流量 就 当月 有效 不 累积 次 月 噢 这边 已经 帮 您 申请 好 了 您 放心 就 到
您好   我 想 咨询 一下   恩对   我 先查 一下 噢 我 现在 的话 在 您 的 手机 上 是 没有 看到 这个 宽带 活动 那 如果 没有 活动 限制 的话 要 取消 直接 带上 身份证 到 您 当地 的 营业厅 取消 有个 校园 宽带 到时候 直接 到 身份证 到 您 学校 附近 这边 取消 掉
您好 高兴 为您服务   五十块 到期 了 没错 要 取消 呃 都 已经 取消 了   呃 您 这 三十八 套餐   没有 了
您好 请 说   噢 马上 去 看 一下 然后 套餐 用 的 是 一个 三十八 套餐 另外 有 定制 一个 宽带 好像 没有 其他 业务   呃 请稍等 帮 您 看 一下 宽带 的话 是 有 参加 那个 买 一年 送 一年 的 活动 就 第一年 是 免费 的 现在 第二年 的 一个月 三十 一块钱   呃 对 免费 的 一年 到期 了
嗯 你好 请 说   呃 您 是 要 咨询 本 机号码 什么 问题   呃 除了 基本 套餐 三八 套餐 之外 有个 来电 提醒 还有 个 咪 咕 音乐 还有 个彩铃 呃 还有 个 彩印   呃 我 帮 您 都 是 设置 一下 到期 自动 帮 您 关好 吗
吧 很 高兴 为您服务   您 现在 是 三十八 的 套餐 啊 就 这样   我 看 一下 可以 改 啊 你 要 改高 的 还是 改低 了 呢 可以 改 啊   呃 我 看 一下 是 的 您 这边 有 宽带 一个月 三十 的 宽带
喂 你好 诶 你 帮 我查 一下 我 一个 网络 就是 绑定 那个 手机 的 网络 是不是   好 的   啊 没有   噢 行 那 你 帮 我查 一下 一个 是 幺 三 八五 九 八八
恩好 您好 请 讲 号码   除了 您 三十八 的 套餐 没有 开通 其他 的   话费 余额 这个 月 啊 我 帮 您 查询 这个 月 您 的 话费 余额 还 剩 二十九 块钱   对
好 您好 请 说   噢 好 的 我 看 一下 您 稍 等 你好 这 手机 月租费 十八块 钱 的 套餐   呃 对   好 我 看 一下 啊 您好 平均 每个 月 消费 三 十八块 左右
您好 请 说   现在 是 三 十八块 套餐 一百 分钟 本地 打 国内 五百 兆 流量 来电显示 这种   三十八 新飞 享 您 改不了 噢   新飞 享 的话 要 要 套餐 低于 三十八 的 才能 改 噢
您好 请 说   现在 目前 您 这边 就是 自己 的 五十八 元 的 基础 套餐 嗯 其他 的话 没有 额外 的 增值 包月 业务 了 呀   五十八 套餐 呃 您 这个 是 五十元 套餐 看错 了 不好意思 它 是 两个 g 的 国内 流量 有包 来电显示 打电话 是 另外 送   没错 是 五十元 的 套餐 其他 没有 开通 噢
那 请 说   诶 你好 请问   他 那个 号码 的 密码 记得住 吗   初始密码 那 如果 没 获取 那 这个 我 这边 就 查不到 了
中午 好 请 讲   本 机号码 这个 月 目前 这个 月 用 的 是 十八块 的 您 下个月 的话 已经 有 改成 了 一个 新飞 享 三十八 套餐   呃 是 下个月 的话 它 三十八 里面 是 包含 一百 分钟 全国 打 的 两百 分钟 在 漳州 本地 打 的 国内 流量 一 百兆 福建省 内 流量 一千四百 三十六 兆   已经 分钟 在 家里 还有 一点 五 g 的 福建省 内 流量
您好 请 说   本机 那 不是 还是 五十八 的 套餐   不 需要   幺 八三 如果 是 幺 八三 五零 七七 零七 二三
您好 请 说   你好   你好   帮 您 看到 下个月 更改 我们 这个 新飞 享 的 一个 三十八 元 套餐 了 其他 的 业务 帮 您 看到 就 没有 了
您好 请 讲   诶 有 什么 可以 帮到 您   好 稍等一下 噢 噢 用 的 是 五十块 钱 的 下个月 是 改为 幺 三八 的 任 我 用 的 这款   诶 订
您好 您 已 接通 福建 幺 零零 八六 请问 能 听到 吗   诶 你好   您 这个 套餐 是 一百二十八 的   电
您好 什么 需要 帮助 您   帮 您 看 一下   现在 您 这 张卡 就 十八块 钱 的 套餐 没有 开通 其他 什么 短信 类 的 业务 啊   您 要不然 再过 过个 等到 中午 的 时候 您 再 打 一下 我们 的 电话 帮 您 看 一下 有 没 被扣 费
您好 请 说   您 稍等一下 啊   您 这个 月 是 没有 这个 费用 的 您 说 的 是不是 上个月 的 账单 包对 对 对 上个月 是 有 一个 是 宽带 的 费用 啊   我 看 一下 您 这个 月 有没有 扣 您 这个 月 还有 扣 宽带 啊 稍等一下
您好 您 说 感谢   本 机 下个月 转成 了 三十八 套餐 对 吗 先生 您好 什么 可以 能 听 得到   我 说 您 下个月 转成 了 三十八 套餐 对 吧   三十八 是 三百 分钟 一点 五个 g 流量
您好 什 帮助 您   啊   有 有 开展   好 的 那 流量 用到 这个 月底 添加 哈 下个月 给 您 开好 了 啊 嗯 好 的 那 其他 没有 了 那 感谢 来电
您好 很 高兴 为您服务   稍等一下 本 机 现在 这个 号码 是 飞享 的 三十八 套餐   对 月租 三十八   嗯 一百 分钟 本地 拨打 国内 电话 跟 一 百兆 流量 月租 十八 购买
哎 您好 请 说   我 看 一下 啊   有开 了 下个月 生效   对 上网 速度 变慢 了
您好 请 说   嗯   噢 我 帮 您 看 一下 稍等一下 嗯 先生 您 这边 有 办理 一个 宽带 吗   宽带 的话 它 是 按天 扣费 的 所以 是 每天 扣 一点 钱
高兴 您 服务 您好   您 本机 这 是 十八块 钱 的 套餐   十八块 钱 套餐 包 本地 打 国内 电话 一百 分钟 来电显示 一 百兆 的 流量 全国 接听 免费 超出 后 国内 打 国内 电话 一毛 九 一分钟   其他 收费 业务 目前 暂时 没有 开
嗯 嗯 您好 请 说   呃 没有 啊 短信 功能 正常 在 这里 呀   所有 短信 收不到 还是 个别 的   其他 的 号码 发 的 短信 能收 得到 吗 你 那 比如说 比如说 幺 零零 八 六发 的 短信 里面 收 的 到
您好   本 手机 里面 我 看 一下 啊 您 这边 是 基本 套餐 三十八 的 然后 额外 的话 就 没有 其他 的 这种 付费 的 包月 业务 了   十八 的 是 吧 请稍等 那 下个月 一号 生效 可以 吗   本月 流量 要用 完 了 十八 套餐 是 呃 本地 打 国内 一百 分钟 国内 流量 一 百兆 的 帮 您 登记 更改
好 先生 请 说   嗯 那行   呃 您 是 说 套餐   哎 对 对 对 你 再 找 我 那
哎 你好 请 说   开通 什么 流量 年 包   您 说 的 是 开通 那个 五十块 钱 那个 流量 套餐 是 吧 五十块 钱 的 那个 流量   您 这个 是 有 到 活动 的 这边 还 取消 不了 了 那 您 就是 这个 活动 现在 不要 参与 是 吗
您好   您 这个 月租费 每个 月 十八块 钱 包括 一 百兆 流量 一百 分钟 本地 通话 跟 来电显示   就 这 一个 收费 月租 十八块 没有 别的   噢 有 个 家庭网 每个 月 三块 然后 添加 这有 然后 帮 成员 付费 付 了 三块 一共 六块
您好 请 说 您好   所以 您 现在 是 我们 十八块 钱 的 套餐 十八块 钱   看 一下 没有 要 保底 消费 九十 而且 您 之前 有 参加 一个 手机 活动 最低 每个 月 保底 消费 十八 呀   是 的
您好 请 讲   噢 好 稍等一下 哈 感谢您 耐心 等待 我 这边 显示 您 月租 的话 是 一个月 十块钱 的 除了 这个 话 我 帮 您 核实 有 来电 提醒 彩铃 会员 还有 您 来电显示 其他 的 没有 看到 了   彩铃 会员 一个月 六块钱   嗯 它 这个 是 我 帮 您 核实 了 一下 是 有 活动 送 您 的 它 送到 十二月 一号 会 自动 关 说明 这 十二月 一号 之前 这个 彩铃 那 是 我们 送 您 的 没收 您 钱 只是 费用 会 显示 在 您 账单 上
您好 很 高兴 为您服务   噢 您 这 张卡 的话 基本 的 月租费 三十 八块钱 其他 的 我 这边 帮 您 看 一下   那 您 这 张卡 的话 其实 就 没有 什么 有 扣费 的 业务 了 有 收费 的话 就是 这个 月租费 三十 八块钱 的   嗯 不 客气 那 还有 什么 可以 帮到 您
您好 很 高兴 为您服务   嗯 您 这 张卡有 绑定 宽带 了 那 绑定 宽带 的 之前 还 办理 不了 如果 确实 需要 到 营业厅 看下 能 不能 改   在 外地 打电话 我 看 一下   不 可以 办理 了 就 另外 收 了 一毛 九 一分钟 接听 免费
您好 请 讲   我 看 一下 您 的 活动 好 稍 等 我 帮 您 看 了 一下 您 这边 是 有 显示 您 有 更改 一个 新飞 享 三十八 套餐   对 啊 就 下个月 开始 就 生效 新 的 三十八 飞享 套餐 三百 分钟 的 那 下个月 您 原来 的 旧 的 三十八 套餐 的 一百 分钟 这些 就 取消 了 呀   对 这个 月 可以 用 完 下个月 就 不能 用 了 下个月 就 三百 分钟 呢
您好 请问 什么 可以 帮到 您   呃 请 说   基本 套餐 是 三十 八块钱 一个月 那有 个 三十元 的 上网 流量 呃 来电 提醒 三块 钱 一个月 另外 的话 就是 像 什么 彩铃 啊 彩印 这些 的 有 收费 的话 其实 就 这 几项   好 帮 您 取消 下个月 失效 了 这个 月 流量 就用到 月底 没有 累计 下个月 那 我 把 单位 开通 的 业务 怎么 查询 的 方式 链接 发给您 有空 可以 自己 打开 看 一下 噢
一百八十 八 超级 全家 统 套餐   那 您 要 改 哪 一种   用 移动 的 号码 都 要 有 一个 基本 套餐 那 您 打算 改 哪 一种 基本 套餐   幺 五八 幺 二八 八十八 五十八 三十八 二十八 或者 十八
再见 你好 您好 请稍等   没有 就 只 只有 您 套餐 当中 送 的 一点 五个 g 一 百兆 国内 的 一点 四个 g 省内 的 当月 用   是   一点 五个 g
诶 你好   您 是 本身 套餐 八十八 七百 兆 流量 然后 开 了 一个 五十块 钱 一 g 的 流量 包 就是 这 两个   二   那 现在 马上开 是 吧
您好 您 请 讲   我 这边 查 您 这 张卡 没有 办 套餐 变更 啊 还是 八块 的 套餐 没有 变更   但是 目前 长 没有 变更 啊 您 稍后 留意 短信 吧 它 可能 后台 受理 没 这么 快   对 如果 办理 好 了 会 给 您 发短信 的 麻烦 您 留意 一下
明白 高兴 为您服务   啊 那 请 说 嗯 有 什么 问题 吗   打电话 请 说 有 什么 问题   号码 多少 是 吗
很 高兴 您 服务 您好   您 现在 办 的 套餐 是 五十八 套餐 然后 来电 提醒 是 两块钱 然后 流量 套餐 七十 元 的话 到期 后 它 自动 取消 掉 那 目前 暂时 没有 其他 服务 了   对 呀 没错   它 每个 月 的话 里面 有 五百 兆
呃 您好   哎 请问 有 什么 可以 帮助 您 呢   那 您 这边 目前 就 一个 十八元 的 套餐 啊   您 上个月 的 上个月 是 有 一些 业务 嘛 那 这个 月 都 取消 了 呀
您好 请 说   呃 您好 请 讲   有 一个 三十块 五百 兆 流量 套餐 了 对 那个 是 这个 月 可以 取消 了 因为 十一月 一号 就 到期 了 行   可以 啊 我 把 那个 三十块 五百 兆 给 您 取消 了 套餐 流量 只能 用到 这个 月底 不 累积 的
哎 服务 啊 您好 请问 新装 宽带 是 吗   您 稍等一下 噢 我 这边 正在 帮 您 查询 中 噢 对 呃 您 这个 套餐 它 没有 送 但是 你 可以 改 一个 能 送 的 套餐   嗯 有 一个 幺 八八 的 套餐 它 在 福建省 的 流量 是 不 限量 的 然后 有 一千两百 分钟 打电话 国内 的 另外 还有 送 一条 一 百兆 的 光纤 和 互联网 电视 功能 因为 你 现在 的 套餐 是 幺 五八 吗 加上 那 七十块 流量 多 两百多 了 所以 把 这 两个 取消 改成 幺 八八 嗯 会 比 您 现在 了 您 上次 来说 会 更 划算   我 刚刚 给 您 介绍 的 呀 一千两百 分钟 然后 宽带 是 一 百兆 的 带宽 互联网 电视 功能 在 福建省 上网 流量 不 限量
您好 请 讲   十八元 套餐 包含 一百 分钟 一 百兆 流量 跟 来电显示 打 多少 钱   我 说 平均 每个 月话费 多少 钱 消费 的 你 稍 等 帮 您 查 一下   您好 这边 帮 您 查 一下 您 就是 上个月 电话 打 比较 多 消费 二十块 钱
您好 请 讲   您好 您 说   没有 收费 的 除了 基本 套餐 五十八 来电 提醒 两块钱 其他 没有 了   对
哎 您好 请 说 哎   啊 可以 不用 办 因为 您 这个 号码 我们 目前 从 九月 一号 开始 已经 取消 国内 漫游 也 就 说 您 这个 号码 是 全国 接听 都 是 免费 的 拨打 的话 一分钟 都 是 一毛 九   对 它 这个 是 全球通   嗯 是 飞享 的 八块钱 一个月
您好 请 说   国际漫游 没有   噢   可以 的 功能 是 不 收费 的
其他 您好 请 说 哎   我 绑定 的 那 张 副 卡 副 卡 吗   你 是 说 你 本 机号码 付费 另外 一个 号码 是 吗   嗯 嗯 那 你 要查 他 号码 什么 情况
你好 请 说   好 您 稍等一下 噢 其他费用 的话 就代 他人 付费 付 了 四十块 九 毛钱 这个 是 帮 一个 幺 三 六 尾数 是 八五 四八 幺 的 号码 给 他 付钱 这 张卡 应该 是 您 的 流量 王 可能 扣 的 基本 月租 跟 他 打电话 打 了 一块 九是 总共 它 是 总共 消费 了 四十块 九 毛钱   对 没错   对 他 这边 就 那 张卡 的话 就 不用 去 另外 给 那 张卡 单独 去 交费 了 您 然后 加 费用 每次 给 您 自己 只要 查 九号 加 就 可以 因为 它 的 扣费 都 是从 您 这边 扣 的
您好 请 说   现在 是 八十八 的 嗯 嗯   额外 开通 的话 我 看 了 一下 没有 的 就 只有 一个 基础 套餐 家庭网 您 有 一个 还有 一个 合成 的 鞋业 的 一天 一块钱 其他 没有 了   在 往 低 的 改 的话 可以 啊
您好 请 讲   你好 你好 很 高兴 为您服务   上个月 开始 给 您 说 办 这个 月 办 无限 流量 套餐   您 现在 是 八十八 套餐 吧
您好 请 讲 嗯 你好 有 这样 行   流量 我 看 一下 没有 流量 嗯 没有 流量   嗯 对 是   好 谢谢 哈 不 客气 还有 什么 可以 帮助 您
您好 很 高兴 为您服务   好 请稍等 啊 那 这边 看 了 一下 您 固定 套餐 是 八十 八块钱 另外 有 一个 美妙 音乐 的 六块钱   这个 是 音乐盒 的 就是 下载 彩铃 的 时候 订购 的   可以 那 取消 掉 了 其他 没有 固定 套餐 收费 了
