一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路   睡觉 了 对   过 那个 没有
您好 请 讲 您好   您 现在 用 的 是 八十八 元 的 套餐 一千两百 分钟 通话 五个 g 流量 了 嗯   终归 本身 流量 的 现在 这边 办理 不了 您 要 去 营业厅 办理 以 现场 办理 为准   哎 被 推向 我 看 一下 能 不能 办理 您 稍 等 请稍等 网上 您 稍 等 其他 的话 您 稍 等 下线 那 就要 看 一下 手机 营业厅 客户端 里面 看 一下 能 不能 办理
诶 你好   先生 您好 您 可以 办 我们 有 一个 比较 优惠 的 是 六十块 钱 六个 g 的 在 外省 啊 在 全国 范围 内 都 能 用 呃 它 一次性 收 您 六十元 但是 流量 一次性 给 您 六个 g 如果 平均 一下 你 也 才 花 十块钱 就 有 一个 g 了 这个 很 划算 一般 的话 用户 都 是 办 这种 比较 多   用 半年 就是说 您 半年 内 都 有效 如果 半年 没用 掉 下个月 还 可以 喂 你好   那 现在 是 下马 上 看 一下
您好 请 说   噢 它 那种 是 属于 超级 流量 王 的 卡   对   噢 这个 自己 带 身份证 到 营业厅 去 购买 新 号码
您好 很 高兴 为您服务   嗯 是 的   呃 对 全家 统幺 八八 套餐 里面 送 宽带 那 您 是 想 申请 办理 吗   一 百兆 这个 一百八十 八 套餐 里面 它 有 送 这个 宽带 的 一 百兆 的 宽带 业务 啊 宽带 不用 收钱
您好 请 讲   可以 啊   我们 有 新 的 飞享 五十八 套餐 有 那个 三 g 流量 通话 有 四百 分钟 你 这款   可以 要 帮 您 改是 吧
您好 请 讲   用不完 那 您 是 想要 降低 吗   但是 这样 提 您 可能 会 不够 用 因为 降低 到 五十八 的话 您 只能 办理 旧版 的 五十八 只有 一百 分钟 流量 五百 兆   如果 要 更 多 的 还有 三十八 的 三十八 是 一百 分钟 也 是 一百 分钟 本地 打 国内 然后 流量 也 是 赠送 五百 兆 您 可以 先 办理 三十八 的
哎 你好 请 讲   诶 对   哎 也 是 一百 分钟   就 可以 改
您好 请 讲   这一 g 还是 五十八 套餐 里面 内 合计 一共 是 三 g 流量 五百 过 呀 而且   流量 没有 了 你 在 哪 看到 流量 用光 了 呀   流量 现在 还 剩下 有 两千多 兆 啊 女士
你好 请 说 听 得到 吗   您 说 多少 钱 一个月 的   嗯 这个 是 要 一次性 扣费 六十块 一次性 给 您 六个 g 然后 半年 之内 用 完 自动 会 取消 这个 您 要 开 我 可以 帮 您 开   八月 之后 自动 会 取消
您好 很 高兴 为您服务   十块钱 可以 加一 百兆 马上 用 下个月 自动 取消 加油 包 还有 三十一个 g 还有 更 多 的 您 想要 办 多少 兆   可以 那 还有 其他 问题 吗
恩 您好 高兴 您 服务 您好   可以 好 我们 现在 有个 流量 活动 是 一次性 的 花 六十块 钱 买 六 g 的 国内 流量 然后 从 今天 开始 算 起 一百八十 天内用 完 一百八十 天 过后 它 自动 失效 掉 只 收 您 六十块 钱 非常 优惠   全国 通用 的 流量   对 是 的
您好 请 说   嗯 十八块 的 可以 吗 就是 在 本地 打电话 一百 分钟 流量 一 百兆 十八块 的   呃 都 在 外地 用 吗 都 在 外地 用 的话 如果说 要 在 外地 有 分钟 数能 用 的   两个 g 的 可以 吗 五十块 钱 的
您好 请 说   您 是 要 流量 优惠 还是 打电话 有开 流量 优惠 的话 您 这个 呃 如果 是 说 想要 套餐 的话 可以 考虑 把 您 的 幺 二八 套餐 改成 一百三十八 块 的 那个 套餐   对 幺 三八 套餐 它 可以 享受 是 厦门 本地 流量 无限 使用 拿到 外地 有 一 g 流量   外地 有 一 g 流量 超过 才 会 另外 收费 啊 然后 电话 有 五百 分钟 全国 通话 还有 七百 分钟 厦门 本地 打 国内 再 包括 来电显示 一个月 就 一百三十八
您好   五十八 套餐 三个 月 之前 也 是 免费 的   就 您 升档 为 五十八 的 我们 有 赠送 您 二十块 钱 话费 连续 三个 月 的 嘛 对 吧   我 看 一下 噢
你好 有 什么 可以 帮 您   嗯 包 时段 的话 这个 是 您 原来 订购 的 一个 一百八十 天 这个 半年 包 的 它 是 只有 一百八十 天 这个 时间 之内 的 不是 说 每 每天 的 时间段   嗯 还有 什么 能 帮 您
您好 请 讲   嗯 他 这边 的 流量 总共 是 有 五 g 啊 大概 这 流量 只能 用 五百 兆 才能 共享 然后 四千 六百 二十 兆 好 的 这样 它 里面 有 其中 三十元 可以 共享 也就是说 您 能 共享 给 别人 用 的 有 三 g 五百 兆   假象 您 的 流量 共享 给 我 用 然后 就 把 您 这 三 就 五百 兆 用 完 了 只能 用 我 自己 的 流量   的 扣费 啊 对
您好 请 说   你好   月租 最低 是 八块 的 那个 没 流量 有 那种 十八块 的 它 有 一 百兆 流量 的   对 一 百兆 流量 然后 在 本地 打 全国 有 一百 分钟 还有 来电显示 十八块
您好 有 什么 可以 帮助 您   对 啊 您 这 套餐 的话 是 三 十八块 的   流量 的话 有 一千五百 兆   见
您好 有 什么 可以 帮 您   嗯 现在 给 您 高 的 一款 三十八 的 它 是 寒 总共 有 三百 分钟 的 通话 还有 一点 五个 g 流量   可以 啊 您 需要 更改 我 就 可以 帮 您 更改   一点 五个 g 流量
您好 请 讲   呃 您 现在 这个 是 八十八 元 的 套餐 四 g 流 呃 四 g 套餐   没改 呢 还是 属于 八十八 的 飞享 套餐 您 本来 是 要 改为 什么 套餐 的 呢   最低 的 有 流量 的 是 十八元 的 本地 打 国内 电话 一百 分钟 流量 一 百兆 送来 显 那 你 要 更改 吗
您好 请 说   呃 它 的 其实 是 本地 流量 无限量 达到 三十 g 的 时候 也 会 限制 它 的 上网 速度 的   能 不能 办以 营业厅 现场 为准 您 这 是 幺 三八 套餐 应该 是 一 g 的 呃 不是 它 里面 没有 一 g 的 流量 嘛 国内 流量 跟 五百 分钟 通话时间 吗   要 到 营业厅 看 一下 能 不能 改 营业厅 现场 为准
您好 请 说   呃 我们 现在 有 一个 活动 是 六十块 六 g 的 流量 费用 现在 一次性 扣六 g 流量 是 一百八十 天 之内 都 可以 用要 不要 办 这个   对   可以
您好 请 讲   您 要 五百 兆 左右 是 吧   这个 月 还 剩 反正 现在 没有 五百 兆 的 我们 最低 的 流量 包月 套餐 是 一个 g 的   是 的 所以 您 这边 要 五百 兆 左右 的 流量 对 吗 您 现在 如果 要 五百 兆 左右 的 流量 您 办 三十元 一 g 的 流量 现在 扣 您 十二块 八毛 二 流量 是 四百 三十七 兆 这 是 最低 的 没有 更 低 的 套餐 了
您好 很 高兴 为您服务   八十八 元 的 是 我 看 一下 噢 嗯 八十八 元 的 是 二百 二十分钟 通话 七百 兆 的 流量   是 的 没错   我 现在 他 那 是 五 g 不是 无限量 那种 套餐 您 改不了 因为 它 那个 要 低于 八十八 的 套餐 才能 更改 您 目前 这种 套餐 一百三十八 的 改不了 新 的 那种
您好 请 说   呃 我们 现在 有个 比较 优惠 的 是 半年 包 就是 六十块 钱 六个 g 的 半年 内用 掉 就 可以 了   二十四块 的 那个 它 是 视频 的 流量 就是 指定 的 视频 流量 啊   呃 帮 您 查询 的话 就是 是 呃 那 我 看 的 视频 流量 二十四块 钱 的 三十 g 的 它 有 需要 有分 优酷 的 腾讯 的 还有 被 被 的 都 有 咪 咕 视频 爱奇艺 的 这些 嗯
你好 很 高兴 为您服务   十块钱 一 百兆 可以 吗   呃 对   那 我 帮 您 办好 了 马上 就 可以 使用 了 呃 请问 还有 什么 其他 问题 吗
嗯 嗯   嗯 有 像 您 下个月 所 办理 的 那个 一百八十 八 就是 一种 新 的 套餐   幺 三八 那个 是 针对 厦门 地区 流量 不 限量 的   幺 三八 的 套餐 没有 送 宽带 您 下个月 办 的 那个 幺 八八 才 有 送 宽带
您好 您 请 讲   噢 那 套餐 很 多种 了 看 您 自己 要用 了 多少 兆 了   嗯 意思 任何 范围 如果 您 自己 办理 的话 能办 的 是 五十八 元 套餐 它 有 三 g 的 那个 流量 然后 四百 分钟 通话   可以 啊 那 这个 团 套餐 要 告诉您 一下 它 是 国内 的 一百 分钟 流量 五百 兆 另外 赠送 的 是 本地 打 全国 三百 分钟 然后 省内 流量 两千五百 多兆 当月 内 使用
现在 有个 五十块 钱 两个 g 的 活动 期间 每个 月 只要 二十块 钱 这个 您 要 参加 这个 活动 吗   对 下个月 一号 生效   对 它 原价 是 五十块 钱 两个 g 然后 现在 是 打 四折 就 意思 说 我们 出 三十 您 自己 出 二十 活动 总共 六个月   对 就 每个 月 二十块 钱 买 两 g 相当于
很 高兴 您 服务 您好   流量 送 您 三百 兆   对 对 对   噢 那 套餐 您 这个 套餐 去 给 它 只有 送 三百 兆 我们 有 其他 的 套餐 另外 能 改 的 一个 是 两百 二十分钟 七百 兆
您好 请 讲   您 是 浙江 的 是 吗 不是 剩下 的 是 吧   它 是 五十块 钱 两个 g 的 套餐 打 四折 活动 可以 参加 六个月   有 两个 g 的 流量 打 四折 也 只要 二十块 钱 享受 两个 g 的 流量
您好 很 高兴 为您服务   您好 您好   您 过去 几天 的 时间   多久 呢
嗯 嗯   稍 等 啊 我 看 一下 流量 比较 多 的话 目前 有 一个 是 花 一次 六十块 钱 可以 买 六个 g 的 流量 这 不 这份 流量 的话 半年 内 不会 清零   那 是 您 要 去 变更 套餐 比如说 我们 有 一对 您 要 把 把 套餐 变成 无限 流量 的话 有 一百三十八 的 在 我们 泉州 本地 流量 不 限量   对
您好 很 高兴 为您服务   流量 不够 用 的话 那 您 可以 加 流量 呃 下个月 是 改 七十九 这个 月 的话 可以 另外 加家 的话 那 您 大概 的话 四百五百 多兆 购买 四百多 兆 四百 三十七 兆够 吗   是 一 g 的 下个月 生效 的   对
你好 您好 什么 需要 帮 您   开通 是 吗   还 没用 完 啊 你 这 流量 六个 g 的 流量 还 剩下 六百 兆 没有 用 需要 用 完 之后 才能 再开 的   实惠 的话 就是 这个 六十块 六个 g 的
嗯 高兴 您好 高兴 为您服务   呃 就是 这个 月 流量 不够 临时 加一点 嘛   噢 呃 您 现在 如果 你 是 要 长期 开通 的话 可以 另外 去 加个 三十块 有 一 千兆 这 样子 只有 三十二 月份   呃 一样 的 一 g 就 一 千兆 了
您好 请 说   对   吧 稍 等 我 看 一下   呃 没有 的 您 这边 没有 额外 订购 那 您 套餐 五个 g 的话 都 是 福建省 内 的
你好 请 说   呃 流量 方面 有 套餐 通话 目前 就 没 套餐 了   嗯 九 毛 九 您 在 香港 是 吧 对 香港 拨回 大陆 呢 九 毛 九 每分钟   接听电话 也 是 九 毛 九 每分钟
您好 请 讲   嗯 您 稍 等 我 看 一下 您 这 是 全球通 的 全国 打 全国 一千两百 分钟 免费 还有 接听 免费   对 从 九月份 开始 就 取消 国内长途 漫游
你 要 开过 一个 十块 一 百兆 了 这种 其他 的 就 办 不了 了   对 因为 它 是 同一 性质 的 只能 存在 一个 有 十块 就 不能 再 存在 其他 的   有 一种 套餐 活动 是 六十块 六个 g 的 它 的 有效期 有 半年 您 不是 每个 月 都 扣费 它 是 一次性 的 直接 给 您 半年 六个 g 的 流量 扣 您 六十块 钱 您 可以 在 当月 使用 没用 完 累积到 下个月 继续 使用 半年 内用 完 就 可以   二十块 钱
什么 你好 请 讲   很 抱歉 我们 八十八 没有 不 限量 使用 流量 啊 无限量 使用 流量 的话 一百三十八 最低 这种   八十八 里面 的话 有 一种 新 噢 新出 了 就是 你 手上 这 款 一千两百 分钟 然后 五 g 的 流量 只有 五个 g   一百三十八
电 哎 很 高兴 为您服务   诶 您好 请 讲   并 对 八十八 有 一千两百 分钟 加 五个 g 流量 您 说 的 是 这 一款 吗   另 有 你 要 改 吗
您好 什么 可以 帮到 您   帮 您 核对 一下 您 稍 等   三十块 钱 多 的 那 流量 是 上个月 项目 了 本月 已经 没有 这 项目 已经 已经 取消 过 了   本月 有 套餐 自带 流量 的话 是 我 看 一下 三个 g
你好   请 稍等一下   感谢 耐心 等待 您 这个 月 流量 套餐 已经 办理 过 了 呃 呃 您 这个 如果 需要 再开 的话 就 开 加油 包 十块钱 一 百兆 开 几个 都 可以   嗯 对
您好 很 高兴 为您服务 您好   嗯   呃 流量 方面 什么 如果 是 流量 方面   立即 生效 的 是 有 六十元 六 g 的 这种 一百八十 天 内 使用 有效 这个 会 比较 优惠 一些 全国 流量
嗯 你好 请 讲 诶   二   不能 改   噢 哪 一种
您好 很 高兴 您 服务 您好   恩 你好   行 那 我 这边 帮 您 登记 下个月 退订 的 流量 当月 用 不 累积 下个月 就 没有 了   对 三十元 的 那个 我 已经 帮 您 退订 掉 了 放心
哦 您好 很 高兴 为您服务 您好 很 高兴 为您服务 您 接入 营业厅 办理   一天 一 g 一块钱 的   那个 只有 新买 的 卡 有些 呢 所以 嗯 另外 一张 它 是 新 买 个 新 号码 买 那个 套餐 就 一天 一块钱 一 g 的 本地 流量 单独 改 的话 也 不行   套餐 的话 四十八 其实 流量 比较 多 还是 不够 用 的话 那 就 只能 另外 再 加 流量 加 流量 我们 现在 最 优惠 的 一个 流量 就是 六十块 钱 六 g 在 一百八十 块钱 一 百兆 能用 对
嗯 您好 请 说   现在 流量 包 活动 有 一个 六十块 钱 六个 g 如果说 只是 这个 用 的话 您 可以 开 一个 三十块 五百 兆 呃 三十块 一个 g 今天 按天 折算 就 您 费用 的话 只收 那个 十二块 八毛 二 流量 有 四百 三十七 兆   对 对 对   一百八十 天 就 半年 之内 用 完 就 可以 了
您好 请 讲   有 每月 一 百兆   可以 啊 请稍等 目前 还有 一百九十 二 因为 你 上个月 没有用完 加 起来 总共 有 一百九十 二 可以 用   可以 呀 可以 啊 以后 如果 要查 流量 有 一个 更 便捷 方式 我们 发给你 您 直接 点击 进去 就 可以 查看 流量 其他 还有 什么 可以 帮 您
哎 您好 请 说   有 新 的 三八 套餐 这 款 套餐 它 在 做 那个 机 转告 的 升级 活动 针对 新 用户 接 短信 项目   对   针对 幸运 用户 咱们 现在 您 可以 参与 的 是 五十八 套餐 呢 做 活动 呐
您好 请 讲 噢   手机 流量 包是 什么 情况 呃 我 这边 给 您 查看 的话 您 这 张卡 呃 流量 的话 是 你 自己 套餐 内 和 家庭 七十九 套餐 里面 有 赠送 一 g 的 省内 流量 然后 您 额外 自己 有开 一个 三十块 钱 五百 兆 流量 包 那 就 一点 五 g 流量 可以 用   嗯 嗯 如果 是 说 流量 不够 用 的话 那 您 可以 额外 可以 把 流量 包 那个 三十块 五百 兆 改成 五十块 两 g 的 或者 是 三十块 钱 有 一有 一 g 的 下个月 一号 生效   有个 六十块 钱 六 g 流量 包 一百八十 天 内 有效 六十块 六 g 的 一百八十 天 内 有效
呃 您好 请 说   嗯 总 通话 是 一千两百 分钟 福建省 内 流量 无限 全国 流量 两个 g   对 省内 流量 不限有 包 家用 宽带   嗯 对 它 套餐 内 包含 的
下午 好 请 说 请问 什么 可以 帮助 您   请 稍等一下 那 这边 的话 有个 流量 的 活动 您 要 不要 办 一个 流量 活动 这个 有效期 是 半年 有效 会 比较 优惠 它 那个 的话 是 一次性 花 六十块 钱 然后 的话 可以 购买 六个 g 的 流量 半年 有效   半年 内 您 只要 把 这 六个 g 花完 就 可以 了 然后 它 只要 付 一次性 六十块 就是 现在 开 马上 扣 大概 可以 用到 一 八年 的 四月 十六号 而且 到时候 到期 后 它 也 会 自动 取消 如果 您 提前 使用 完 也 是 可以 的   三十块 钱 一个 g
您好 您 请 讲   您好   流量 不够 是 吧 我 看 一下 噢 买 多少 的 先生   您 用 了 四百五十 八兆 那 这个 月 差不多 还 剩 我 建议您 买 一个 三十块 一个 g 的 吧 今天 开 的话 它 就 收 您 十多块 钱收 您 十三块 八毛 一 流量 可以 用 四百 七十一 兆 噢 可以 可以 可以 可以 可以 那 我 就 我 就 帮 您 只 开 这个 月 的 下个月 帮 您 关掉 噢 流量 下个月 就 不会 累积 了
您好 请 讲 你好 谢谢 你 啊   可以 我 马上 给 您 开 一百八十 天 以后 到期 自动 取消 或者 如果 您 有 提前 用 完 提前 取消 流量 是 全国 通用 的 噢 挂机 以后 就 可以 用 了 给 您 开好 了 嗯 嗯 好好 行 行行好 的 不 客气 啊 祝您 阖家幸福
您好 请 讲 喂 你好   这个 月 流量 不够 用 的话 今天 比较 多开 的 有 一种 原价 三十元 一 g 的 流量 包 然后 今天 开通 收 您 十三块 八 流量 有 四百 七十一 兆   这个 我 帮 您 开 就 开 这 一个月 下个月 给 您 自动 取消   对 你 现在 是 三十八 的
您好 请 讲   你 说   二十块 三百 兆 我们 现在 的话   噢 一 g 的 流量 了 然后 呢 或者 有 一个 g 如果 您 只 开 这个 月 的话 它 按天 折算 的 四十二 十几块 啊 我 帮 您 算 一下 啊
您好 请 讲   套餐 是 五十八 晚上 有 八十八 往 下 的话 有 三十八   二十八 还有 一号 包一 上班 这种 都 有   要 看 您 具体 哪 一种 的 一百二十八 的 套餐 流量 的话 是 六 金额 一 g 四百 二十分钟
您好 是 新装 宽带 吗   请问 下 您 是 本机 这个 号码 要 办理 吗   我们 现在 有 一个 办 九十九 元 的 套餐 里面 有 送 宽带 还有 送 话费 就 九十九 它 是 有 包含 一 百兆 光纤网络 电视 是 免费 的 还有 来电显示 免费手机 流量 我们 是 送 您 两个 g 国内 一个 g 省内 一个 g 那 省内 流量 的话 仅限 本 机 当月 使用 另外 的话 还有 赠送 您 本地 打 全国 三百 分钟 分钟 数 超过 一分钟 是 一毛 九 全国 接听 免费   不行 现在 宽带 没有 这个 过户 他 才能 取消
您好 请 说   是 三百 分钟 一点 五 g 流量   五十八 改完 现在 是 变成 二点五 g 省内 流量 仅限 当月 使用 然后 全国 五百 兆 这边 就 三 g 然后 打电话 的话 是 在 漳州 打 全国 三百 分钟 全国 打 全国 一百 分钟 总共 有 四百 吗   对 因为 你 差别 下 是 之前 那个 五十八 套餐 是 全国 打 全国 四百 分钟 吗
嗯 您好 请 说 您好   那个 我 想   嗯 对 对   呃 可以 啊 那 就是 我们 这边 是 帮 您 看 有 那个 家园 卡 的 八元 套餐 是 服务 区内 打 国内 三十分钟 还有 送 来电显示 嗯
你好   你好   要 办 多少 流量 的   什么 卡
你好 请 讲   恩对 您 现在 是 想 安装 宽带 是 吗   您 稍 等 我 帮 您 转接 我们 宽带 专席 咨询 您 不要 挂机 现在 为 您 转接 祝您 天天开心
嗯 哎 你好 很 高兴 为您服务   恩 你好   我 看 一下 噢 套餐 的话 最低 的 是 吧   比较 低 的 我 可以 帮 您 先 转到 十八块 钱 一个月 它 这个 的话 就是 一 百兆 的 流量 跟 一百 分钟 的 厦门 打 国内 电话 跟 来电显示
您好 请 说   噢 没关系 我来 给 您 核对 一遍 吧 昨天 我 看到 确实 是 您 下个月 生效 一个 叫 新飞 享 五十八 您 可能 是 看到 他 前面 写 的 内容 说 国内 打 国内 一百 分钟 然后 流量 五百 对 吧 然后 它 后面 还有 还有 接下去 是 说 在 福建省 每个 月 还 会 赠送给 您 两千五百 多 的 省内 流量 和 本地 都 是 指向 吗 厦门 打 全国 的 三百 分钟 也就是说 下个月 如果 您 在 厦门 分钟 数是 四百 分钟 流量 是 三千多 兆 以后 每个 月 都 是 这样 只要 您 在 厦门 每月 都 有 这么 多 内容   就是 那个 两千多 兆 的 省内 流量 就是 我 只要 在 福建省 内 都 可以 用 都 可以 用 没错 那 我 要 出 省外 我 就 只有 五百 兆 这个 回来 对 分钟 数 就 只有 一百 噢 分钟 数 也 点成 一百 是 吧 对 对 噢 行行 那 就 对 了 好好 那 谢谢 啊 不 客气 祝您 生活
中午 好 请 讲   那 是 全家 统 套餐 有 送 一 百兆 宽带   啊 对 就是 您 家 那 我 我 有 覆盖 的   啊 国内 的 国内 的 分钟 数是 吧 对
您好 请 说 你好 我 想 请问 一下   然后 如 如果 要装 宽带 的话 有 什么 优惠 套餐 吗 呃 装 宽带 的 我 马上 给 您 转接 我们 宽带 专席 有 专人 专线 给 您 介绍 好 的 不要 挂机 马上 给 您 转接
嗯 您好 请 讲   流量 套餐 有 啊 嗯 你 这边 现在 的话 您 是 要 这个 月 用 的 还是 长期 用 的   如果 这个 月 用 的话 那 就是 原价 的话 是 三十 呃 三十块 是 一 g 啊 然后 因为 今天 呢 是 十九号 了 今天 开 的话 它 就 扣 十二块 八 然后 呢 就 有 四百 三十几 兆 这 样子 应该 够不够   对 没错
好   我 想 那个 更加 有没有 什么 加油 包 流量 加油 吧   还有 没有 更 便宜 啊   十块钱 一 百兆
您好 很 高兴 您 服务   呃 对 啊 在 漳州 本地 不 限量 使用   这样 的   不 客气 还有 其他 可以 帮助 您 吗
您好 有 什么 可以 帮 您   嗯 是 有 这种 套餐   嗯 三十八 实际 呃 就是 套餐 费是 三十八   嗯 可以 啊 您 如果 改 的话 就 改 不 回来 了
您好 很 高兴 为您服务   嗯 嗯 你 要 办 移动 宽带 是 吗   本 机号码 办理 吗   我 给 您 转接 宽带 专席 好 吗
您好 请 说 您好   诶 请 说   噢 有 的 您 可以 调 成 那个 新飞 享 三十八 套餐 有 赠送 本地 打 全国 电话 三百 分钟 加一点 五个 g 的 省内 流量 省内 流量 不是 全国 流量 吗 全国 流量 没有 吗 它 全国 流量 只有 一 百兆 现在 都 是 只能 在 福建省 用 的 而且 要 当月 用 完   是 的 本地 打 全国 两百 分钟 外加 全国 的 通用 的 一百 分钟
您好 请 说   就 一种 十块 一 百兆   对   可以 啊 那 您 的 这 到时候 要开 的话 自己 发 信息 吗 按 信息 回复 收到 成功 信息 为准 下个月 自动 关
您好 很 高兴 服务   哎 请 说 嗯   呃 就是说 帮 另外 一张 卡 跟 这个 号码 绑定 然后 呢   呃 绑定 其他 干什么
然后 嗯 您好 请 讲   宽带 套餐 是 吗 是 有款 含 宽带 的 套餐 有 一款 七十九 的 它 里面 就 含 一条 宽带 的   您 是 哪里 的 号码 哪里 的 宽带   是 三明 地区 的 是 吗 您 要 新装 条 移动 宽带 是 吗
您好 很 高兴 您 服务   不能 啊 香港 是 等 于是 国际漫游 要开 香港 的 流量 包   套餐 的话 它 是 三天 五天 七天 您 这 两天 是 吗   您 现在 这个 是 套餐 内 全国 五百 兆
您好 请 说   呃 请 说   可以 啊 那 就 九块 钱 二 g 流量 包 下个月 帮 您 关 了 还有 什么 疑问 的 吗   有个 五十块 的 套餐 两个 g 流量 跟 来电显示 打电话 一分钟 两毛
很 麻烦 五 你好   嗯 这 是 一个 一 百兆 省内 流量 的 您 是 有 参与 手机 营业厅 您 升级 上去 之后 进行 登录 免费 赠送给 您 了   没有 赠送 这 一次 流量 在 月底 呃 之前 用 那 过期 之后 就 自动 取消 了
早上好 请 讲   二十元 的 嗯 你 这里 的话 现在 有 一个 三十块 钱 二十块 钱加 不 进来 的 要不然 就订 一个 安心 包 或者 是   流量 加油 包 只有 十块 一 百兆 的 加 不了 二十 的 要不然 就 开个 安心 包 吧 有 超过 有 收费 没有 超过 就 不 收费 的 一兆 流量 两毛九一 百兆 收 您 十块 这 一种   再见 额外 超过 你 不是 一块 两毛九一 百兆 要收 您 二十九 嘛 那 如果 有开 安心 包 的话 它 就 有用 有 收费 没用 就 没收 啊 一 百兆 只要 收 您 十块钱
嗯 嗯 嗯 嗯 您好 很 高兴 您 服务   你好   有 啊 一百八十 天 内 可以 用 一百八十 天后 自动 取消 噢   三十块 一个 g 的 五十块 两 g 的 这 是 包月
呃 就 本月 办嘛 您 大概 需要 多少 兆   一兆 两兆 那 两 百兆 两毛 九 啊 您 大概 需要 多少 流量 比如说 现在 一百两百 兆 这 样子 的   啊 对 所以 您 是 要 改套 更改 套餐 更改 套餐 是 下个月 才 生效   对
您好 您 请 说   你好 喂 诶 你好   他 那个 套餐 情况 的话 是 可以 享受 在 福建省 内 使用 的 业务 两千五百 七十二 兆 仅限 当月 使用 另外 国内 流量 还有 五百 兆 然后 本地 拨打 国内 电话 三百 分钟 国内 拨打 一百 分钟   对 如果 您 整个 月
啊 您好 您 请 说   嗯   它 那 一百 分钟 是 在 福州 用 的 在 江西 用 不了   对 对 对
您好 请 讲 您好 请 讲 您好 听得见 吗   呃 三百 分钟 没错 还有 一点 五 g 流量   呃 开通 的话 要 下个月 生效 啊   好 可以 您 稍等一下
您好 高兴 为您服务   啊 诶 好 的 马上 给 您 查 一下   在 福建省 内用 是 吗   那 就 三十八 的话 是 省内 一千五百 兆 流量 然后 分钟 数是 本地 打 全国 三百五十 八 的话 是 四百 分钟 然后 三个 g 流量
您好 请 讲   流量 包有 个 半年 流量 包 比较 优惠 半年 流量 包 六十块 钱 给 您 六 g 的 流量 有效期 半年   之前 一次性 扣 您 六十 一次性 给 您 六个 g 您 可以 用 半年   对
您好 请 说   去 哪里 漫游 呢 出国 吗   噢 好 的 我 看 一下 啊 国内 您 现在 自己 还有 五十八 兆 呃 不够 是 吗   那 您 看 一下 到 现在 到 月底 大概 要 多少 五 五四 呃 五百 兆 左右 吧 够 吗 十几块 钱
您好 请 讲   您好 嗯 您 说   您 稍 等 我 帮 您 确认 一下 对 您 现在 八十八 套餐 里面 的 五 g 流量 是 在 福建省 内 使用 省内 流量 噢   您 大概 需要 多少 呢
呃 你好 请 说   噢 可以 一百二十八 您 这边 是 呃 国内 拨打 国内 七百 五十分钟 流量 三十 兆   然后 我们 另外 有 开通 一个 三十元 五百 兆 流量 另外 开通 的   嗯 对 这款 分钟 数多 流量 会少 一些 那 我 要
您好 什么 需要 帮 您   五百 兆 就 当天 内 有效   呃 不是 二十四 小时 后 按 自然 天算 就 每到 晚上 的 十二点 为 一天   现在 有个 免费 领卡 的 活动 您 有没有 关注 过 福建 移动 的 微信 公众 号 上面 可以 免费 领 这种 卡
您好 高兴 为您服务   哎 是 您 还 没有 安装 是 吗   哎 那 我 帮 您 转接 到 宽带 专席 您 登记 一下 宽带 的 新装 好 吗
什么 您好 请 讲   哎 请 说   流量 是 吗 呃 本机 这个 月 如果 要 再 开 流量 的话 除了 那个 流量 安心 包 十块钱 一 百兆 另外 还有 一个 能 开通 的 是 有 个 六十元 有 六个 g 半年 有效 的   是 六个
您好 请问 什么 可以 帮 您   哦 现在 三十八 那个 套餐 要 比 三十八 更 低 的 套餐 或 新 入网 转入 那 我们 现在 已经 是 三十八 的 您 就 不能 转 那个 了 可以 转 其他 的 嗯
您好 很 高兴 您 服务 您好 请问 什么 可以 帮助 您 的 吗   比如说 呃 对 八十八 套餐 里面   是 在 省内 都 可以 用   可以 啊
嗯 嗯 您好 请 讲   呃 我 想   呃 流量 还有 多少 是 吗   没 听 明白 您 的 意思 您 上 的 问题 是 什么
您好 高兴 服务   恩要 咨询 什么 问题   您 要 在 本地 用 还是 在 省内 用   省内 的话 有个 套餐 一百八十 八 的 省内 流量 无限量 用 全国 流量 两 g 通话 一千二百 分钟
您好 请 讲   嗯 叫 国际漫游 功能 在 台湾 才 有 信号 我 可以 帮 您 功能 先开 一个 噢 帮 我 功能 开通 是 吗 对 对 台湾 那边 国际漫游 功能 是 免费 的 这个 没关系 然后 台湾 那边 嗯 接听电话 拨打 我 中国 大陆 电话 九毛 九 一分钟 啊 我 可以 把 资费 发给您 看 一下 功能 我 先 帮 您 看 是 免费 的 专门 有 打电话 手机 电话 才 有 那个 扣费   好 的 那 你 先 帮 我 开通 啊 对 对 功能 先帮 您 开机 完 没有 信号 比如 去 台湾 那边 别人 给 您 打电话 您 不接 就 没有 扣费 啊 这个 没关系   还会 随时 取消 诶 对
