一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路
谢谢 咱 你好   呃 本机 没有 十几块 的 套餐 是 吗
嗯 很 高兴 为您服务 您好   那 您 都 在 宁德 用 吗
您好 请 说   像 您 八块钱 是 这个 飞享 套餐 还有 一种 是 家园 卡 八块钱
您好 很 高兴 为您服务   三 g 流量 了 只有 这 款 套餐 四百 分钟 和 三个 g 流量 啊
您好 请 讲   呃 您 是 要 开 这个 您 使用 的 是 吗 恩 不是 其他 的 有没有 什么 呃 有 我们 有 那种 大 一点 的 流量 包它 是 一次性 扣 六十块 扣 完 以后 就 不再 扣 了 有 六个 g 的 流量 在 六个月 之内 给 您 用
不 客气 那 请 说   呃 您好
您好 请 讲   有 五十八 新飞 享 套餐 是 有 包括 流量 上去 拨打 电话 有 四百 分钟 的
昨天 您好 请 说   好 我 看 一下
您好 请 说 喂 呃 您好 先生 您好 可以 听 得到 吗   你好
其他 您好 很 高兴 为您服务   嗯 对 的
您好 很 高兴 为您服务   号码 的话 现在 都 是 大部分 的 使用 时间 还 都 是 在 宁德 这边 嘛
嗯 您好 请 讲   有 啊 但是 我们 这边 上网 老是 全部 号码 都 会 被 屏蔽掉 您 的 朋友 打电话 过来 要 通过 您 是否 接入 他 才 六 进行 接通 那 这个 是 有 一个 就是 空间 软件 的 一个 呼死你 防护 软件 没有 要 帮 您 打开 吗
嗯 嗯 您好 有 什么 可以 帮 您   省内 流量 套餐 吗 我们 这边 如果 再办 加油 包 的话 都 是 国内 的 流量 啊
您好 很 高兴 为您服务   呃 当时 是 什么 原因 不能 装 的 是 说 因为 线路 问题 还是 什么
您好 有 什么 可以 帮助 您   啊 有 什么 可以 帮助 您
您好 很 高兴 为您服务   那 目前 只有 本地 不 限 流量 和 国内 不 限流 和 省内 不 限 流量 的
您好 很 高兴 为您服务 您好 请问   呃 有 的
您好   八元 套餐 有 的 您 是 它 那种 是 没有 流量 的 先生 你 要 改 那种 的 吗
哼 您好 很 高兴 为您服务   嗯 好 不 充包 的话 十块钱 是 一 百兆 不够 的话 可以 开 流量 包有 八百多 兆 的 八百多 兆 十九块 七毛 三
您好 很 高兴 为您服务   好 的 请稍等
您好 请 讲 诶 你好   这个 叫 什么
编号 什么 问题 你好   呃 夜间 流量 包是 吧
您好 请 讲   呃 是 有 个 新 的 套餐 它 是 说 五十八 然后 有 省内 的话 总 的 是 三个 g 然后 分钟 是 说 了 是 一共 四百 分钟
嗯 请 说   我 看 一下 嗯 嗯 是 那个 省内 闲时 流量 在 网上 夜间 十一点 过后 到 第二天 第二天 的 六点 五十九 分 五十九 秒 手机 上网 的 流量
女士 您好 请问 可以 听 得到 吗   你 你 现在 是 八十八 的 再 往上升 就 剩 一百三十八 了
您好 很 高兴 为您服务   嗯 目前 的话 我们 无限 流量 的话 就 只有 两种 一个 是 幺 三八 的 是 本地 流量 不 限量 使用 就是 在 福州 以内 流量 不 限量 用 还有 一种 的话 是 一百八十 八 的 是 在 福建省 内 流量 不 限量 用
您好 请 说额 喂 你好 诶   然后 呢
您好   呃 请 说
您好 请 说 您好 感谢 来   八十八 套餐 您 应该 说 的 是 新版 的 一千两百 分钟 通话 流量 五个 g 那款
您好 请 说   宁德 零 五九 三 范围 内 流量 是 不 限量 的
您好 请 说   我 流量 包 的话 您 现在 是 吧
您好 请问 本 机 新装 宽带 吗   最大 的 就是 一 百兆 一 百兆 的话 只要 您 把 您 本机 套餐 下个月 改成 九十九 套餐 九十九 这个 月 头 就是 每个 月 扣 九十九 里面 就是 有 就 有 送 一 百兆 宽带 还有 网络 电视 功能 有 包括 本地 打 全国 电话 三百 分钟 一 g 的 全国 流量 跟 你 g 省内 流量 省内 限本机 当月 用 就 办 这 九十九 就 有 送 一 百兆 宽带
您好 很 高兴 为您服务   呃 大概 需要 多少 兆 现在 包月
您好 请 说   呃 有 我 帮 您 看 一下 请稍等
下午 好 很 高兴 为您服务   学生 卡 的 套餐 这个 有 我 帮 您 看 一下 大概 怎么 买 稍等一下
你好 请 说   下个月 您 是 八十八 套餐 如果 您 都 在 莆田 本地 使用 有 一千两百 分钟 可以 用
你好 请 讲   哎 您
您好   嗯 嗯
您好 请 说   流量 套餐 的话 有 很多 有 三十块 钱 一个 g 五十块 钱 两个 g 七十块 钱 三个 g 这些
您好 请 说 为您服务 恩请 说   套餐 我们 哪一方面 的 多 流量 多 还有 电话 打 的 比较 多 然后
您好   您好
您好 很 高兴 为您服务   哎 你好
您好 请 讲   呃 本月 生效 的 吗 啊 您 这边 是 说 优惠 的 流量 的话 有 但是 下个月 才 可以 生效 的
好 的 您好 高兴 您 服务   呃 帮 您 看 一下
你好 请 讲   流量 包 比较 划算 的 您 稍等一下
对 您好 请问 有 什么 可以 帮 您   您好 您 说
密码 您好   您 现在 在 省外 用 吗
您好 您 说   您好
您好 请 说   恩 你好
您好 请 讲   对 我 看 下个月 已经 升级 为 新飞 享 五十 八块钱 的 套餐 了
您好 请 说   马上 用 的 噢
您好 请 说   您 是 省内 的话 是 有 三十八 g 流量 国内 两个 g 领 的 流量 合 起来 是 四十 g 流量 了
您好 很 高兴 为您服务   就是 您 要 改 套餐 嘛 改 套餐 下个月 生效 呃 要 改 您 都 在 省内 用 还 在 省外 用 啊
您好 请 讲   诶 您好 什么 问题 啊
可以 您好 请 讲   可以 对 啊
您好 请 说   充 流量 嗯 那 可以 啊 到 这个 的话 我 帮 您 查询 你 如果 要 其他 充值 您 这边 的话 就 只能 用 那个 呃 第三方 的 那种 平台 为 他 进行 充值 啊
下午 好   嗯 新飞 享 八十八
嗯 你好 早上好   嗯
您好 很 高兴 为您服务   流量 用 完 我们 可以 开 那个 加油 包 十块钱 一 百兆
您好 请 讲   八十八 的 吧 那 是不是 有个 是 国内 五百 兆 省内 的话 是 四千 六百 二十 兆 就 说 您 在 福建省 话 费用 的 五 g
中午 好 诶 喂 你好 我   呃 有 个 一百三十八 的 套餐 在 龙岩 本地 流量 无限量
您好 请 说   三十元 那个 流量 套餐 是 移动 公司 这边 给 您 赠送 的
哎 你好 很 高兴 您 服务 请 说 嗯 嗯   嗯 先生 您好 你 这个 套餐 是 通用 的 都 可以 用到 没有 设置 什么 限制 什么 商家 去 的 还是 四 g 都 可以 通用 的 那 那
您好 请 讲   嗯 什么 套餐 三十八 吗
您好 请 讲   请 讲
嗯 很 高兴 为您服务   诶 您好 请 讲
你好 您好 请 讲   你好
稍等一下   您 这 张卡 现在 就 只有 一个 三八 套餐 还有 个 惠农 网 一块钱 其他 就 没有 了
为您服务 喂 您好   和 包充 不了 吗
幸福 中午 好 请 讲 哎 你好   本 机号码 的 是 吗 新飞 享 多少 钱 了 呢
嗯 你好 请 说   新飞 享 什么 套餐
您好 很 高兴 为您服务 您好   对 是 有 一条 宽带 要 安装 的 是 吧
诶 您好 您   新飞 享 一百二十八 吗 有 个 一百三十八 的
你好 你好   您 稍等一下
嗯 嗯 哎 您好 请 讲   两个 g
很 高兴 您好 请 讲   视频
您好 请 讲   我 看 一下 稍 等 就是说 你 流量 不够 用想 另外 加 流量 包是 吗
您好 请 讲   元 套餐 是 吗
你好 请 说 喂 你好 恩 你好   呃 五十八 套餐 里面 带送 通话 断 了 本地 打 全国 四百 分钟 通话 时 长 流量 多 呢 有 三个 g 在 福建省 其中 有 一百 分钟 跟 五百 兆 可以 全国 用 剩余 的 流量 只能 在 本月 本身 使用 然后 有 来电显示
您好 请 讲   流量 比较 多 的 是 吗 嗯 三十八 的 套餐 它 那边 有 一点 五 g 的 流量
哼 您好 请 说   是 要加 流量 包是 吗 呃 现在 大概 需要 多少 兆 呢 到 月底 还是 说 每个 月 都 要 您 只用 这个 月 还是 每个 月 都 要
您好 请 说 您好 有 什么 可以 帮 您   可以
您好 请 说 喂 你好 我 想 问 一下 我 那个   安心 包吧 流量 安心 包 吧 对 对 安心 包它 只是 一个 计费 规则 啊 这个 是 您 没有 在 您 流量 用 完 之后 继续 使用 的话 就 按照 安心 包来 计费 如果 您 有 流量 的 情况 下 它 是 会 产生 收费 的 呀
您好 请 说   三十八 套餐 的话 有 包括 本地 打 国内 两百 分钟 然后 全国 打 全国 的 一百 分钟 有 一点 四 g 的 省内 流量 还有 一 百兆 的 全国 流量
您好 请 讲   帮 我
您好 请 说   好 女士 积分 可以 换 话费 这样 的
您好 很 高兴 服务   有没有 便宜 的 那种 套餐 了 呃 呃 那 打电话 怎么 现在 已经 是 最 便宜 的 了 已经 是 最 便宜 八块钱 的 了
啊 你好 为您服务   稍 等 我 看 一下 请
您好 很 高兴 您 服务   有 一个 三十八 的 一千五百 兆 三百 分钟 就 购买
嗯 啊 您好 请 讲   噢 本身 套餐 就 一百 分钟 本地 打 国内 只有 我们 有 额外 给 您 再 送 了 一百 分钟 本地 打 国内 的 所以 加 起来 有 两百 分钟
您好 请 讲   哎 先生 您好
您好 请 说 你好   幺 三八 那个 是 本地 流量 我 现在 用 用到 三十 g 之后 网速 比较慢 噢
您好 请 说 在 才 哎 你好 诶 我 刚才 充 那个 什么 流量 五百 兆 十块钱 怎么 说 到 明天 有 充值   刚刚 看 了 一下 您 这个 是 日 充包 二十四 小时 之内 有效 的
您好 请 讲   流量 是 吧 呃 现在 比较 优惠 的 有 个 六十块 钱 可以 加 六个 g 的 流量 在 一百八十 天 将近 六个月 内 有效 平均 下来 一个 g 只要 十块钱
您好 请 说   噢 对 他 是 这 样子 八十 八块钱 啊 它 是 国内 打 国内 电话 三百 分钟 免费 呃 不是 国内 打 国内 然后 本地 拨打 全国 电话 九百 分钟 然后 如果 您 都 在 漳州 都 可以 用 然后 另外 有 赠送 您 本 呃 省内 流量 四千五百 兆 国内 流量 五百 兆 总共 的话 是 五个 g 的 流量 刚用 完 没有 结转 个人 使用 要 改 吗
您好 请 说   诶 您好
经常 您好 请 说 哎 您好 请问 有 什么 可以 帮 您   诶 您好 先生 请问 有 什么 可以 帮 您 的
嗯 嗯 您好 请 讲   对 欠费 交 五十八 的 送 四百 分钟 然后 有 三个 g 的 流量
你好 请 讲   诶 您好
您好 请 讲   对 没错 三十分钟 打电话 来电显示 免费 超过 三十分钟 每分钟 的话 一毛
您好 请 讲   您好
中午 好 很 高兴 服务   对 没错
嗯 您好 高兴 为您服务   国内 流量 就是 整 就是 全国 都 能 用 的
您好 请 说   诶 您好 您 说 嗯
对 呀 您好 很 高兴 为您服务   流量 包 的 是 您 这个 月 不够 的话 可以 补充 一些 可选包 呃 我 看 一下 啊 对 它 这个 今天 的话 是 十八号 了 像 原价 是 三十块 一 g 的 今天 开 的话 就 收 您 十三块 八毛 一有 四百 七十一 兆
很 高兴 为您服务   您 请 说
幺 我 的 您好 请 说   还 剩 多少 钱 是 吗
您好 很 高兴 为您服务 啊 喂 你好 哎 想 问 一下 现在 这边 有 一个 呃 那个 充值 的 流量 包是   十五块 钱 的 一个 g 的 您 本机 不 能够 直接 办 噢 那个 是 要 针对 原来 月租 是 在 两百 三十八 的 套餐 然后 的话 办 这个 不然 就是 只有 一天 的 比如说 十五块 钱 一个 g 只能 用 二十四 小时 的 那种
网络 优惠 的 您 说 的 是 宽带 还是 手机 流量 有没有 没 手机 手机 流量 所以 流量 所以 流量 我 不是 有 一个 流量 活动 是 一次性 花 六十块 钱 可以 买 六个 g 的 全国 流量 一百八十 天 内 使用 完 就 可以 了   不 影响
您好 请 讲   流量 套餐 大概 需要 呃 有 啊 您 现 流量 的 活动 啊
您好 请 说   套餐 呢 有 啊
您好 很 高兴 为您服务 您好 呃 您好 我 这 两天   幺 八八
您好 请 讲   哎 伢 嗯 先生 我们 现在 有个 一百三十八 块钱 的 套餐 比较 优惠 的
您好 请 说   流量 包 什么 问题
您好 很 高兴 为您服务   它 是 有 一个 看 视频 爱奇艺 的 那个 视频 的 定向 流量
高兴 您 服务   我 这边 查 下来 的话 如果 是 说 流量 的话 您 这个 月 始用 的话 可以 另外 加 流量 包有 三十元 的话 是 一个 g 然后 今天 开通 按 天数 折算
您好 请 讲   六十块 六个 g 半年 之内 有效
您好 很 高兴 为您服务   哪个 加油 包 十块钱 一 百兆 够 吗
您好 很 高兴 为您服务   啊 我 帮 您 看 一下 噢 嗯 您好 帮 您 看 了 一下 噢 这边 流量 的话 是
您好 什么 可以 帮到 您   您好
嗯 您好 很 高兴 为您服务   看 有 十块 一 百兆 然后 三十块 钱 一个 g
哎 您好 很 高兴 为您服务   呃 您好 请 说
您好 请 讲   您 要 订 多少 钱 套餐 呢
您好 请 讲   呃 您好
您好 很 高兴 为您服务   定向 流量 是 您 四十八 元 可 享包 里面 有 送 的 它 是 只 在 和 视频 网站 用 的 平常 用 不了
您好 请 讲   本 机 套餐 呃 基础 包是 用 五十块 的 其他 有 参加 了 一个 流量 两 g 的 优惠活动 四折 购 的 种植 收费 就 这 两个
零二 您好   只是 说 每个 月 都 想要 还 只要 这个 月
您好 很 高兴 为您服务   它 分钟 数是 有 三百 分钟 套餐 内带 一百 分钟 然后 它 另外 有 送 了 两百 分钟 到 明年 十月份 那 就 说 都 在 三明 地区 打 全国 就 有 三百 分钟
很 高兴 您 服务 您好   恩好 稍等一下 哈 比如说 我们 这边 的话 呢 有 一个 流量 包他 今天 开通 的话 呢 就是说 您 这个 十三块 帮 您 看 一下 今天 开通 收 您 十三块 八毛 一 流量 四百 七十一 兆 的 可以 吗
流   多少 钱 八块钱 的 套餐
你好 中午 好   要 把 套餐 往低 的 改嘛
您好 有 什么 需要 帮助   最低 的 是 吗 稍 等 我 帮 您 检查一下 啊
您好 有 什么 可以 帮助 您   嗯 那种 是 您 发短信 到 那种 幺 零 六五 开头 的 那种 号码 上 的
您好 高兴 您 服务   如果 在 国内 的话 我们 目前 没有 相关 的 优惠 可以 改 到 八十八 的 八十八 的话 最 多 就是 三百五十 分钟 三百 兆 流量 的 一点 五十八 这个 就 一百五十 分钟
您好 很 高兴 为您服务   这个 月 用 的 吧
您好 请 讲   呃 稍 等 您 是 说 加入 什么 地方 呢
您好 请 讲   这 张卡 的话 三十八 套餐 有 五百 兆 国内 流量
您好 请 说 喂 你好 哎 你好   无限 流量 一百三十八 一百八十 八 跟 两百 三十八 这 三种 诶
您好 请 讲   您 大概 需要 多少 兆 流量
早上好 很 高兴 为您服务   套餐 里 面包 的 流量 的话 是 有 五百 兆
您好 请 讲   流量 套餐 我们 最近 做 活动 有 一个 六十块 六个 g 半年 之内 用 完 就行了 平均 下来 十块钱 才 一个 g 您 可以 开 这个
您好 请 讲   你好
转接 到 您好 请 说   嗯 你好 请 讲
您好 请 讲 嗯   噢 您 刚刚 开 了 一个 手机 省外 保障 业务 这个 比如说 您 手机 有 一些 什么 因为 现在 是 损坏 呀 等等 啊 到时候 可以 通过 去 换 手机 就是 只要 交 的 手续费 就 可以 去 换 一部 手机 一个月 十五块 钱 啊 哎 每个 月 都 要 十五块
你好   有 有 有
你好   嗯 您 说 是 叫 什么 国家 下班
您好 请 说   您 是 说 八十八 块 的 八十八 没有 不 限量 的 有 一个 一百三十八 块 的 在 漳州 本地 的 流量 是 不 限量 的
您好 请 说   换 套餐 的话 都 要次 月 生效 啊 您 要 直接 用 嗯
你好 请 讲   你好
您好 请 说   您 现在 到 月底 大概 用 多少 兆 五百多 兆 够不够 四百多 兆 够不够
呃 是 啊   您 这 一天 的话 是 有 一 g 的 本地 流量 的
您好 请 说 听 得到 吗 哎 你好 诶 你好   噢 这个 这个 很 简单 就是 赠送 你 流量 一 百兆 呃 赠送 我 流量 一 百兆 那个 不用 钱 的 吗 不用 钱 就 免费 使用 一 百兆 就 送 这个 月 下个月 就 没有 了
您好 请 说   流量 套餐 我们 有 像 三十块 钱 一 g 或者 五十块 两 g 这 样子 的
您好 请 讲   现在 套餐 流量 您 这个 是 五十八 的 套餐 啊 那 您 这边 的话 是 要 网上 申请 八十 八块钱 流量 会 比较 多 八十八 的话 有 一千二 的 分钟 然后 五个 g 流量 三百 分钟 全国 通话 六百 分钟 是 本地 打 国内 的 所以 一共 有 一千二 然后 五个 g 流量 其中 有 五百 兆 是 全国 通用 四点 六 g 可以 在 福建省 内用 您 可以 升级 这个 套餐
你好 请 说   你好
你好   呃 那 就 看 您 有没有 套餐 以外 的 其他 收费 就 比如说 您 这个 有 开来 电 提醒 这个 是 对 我 正在 回答 您 听 完 一下 就是说 有 来电 提醒 两块钱 这 都 是 套餐 以外 的 您 另外 还有 宽带 业务 宽带 是 按天 收取 您 宽带 的话 办 就是 买 一年 送 一年 您 的 第一年 时间 在 七月 已经 是 最后 一个月 了 八月份 开始 的话 就 已经 第二年 要 收费 的 了
您好 请 讲 您好   您 现在 用 的 是 八十八 元 的 套餐 一千两百 分钟 通话 五个 g 流量 了 嗯
诶 你好   先生 您好 您 可以 办 我们 有 一个 比较 优惠 的 是 六十块 钱 六个 g 的 在 外省 啊 在 全国 范围 内 都 能 用 呃 它 一次性 收 您 六十元 但是 流量 一次性 给 您 六个 g 如果 平均 一下 你 也 才 花 十块钱 就 有 一个 g 了 这个 很 划算 一般 的话 用户 都 是 办 这种 比较 多
您好 请 说   噢 它 那种 是 属于 超级 流量 王 的 卡
您好 很 高兴 为您服务   嗯 是 的
您好 请 讲   可以 啊
您好 请 讲   用不完 那 您 是 想要 降低 吗
哎 你好 请 讲   诶 对
您好 请 讲   这一 g 还是 五十八 套餐 里面 内 合计 一共 是 三 g 流量 五百 过 呀 而且
你好 请 说 听 得到 吗   您 说 多少 钱 一个月 的
您好 很 高兴 为您服务   十块钱 可以 加一 百兆 马上 用 下个月 自动 取消 加油 包 还有 三十一个 g 还有 更 多 的 您 想要 办 多少 兆
恩 您好 高兴 您 服务 您好   可以 好 我们 现在 有个 流量 活动 是 一次性 的 花 六十块 钱 买 六 g 的 国内 流量 然后 从 今天 开始 算 起 一百八十 天内用 完 一百八十 天 过后 它 自动 失效 掉 只 收 您 六十块 钱 非常 优惠
您好 请 说   嗯 十八块 的 可以 吗 就是 在 本地 打电话 一百 分钟 流量 一 百兆 十八块 的
您好 请 说   您 是 要 流量 优惠 还是 打电话 有开 流量 优惠 的话 您 这个 呃 如果 是 说 想要 套餐 的话 可以 考虑 把 您 的 幺 二八 套餐 改成 一百三十八 块 的 那个 套餐
您好   五十八 套餐 三个 月 之前 也 是 免费 的
你好 有 什么 可以 帮 您   嗯 包 时段 的话 这个 是 您 原来 订购 的 一个 一百八十 天 这个 半年 包 的 它 是 只有 一百八十 天 这个 时间 之内 的 不是 说 每 每天 的 时间段
您好 请 讲   嗯 他 这边 的 流量 总共 是 有 五 g 啊 大概 这 流量 只能 用 五百 兆 才能 共享 然后 四千 六百 二十 兆 好 的 这样 它 里面 有 其中 三十元 可以 共享 也就是说 您 能 共享 给 别人 用 的 有 三 g 五百 兆
您好 请 说   你好
您好 有 什么 可以 帮助 您   对 啊 您 这 套餐 的话 是 三 十八块 的
您好 有 什么 可以 帮 您   嗯 现在 给 您 高 的 一款 三十八 的 它 是 寒 总共 有 三百 分钟 的 通话 还有 一点 五个 g 流量
您好 请 讲   呃 您 现在 这个 是 八十八 元 的 套餐 四 g 流 呃 四 g 套餐
您好 请 说   呃 它 的 其实 是 本地 流量 无限量 达到 三十 g 的 时候 也 会 限制 它 的 上网 速度 的
您好 请 说   呃 我们 现在 有 一个 活动 是 六十块 六 g 的 流量 费用 现在 一次性 扣六 g 流量 是 一百八十 天 之内 都 可以 用要 不要 办 这个
您好 请 讲   您 要 五百 兆 左右 是 吧
您好 很 高兴 为您服务   八十八 元 的 是 我 看 一下 噢 嗯 八十八 元 的 是 二百 二十分钟 通话 七百 兆 的 流量
您好 请 说   呃 我们 现在 有个 比较 优惠 的 是 半年 包 就是 六十块 钱 六个 g 的 半年 内用 掉 就 可以 了
你好 很 高兴 为您服务   十块钱 一 百兆 可以 吗
嗯 嗯   嗯 有 像 您 下个月 所 办理 的 那个 一百八十 八 就是 一种 新 的 套餐
您好 您 请 讲   噢 那 套餐 很 多种 了 看 您 自己 要用 了 多少 兆 了
现在 有个 五十块 钱 两个 g 的 活动 期间 每个 月 只要 二十块 钱 这个 您 要 参加 这个 活动 吗   对 下个月 一号 生效
很 高兴 您 服务 您好   流量 送 您 三百 兆
您好 请 讲   您 是 浙江 的 是 吗 不是 剩下 的 是 吧
您好 很 高兴 为您服务   您好 您好
嗯 嗯   稍 等 啊 我 看 一下 流量 比较 多 的话 目前 有 一个 是 花 一次 六十块 钱 可以 买 六个 g 的 流量 这 不 这份 流量 的话 半年 内 不会 清零
您好 很 高兴 为您服务   流量 不够 用 的话 那 您 可以 加 流量 呃 下个月 是 改 七十九 这个 月 的话 可以 另外 加家 的话 那 您 大概 的话 四百五百 多兆 购买 四百多 兆 四百 三十七 兆够 吗
你好 您好 什么 需要 帮 您   开通 是 吗
嗯 高兴 您好 高兴 为您服务   呃 就是 这个 月 流量 不够 临时 加一点 嘛
您好 请 说   对
你好 请 说   呃 流量 方面 有 套餐 通话 目前 就 没 套餐 了
您好 请 讲   嗯 您 稍 等 我 看 一下 您 这 是 全球通 的 全国 打 全国 一千两百 分钟 免费 还有 接听 免费
你 要 开过 一个 十块 一 百兆 了 这种 其他 的 就 办 不了 了   对 因为 它 是 同一 性质 的 只能 存在 一个 有 十块 就 不能 再 存在 其他 的
什么 你好 请 讲   很 抱歉 我们 八十八 没有 不 限量 使用 流量 啊 无限量 使用 流量 的话 一百三十八 最低 这种
电 哎 很 高兴 为您服务   诶 您好 请 讲
您好 什么 可以 帮到 您   帮 您 核对 一下 您 稍 等
你好   请 稍等一下
您好 很 高兴 为您服务 您好   嗯
嗯 你好 请 讲 诶   二
您好 很 高兴 您 服务 您好   恩 你好
哦 您好 很 高兴 为您服务 您好 很 高兴 为您服务 您 接入 营业厅 办理   一天 一 g 一块钱 的
嗯 您好 请 说   现在 流量 包 活动 有 一个 六十块 钱 六个 g 如果说 只是 这个 用 的话 您 可以 开 一个 三十块 五百 兆 呃 三十块 一个 g 今天 按天 折算 就 您 费用 的话 只收 那个 十二块 八毛 二 流量 有 四百 三十七 兆
您好 请 讲   有 每月 一 百兆
哎 您好 请 说   有 新 的 三八 套餐 这 款 套餐 它 在 做 那个 机 转告 的 升级 活动 针对 新 用户 接 短信 项目
您好 请 讲 噢   手机 流量 包是 什么 情况 呃 我 这边 给 您 查看 的话 您 这 张卡 呃 流量 的话 是 你 自己 套餐 内 和 家庭 七十九 套餐 里面 有 赠送 一 g 的 省内 流量 然后 您 额外 自己 有开 一个 三十块 钱 五百 兆 流量 包 那 就 一点 五 g 流量 可以 用
呃 您好 请 说   嗯 总 通话 是 一千两百 分钟 福建省 内 流量 无限 全国 流量 两个 g
下午 好 请 说 请问 什么 可以 帮助 您   请 稍等一下 那 这边 的话 有个 流量 的 活动 您 要 不要 办 一个 流量 活动 这个 有效期 是 半年 有效 会 比较 优惠 它 那个 的话 是 一次性 花 六十块 钱 然后 的话 可以 购买 六个 g 的 流量 半年 有效
您好 您 请 讲   您好
您好 请 讲 你好 谢谢 你 啊   可以 我 马上 给 您 开 一百八十 天 以后 到期 自动 取消 或者 如果 您 有 提前 用 完 提前 取消 流量 是 全国 通用 的 噢 挂机 以后 就 可以 用 了 给 您 开好 了 嗯 嗯 好好 行 行行好 的 不 客气 啊 祝您 阖家幸福
您好 请 讲 喂 你好   这个 月 流量 不够 用 的话 今天 比较 多开 的 有 一种 原价 三十元 一 g 的 流量 包 然后 今天 开通 收 您 十三块 八 流量 有 四百 七十一 兆
您好 请 讲   你 说
您好 请 讲   套餐 是 五十八 晚上 有 八十八 往 下 的话 有 三十八
您好 是 新装 宽带 吗   请问 下 您 是 本机 这个 号码 要 办理 吗
您好 请 说   是 三百 分钟 一点 五 g 流量
嗯 您好 请 说 您好   那个 我 想
你好   你好
你好 请 讲   恩对 您 现在 是 想 安装 宽带 是 吗
嗯 哎 你好 很 高兴 为您服务   恩 你好
您好 请 说   噢 没关系 我来 给 您 核对 一遍 吧 昨天 我 看到 确实 是 您 下个月 生效 一个 叫 新飞 享 五十八 您 可能 是 看到 他 前面 写 的 内容 说 国内 打 国内 一百 分钟 然后 流量 五百 对 吧 然后 它 后面 还有 还有 接下去 是 说 在 福建省 每个 月 还 会 赠送给 您 两千五百 多 的 省内 流量 和 本地 都 是 指向 吗 厦门 打 全国 的 三百 分钟 也就是说 下个月 如果 您 在 厦门 分钟 数是 四百 分钟 流量 是 三千多 兆 以后 每个 月 都 是 这样 只要 您 在 厦门 每月 都 有 这么 多 内容
中午 好 请 讲   那 是 全家 统 套餐 有 送 一 百兆 宽带
您好 请 说 你好 我 想 请问 一下   然后 如 如果 要装 宽带 的话 有 什么 优惠 套餐 吗 呃 装 宽带 的 我 马上 给 您 转接 我们 宽带 专席 有 专人 专线 给 您 介绍 好 的 不要 挂机 马上 给 您 转接
嗯 您好 请 讲   流量 套餐 有 啊 嗯 你 这边 现在 的话 您 是 要 这个 月 用 的 还是 长期 用 的
好   我 想 那个 更加 有没有 什么 加油 包 流量 加油 吧
您好 很 高兴 您 服务   呃 对 啊 在 漳州 本地 不 限量 使用
您好 有 什么 可以 帮 您   嗯 是 有 这种 套餐
您好 很 高兴 为您服务   嗯 嗯 你 要 办 移动 宽带 是 吗
您好 请 说 您好   诶 请 说
您好 请 说   就 一种 十块 一 百兆
您好 很 高兴 服务   哎 请 说 嗯
然后 嗯 您好 请 讲   宽带 套餐 是 吗 是 有款 含 宽带 的 套餐 有 一款 七十九 的 它 里面 就 含 一条 宽带 的
您好 很 高兴 您 服务   不能 啊 香港 是 等 于是 国际漫游 要开 香港 的 流量 包
您好 请 说   呃 请 说
很 麻烦 五 你好   嗯 这 是 一个 一 百兆 省内 流量 的 您 是 有 参与 手机 营业厅 您 升级 上去 之后 进行 登录 免费 赠送给 您 了
早上好 请 讲   二十元 的 嗯 你 这里 的话 现在 有 一个 三十块 钱 二十块 钱加 不 进来 的 要不然 就订 一个 安心 包 或者 是
嗯 嗯 嗯 嗯 您好 很 高兴 您 服务   你好
呃 就 本月 办嘛 您 大概 需要 多少 兆   一兆 两兆 那 两 百兆 两毛 九 啊 您 大概 需要 多少 流量 比如说 现在 一百两百 兆 这 样子 的
您好 您 请 说   你好 喂 诶 你好
啊 您好 您 请 说   嗯
您好 请 讲 您好 请 讲 您好 听得见 吗   呃 三百 分钟 没错 还有 一点 五 g 流量
您好 高兴 为您服务   啊 诶 好 的 马上 给 您 查 一下
您好 请 讲   流量 包有 个 半年 流量 包 比较 优惠 半年 流量 包 六十块 钱 给 您 六 g 的 流量 有效期 半年
您好 请 说   去 哪里 漫游 呢 出国 吗
您好 请 讲   您好 嗯 您 说
呃 你好 请 说   噢 可以 一百二十八 您 这边 是 呃 国内 拨打 国内 七百 五十分钟 流量 三十 兆
您好 什么 需要 帮 您   五百 兆 就 当天 内 有效
您好 高兴 为您服务   哎 是 您 还 没有 安装 是 吗
什么 您好 请 讲   哎 请 说
您好 请问 什么 可以 帮 您   哦 现在 三十八 那个 套餐 要 比 三十八 更 低 的 套餐 或 新 入网 转入 那 我们 现在 已经 是 三十八 的 您 就 不能 转 那个 了 可以 转 其他 的 嗯
您好 很 高兴 您 服务 您好 请问 什么 可以 帮助 您 的 吗   比如说 呃 对 八十八 套餐 里面
嗯 嗯 您好 请 讲   呃 我 想
您好 高兴 服务   恩要 咨询 什么 问题
