为 您 您好 很 高兴 为您服务 喂   幺 五零 五九 幺 六 四九 幺 六
您好 很 高兴 为您服务   这个 我 这边 查不到 您 要查 的话 要 在 网上 查 您 的 通话 详 单打 通了 对 吧
好 很 高兴 服务   恩
您好 很 高兴 为您服务   服务 密码 是 吧
您好 很 高兴 为您服务   个人 名字 登记 的
您好 很 高兴 为您服务 条 手机 实名 认证 手机 幺 八三   手机 密码 知道 吗
您好 很 高兴 为您服务   呃 服务 密码 的话 是 自己 设置 的
您好 很 高兴 为您服务   服务 密码 查不到 的 只能 重置 的 啊 请 您 发送 幺 零六 三到 幺 零零 八六 可以 进行 密码 重置 幺 零三 幺 零六 三发 到 幺 零零 八六
您好 很 高兴 为您服务   预不对 就 可以 了 您 看 可以 吗 可以 的 请 报 一下 好 吧 噢
您好 很 高兴 为您服务 对 对 您好 很 高兴 为您服务 服务 密码 是 什么 呢   唉 对
您好 很 高兴 为您服务   但是 上海 移动 客服
您好 兴 您 服务   请 讲 什么 问题
您好 很 高兴 为您服务   这个 我 这边 没有 这个 功能 的 上海 移动 没有 这个 功能 人工 客服 没有 要么 去 营业厅 才 营业厅 应该 可以 查 的
您好 很 高兴 为您服务 喂 你好 我 想 问 请问 一下 本 机 机主 是 叫 徐 丹皮 吗 呃 身份证 号码 报 一下 吧 三 幺 零二 二九 幺 九九 零零 幺 零 二三 零 二六 对 吧 嗯 对 正确 的 还有 什么 可以 帮 您
您好 很 高兴 为您服务   嗯 嗯
可以 重新 设置   为 您 转接 语音 您 稍后 根据 语音 提示 重新 设置 新 的 服务 密码 六位 数字
很 高兴 为您服务   呃 您 说 的 是 什么 密码
您好 很 高兴 为您服务   噢 服务 密码 查不到 的 只能 重置 您 可以 发送 幺 零六 三到 幺 零零 八六 就 可以 进行 密码 重置 了 一个 我 我 什么 什么 路 幺 零六 三发 到 幺 零零 八六
您好 很 高兴 为您服务   服务 密码 是 无法 查询 的 看 可以 重新 设置 新 的
您好 兴 为您服务 您好   方面 问题 的话 这个 只能 重新 设置 了 你 打 幺 零零 八六 按 四号 键 语音 提示 再 申请 一下 愉快 再见
很 高兴 为您服务   那 您 积分 兑 呃 这个 服务 密码 对 吗 您 当时 办理 的 姓名 身份证号 知道 吗
很 高兴 为您服务   服务 密码 这边 确实 的 无法 查询 到 的 如果说 您 要 重置 密码 的话 要用 幺 三 六 这个 本 机 移动 手机 您 打 幺 零零 八六算 四号 键 再 转 一号 键 根据 语音 方式 可以 重置 新 的 密码 的
您好 很 高兴 为您服务   号码 忘记
您好 很 高兴 为您服务 您好   身份证 号码 能报 一下 吗
您好 很 高兴 为您服务   我 想 修改 一下
对 身份证 号码 知道 吗   知道 的 是 吧 那 我 帮 您 转接 到 语音 自己 根据 语音 提示 设置 一个 六位数 服务 密码 自己 设 一个 好 吧
您好 兴 您 服务 您好   密码 的话 您 把 这 手机卡 上面 给 到 您 的 一个 密码 六位数 固定 那么 如果 您 这个 忘记 的话 您 可以 重新 设置 的 您 打 那个 幺 零零 八六 按 四号 键 根据 语音 提示 再 设置 一个 新 的 就 可以
您好 很 高兴 为您服务   二
您好 很 高兴 为您服务   请报 一下 名字 和 身份证 号码
您好 很 高兴 为您服务   手机 服务 密码 他 是 要 自己 通过 发短信 查询 的 您 可以 发 密码 两个 中文 到 幺 零八六 我 把 那个 查询 的 方式 发
您好 很 高兴 为您服务 对   你 报 一下 名字 身份证 我 看 一下
您好 高兴 为您服务   你 说 密码 对 吧
您好 很 高兴 为您服务   呃 密码 的话 是 您 自己 设置 的 我会 把 设置 方式 我 也 没事 的话 我 帮 您 发送 就 发送 设置 方法 您 自己 设置
您好 请 说   初始密码 每张 卡 都 不 一样 的 初始密码 是 自己 设置 的 六位数 的 服务 密码
高兴 为您服务 您好   好 的 号码 多少
就是 要 要 要 什么 密码 手机 服务 密码 号   办理 的话 我们 默认 会 给 您 一个 手机 服务 密码 知道 反正 直接 通知 您 的 这个 这个 密码 的 您 可以 通过 我们 这边 或者 您 自己 登陆 我们 移动 官网 网站 可以 办理 一些 业务 查询 可以 用到 这个 密码
为您服务   好 呃 姓名 身份证
您好 很 高兴 为您服务   您好 很 高兴 为您服务 九二 我要
您好 很 高兴 为您服务 喂 你好 你好   嗯 嗯
