诶 你好   呃 请 说   哎 你好 诶 我 像 我 这个 手机 如果 是 在 跨地区 一分钟 是 多少 钱 呐 打   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
您好 请 讲   我 问 一下 就是 现在 办个 宽带 是 多少 钱 呀   呃 我 这边 马上 帮 您 转 宽带 客服 您 可以 了解 一下 具体 资费 啊   噢
嗯 嗯   您好 很 高兴 为您服务 您好   呃 你好   您好 请 说
很 高兴 为您服务   诶 请问 下 你们 那边 流量 包都 有 什么 价位 啊   流量 包是 吧   对 对 对 流量 包
您好 请 说 诶 你好 帮 我 咨询 一下 啊 我 帮 我 查询 一下 这个 本机 哎 总 的 套餐 是 是 怎么 消费 您 这码 卡 是 无线 座机 的 请问 你 一下 是 无线 座机 每个 月 通话 保底 消费 十块钱 只要 您 在 就是 南安 省新 片区 这边 的话 拨打 就是 本地 的 本身 泉州 的 移动 号码 两千 分钟 之内 免费 就是说 就是 在 我们 自己 南 安南 是 里面 的 范围 然后 打 打出 泉州 的 拨打 泉州 的 移动 号码   噢   就是 两千 分钟 没 呃 免费 的 对 如果 超出 的 分钟 数 或者 是 拨打 非 移动 的 号码 那么 前 三分钟 按照 每分钟 两毛 噢 两百 分钟 按照 两 毛钱 后面 按照 每分钟 一毛钱 来 计算 就是 是 打打 打 本地 电话 的   噢
很 高兴 为您服务   喂 你好   诶 您好 请 讲   那个 呼叫转移 接电话 是不是 也 有 消费 的
您好 请 说   哎 你好 我 想 问 一下 我 这个 套餐 是 多少 钱 的 套餐   您 稍 等 我 看 一下 您 现在 是 我们 这个 三十八 的 套餐 然后 另外 的话 您 这 有 个 宽带 的 业务 然后 每个 月 是 收 您 四十 一块 活动 是从 这个 月 开始 要 收费 的 其他 没有 了   嗯 那 我 问 一下 我 这 三十 八块钱 的 套餐 里面 含 多少 流量 呢
您好 请 您 说   你好 呃 我 手机号 是 开通 了 一个 流量 的 安心 包 啊 是 没错   有 开通 呢   嗯 它 是 收费 怎么 收 的
嗯 您好 诶 您好 你 你 帮 我查 一下 那个 步行街 的 那个 二十七 栋 九 十几号 的 宽带 你 帮 我查 一下 费用   呃 您 是   本 机号码 绑定 的 移动 宽带 续费 对 对 稍等一下   感谢 耐心 等待 您 本 机号码 办 的 那个 宽带 是 一个月 三十 就 您 说 的 那 那个 账号 的 尾数 零 幺 的 那个 它 是 一个月 三十 一块钱 买 一年 送 一年 呃 今年 的 九月份 是 这个 第二年 的 第一个 月 了
您好 请 讲 您好   哎 你好 我 这个 套餐 是 多少 钱 你 帮 我查 一下   八十 八块钱 一个月 的 现在 好像 有个 新 的 八十 八块钱 的 套餐 取消 要 这个 套餐 呢 就是 新版 的 二 零 幺 四版 版 的 您 现在 是 要 改 这个 套餐 吗 我 我 想 了解 一下 套餐 那种 是 什么 它 是 这 样子 的 嗯 三百 分钟 全国 用 的 然后 九百 分钟 本地 打 国内 电话 加 起来 一千两百 分钟 国内 流量 五百 兆 省内 流量 四千 六百 二十 兆加 起来 的话 是 三个 g 的   噢 就是 流量 就是 就是 它 的 通话时间 就 等于 说 如果 在 本地 去 打 国内 电话 也 是 有 九百 分钟 免费 通话时间 啊 对 在 厦门 反正 我用 我 原来 是 我 原来 只有 三百 对 不 对
您好 请 讲   等 下 你 帮 我查 一下 我 这个 宽带 多少 钱 呀   您 稍 等 我 帮 您 看 一下 噢 先生 您好 感谢 耐心 等待 您 这个 是 到 二零一 七年 的 十一月 一号 到期 十一 十一月 一号   那 这个 那 我 那个 但是 发 发短信 过来 他 说 还有 十五条
您好 很 高兴 为您服务 考虑 保留   哦 你 你 帮 我 查询 一下 我 现在 套餐 是 多少 钱 然后 还有 什么 其他 附加 的 套餐 吗 其他 的 业务 套餐 帮 我 查询 一下   好 的 稍 等 对 您 这 买 月租费 五十八 元 的 有 个 来电 提醒 两块钱   噢 知道 呢
嗯 您好 请 说   诶 你好 我 想 咨询 一下 那个 宽带 装装 你们 有限 那个 也 是 网络 电视 的话 需要 二十块 钱 充值 费 吗   噢 对 他 是 有 个 安装费 对   那 我 现在 呼叫 安装 也 要 收嘛 我 之前 呢 也 要 收 吗
您好 很 高兴 为您服务   啊 我 问 一下 我 那个 套餐 一个月 是 交 多少 钱 噢   您 这边 是 和 家庭 九十九 的 套餐   不是 我 一个月 好像 是不是 交 九十九 元 还是 五 还是 他 有 补贴 多少 我 去 交 六十元 吗
噢 您好 请 讲 嗯   哎 就是 我 我 今天 人人 在 香港 吗 这边 的话 那个 流量 的话 十块 你们 有没有 什么 区 有没有 超过 七天 了 好 的   呃 请问 一下 先生 您 在 香港 几天 呢   一天 嘛 一天 一天两天 吗
没有   您好 很 高兴 您 服务   喂 你好 我 想 问 一下 这个 套餐 都 有 多少 钱 呢   嗯 女士 您 现在 办理 是 十八块 钱 的 你 要 更 高 的 还是 想 了解 更 低 的 呢
你好   好   您 请 说   喂 你好 我 我 这个 我 这边 真的 不是 装 那个 装 宽带 嘛 他们 现 现在 你 给 我 说 那个 订 工作人员 跟 他 讲 有 装 的 时候 他 给 我充 上去
您好 请 讲   啊 我 想 开通 一下 那个 国际 服务 了 通话 的   国际漫游 是 吧   嗯
您好 请 说 你好 我 想 问 我 这边 分钟 打 完 了 嘛 我 就 申请 怎么 就 打 完 了 是不是 好 的   那 马上 帮 您 检查一下 请 您 别 挂 呃 您 是 说 的 没错 分钟 数 目前为止 帮 您 查询 用 完 了   就 打 完 了 分钟 到 多少 分钟 啊   三百五十 分钟
你好 请 讲   嗯 小姐 问 一下 我 这个 这张 这个 套餐 如果 一百 分钟 用 完 以后 每分钟 是 多少 钱   呃 超过 以后 是 一毛 九 一分钟   噢 我 这个 一百 分钟 是 免费 是不是
您好 请 说   不要 哎 你好 嗯 我 购买 一个 流量 怎么 怎么 怎么 过来   先生 您 需要 多少 流量 呢   块钱
呃 很 高兴 为您服务   可以 诶 喂 我 请问 一下 那个 飞享 套餐 八块钱 一个月 八块钱 的 飞享 套餐 是 怎么回事 怎么 收费 的   八块钱 里面 有 三十分钟 免费 通话 来电显示 其他 就 没有 了   三十分钟 什么
您好 请 说   喂 请问 一下 我 这个 当地 卡 那个 这个 福州 问题 能用 的 时候 是 怎么 收费 的 吧   福州 是 吗 啊 呃 这边 的话 是 全国 接听 免费 全国 拨打 一分钟 一毛 九   噢 全国 免费 一分钟 一毛 九 啊 对 哎行 是 接听 呃 挂机
您好 很 高兴 为您服务   诶 你好 诶 我 想 办理 问 一下 诶 我 这 这 这个 卡是 打 和 接 是 多少 钱 帮 我查 一下 看 一下   接听 要钱   嗯 嗯
你好 嗯   您好 请 说   喂 你好 我 想 问问 我 这个 套餐 费 和 上次 查 的 那个 我 宽带 退订 了 有 没 帮 我 退掉 了   好 您 稍 等 我 马上 帮 您 查 一下 记录 好 的
您好 很 高兴 为您服务   喂 你好   诶 那个   我 想 问 一下 我 这 套餐 是 是 三十八 元 的 是 吧
您好 请 讲   嗯 你好 我 想 问 一下 那个 这卡 那个 办 那个 无线 那个 流量 卡 那个 那个 就是 要 多少 钱 一个月   无限 流量 卡 您 在 本地 用 还是 在 福建省   还有 什么 可以 帮 您 的 来
你好   喂   您好 请 说   那个 特色 那个 手 特设 加油 包 那个
诶 您好   诶 你好   嗯   那个 我 想 呃 我 想 问 一下 现在 异地 接听电话 还要 漫游费 吗
很 高兴 为您服务 您好   呃 你好 请问 一下 你们 现在 移动 这边 最 便宜 的 这个 月 套餐 是 多少 钱 啊   十八块   二十八 块 的 是 吧 但是 哥哥 地方 的 这个 营业 营业点 都 能 办理 是 吧
从 这个   月 就 能查 嘞   哎 你好 你 帮 我 看 下 都 是 我 这个 套餐 是 多少 钱 套餐   噢 十八块 的 全球通
很 高兴 为您服务 您好   嗯 问 一下 你 这 这个 这个 卡 如果 达到 那个 莆田 涵登 那个 这个 话费 怎么 算   您 稍 等 我 帮 您 查 一下 人 是 在 福州 打是 吗   人 在 平常 啊
您好 请 讲 你好   呃 喂 您好   请问 小姐   问 你 一下 噢 那 如果 手机 呃 如果 我 到 厦门 有没有 长途 费用
嗯 嗯   啊   您好 请 讲钟 您好 诶 您好 我要 拿 那个 五百 兆 流量 多少 钱 啊 五百 兆 因为 现在 已经 是 十九号 今天 没有 刚好 五百 兆 的 有 四百 三十七 兆 十二块 八 这个 可以 吗 五百 兆 流量 啊 我 不 知道 现在 没有 五百 兆 的 就是 有 四百多 兆 的 十二块 八 可以 吗 你好 这个 套餐
您好 请 讲   呃 您好 我 刚才 的话 就是 呃查 到 的话 我 这边 的话 呃 有 来电 提醒 的 一个 一个 业务 每个 月 需要 三块 钱 是 吗   我 看 一下 啊 嗯 您好 您 这边 对 有 个 来电 提醒 那 来电 提醒 的话 我查 了 一下 您 这边 是 有 个 活动 的 优惠 三个 月 的 您 是 呃 有用吗 不用 我 直接 帮 您 登记 活动 到期 的 时候 给 您 关掉 一下   嗯 我 那 我 我 想 问 一下 就是 我 现在 的话 那个 四 g 的 飞享 套餐 的话 它 是 里面 就 没有 来电 提醒 不是 没有 来电
您好 请 说   我 想 问 一下 就是 要是 别人 它 说 什么 要 我 的 电话号码 然后 做 那个 什么 学 联系 学校 的 无线 就是 注册 那个 是 要 收费 的 吗 就是 拿 那个 电话号码 去 那个 注册 那个 学校 的 wifi 吗 那个 是 要钱 的 吗   注册 学校 的 wifi 办 学校 宽带 吗 还是 什么   不 知道
您好 请 讲   喂 你好   诶 您好   诶 这个 本 机 套餐 是 十八块 的 是 吧
您好 请 讲   诶 现在 三十八 元 套餐 呢 那个 现在 是 怎么 算   多少 八十八 吗   三十八
您好 请 讲 您好   你 帮 我查 一下 我 这个 办 的 时候 现在 办 这 宽带 是 怎么 收费 的 呀   好 的 那 您 先 稍等一下 我 马上 帮 您 看 一下   好 我们 已经
哎 您好 请 说   你好 我 帮 我查 一下 我 这个 手机号码 绑定 的 这个 宽带 是 怎么 收费 的   宽带 是 吗 稍等一下 我 帮 您 看 一下   啊 然后 改 一下 手机 嗯
您好 高兴 为您服务   诶 请问 一下 流量 对 一 百兆 多少 钱   一 百兆 十块   十块 在 本地 银行卡 买 一 百兆 买 十块钱
嗯 您好 请 说   对 你好 那个 我 想 咨询 一下 那个 港澳台 开通 港澳台 港澳台 那边 这个   玉   漫游 的 这个 业务
您好 请 讲   呃 您好 我 想 请问 一下 你 帮 我查 一下 我 现在 补 寄 这个 套餐 啊 到底 是 多少 钱 一个月 的   好 我 帮 您 看 一下 啊   恩
您好 请 讲   不了 诶 你好 我 这个 套餐 是 多少 钱 呐 的   套餐 是 十八块 钱 的 套餐   我 上个月 是 消费 了 多少 钱 呐
您好 什么 帮 您 诶 喂 你好 我 想 问 一下 呃   这个 发 一条 短信 是 多少 钱   呃 一条 短信 是 一毛   密码 噢
你好 早上好   喂 你好 我 想 这个 我 这个 本机 的 套餐 费是 多少 的   呃 您 用 的 基本 的 套餐 八十八 块 的   那 我 能 更改 吗 改成 那个 三十八 或者 四十八 元 的 有没有
早上好   哎 你好 我 想 查询 一下 那个 如果 办 那个 国内 流量 的 吗 当天 的 是 什么 费用   好 的 我 帮 您 查看 一下 确定   嗯 嗯 就是 只有
呃 你好 请 说 你好 我 想 问 一下 我 目前 这个 套餐 是 怎么 资费 跟 我 说 一下 喂 你好 哎 验证码 您好   您 说 呃 您好 不好意思 您 刚才 声音 太小 我 这边 没有 听到   我 说 我 目前 手机 是 什么 套餐   呃 您 目前 是 八十八 的 套餐
哎 您好 请 说   呃 我 想 问 一下 我 这 张卡 现在 在 外地 接电话 要 不要 话费 呀   不用 这 张卡 全国 接听 免费 离开 厦门 打电话 也 是 一毛 九   嗯 那 我 想 问下 打电话 嘞
您好 很 高兴 为您服务   二 我 我 问 一下 我 如果   挂 短信 给 别人 的话   你 那个 全花
您好 请 说 呃   嗯 请问 那个 加油 包出 初始化 一个 g 多少 钱   加油 包 如果 一个 g 要 您 就 可以 开 那个 原价 我 帮 您 看 一下 有个 便宜 一点 的 因为 它 一个 就 不到 一个 g 点 的 就是 原价 五十块 现在 只要 收 您 二十 一块 三毛 七 然后 流量 有 八百 七十五 兆   那 全国 的 是不是 全国 的 全国 它 这个 是 全国 流量 然后 请 您 接入 取消 的 二 二十 呃 是 八百 兆 多
您好 请 讲   我 我 帮 我查 一下 我 套餐 是 多少 钱 的   啊 好 我 查看 您 本 机号码 现在 用 的 是 超级 网聊 三十九 套餐 一个月 三十九 块 然后 下个月 一号 就 改成 新飞 享 五十八 套餐   噢 改 了 十八 套餐 呢
您好 请 说 幺 喂 你好 诶 您好 诶 我   问 一下 我 那个 流量 是 省内 流量 但是 我 连 现在 在 河南 的 流量 是 国内 流量 已经 用 完 了 这个 流量 是 怎么 算 的 超 了 超 了 保证 超 了 七八百 兆   您 在 外省 是 省内 用   我 现在 人 在 河南 的
您好 请 说 您好   我 这个 套餐 是 多少 钱 的 嘞   您 套餐 现在 是 八块钱 然后 外加 每天 一块钱 一个 g 的 本地 流量   你 说 多少 钱
您好 很 高兴 为您服务   喂   你好   喂
您好 请 说   诶 现在 装 宽带 的话 多少 钱 呢   啊 现在 有 两种 方式 就 一种 就是说 有 一个 宽带 套餐 就 说 办 一个 七十九 元 套餐 它 就 免费送 您 宽带 嗯 省外 呢 就是 有 一个 包月 的 就是 一个月 六十块 钱 这样   噢 那个 七十九 套餐 是 包年 的 吗
您好 请 讲   诶 问 一下 我 这个 呃 套餐 嗯 是 多少 钱 呢   套餐 是 八块钱 的   有 包含 三 十八块
您好 很 高兴 为您服务   诶 请问 一下 那个 我 的 那个 呃 套餐 以外 的 每分钟 要 多少 钱 啊   呃 您 这 套餐 以外 每分钟 多少 钱 是 吗 呃 一毛 九   我 套餐 已经 用 完 了 这个 是 吧
您好 很 高兴 为您服务   嗯 比如说 我 这 张卡 拿到 山西 套餐 会 怎么 算 的 上网   它 流量 的话 只有 省内 流量 在 外省 的话 它 要 那种 就是 另外 就是 开通 国内 的 那种 流量 就 等于 说 它 套餐 有个 十块钱 一 百兆 的 那 就 说 那 一 百兆 流量 就是 全国 的   噢 那 你 可以 帮 我 开通 一下 吗
问题 吗 您好 请 说   你好 我 想 问 一下 我 现在 套餐 是 多少 钱 的 套餐   呃 五十元 流量 卡 自带 两个 g 的   嗯 不是 那有 其他 的 套餐 吗 流量 多 的
好 请 说   你好 呃 帮 我 查询 下 这个 卡 呃 套餐 接电话 交钱 吗   接听 的话 是 免费 的   接听 免费 不 还是 任何 地方 打 这 部手机 都 是 免费 吧
您好   诶 问 一下 我们 现在 有 一种 什么 新乡 经 超微 信想费 套餐 是 怎么 资费 是 什么样 的   就 新飞 享 套餐 是 吗   噢 可能 是 诶
您好 请 讲   哎 那个 美女 请问 一下 我 现在 本 机 套餐 是 多少 钱 的 套餐   噢 我 帮 您 看 一下 您 本机 神州行 本地 二十八 块 的 套餐   对 对 对
您好 请 讲   你好 今天 今天 有个 那个 什么 幺 二 五八 零 的 一个 什么 短信 的 那个 那个 那个 那个 那个 那个 什么 包 啊 那个 是 要 收费 了 吗 你 帮 我 取消 掉 呗 哎   噢 幺 二八 零 那个 生活 播报 是 免费 的 要 取消 吗   呃 取消 吧 好像 那个 一直 跳 一直 跳跳 而且 占用 很大
您好 很 高兴 为您服务   喂 你好 我 想 咨询 一下 我 这个 号码 办理 那个 宽带 的 费用 问题   好 的 那 这 我 要 帮 您 转接 到 宽带 时 的 您 详细 咨询 一下 好 吗   嗯 嗯
您好 请问 什么 号   喂 你好   您好 您 说   我 想 我 想 问 一下 就是说 呃 现在 这个 我 那个 飞享 套餐 二十八 流量 的 你们 这个 语音 通信 五十元 二十分钟 是 免费 的 吗
您好 很 高兴 为您服务   哎 你好 我 想开 我 想 问 一下 我 要是 开通 就是 几天 那个 国际漫游 的话 收费 是 怎么 收费 啊   但是 按照 每个 国家 资费 不同 收到 然后 这边 国际漫游 只是 一个 功能 不收 您 费用 您 需要 哪个 国家   呃 日本
高兴 为您服务   呃 喂 你好 我 想 咨询 一下 你们 那边 宽带 的 这个 情况 就是 一年 多少   宽带 是 什么 问题 是 办 一下 宽带 对 吗   对 新办 宽带 的话 就 一年 的 费用 是 多少 上 就 问 一下
您好 很 高兴 为您服务   唉 你好 那个 我 想 办 一个 宽带 就是 这个 现在 有 什么 套餐   呃 宽带 的话 有 那个 按年 收费 的 还有 那种 承诺 消费 送 宽带 的   有 呀
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我们 这个 手机号码 的 那个 宽带 业务 是不是 到期 了   嗯 来电 号 办 的 宽带 吗   对 就 这个 啊 这个 号码 办 的 宽带
六 九二 九九   您好 很 高兴 为您服务   再见 我 现在   您好 很 高兴 为您服务
您好 很 高兴 为您服务   喂 你 那个 我 看 刚才 在 官网 那个 什么 关   不 客气   下 我 本 机号码 的 套餐
您好 很 高兴 为您服务 喂 你好 我 想   这个 买 这个 流量 是 怎么 买 的 咨询 一下   买 流量 是 吧 本月 的话 您 可以 买 一个 三十块 钱 有 三个 g 的 流量 都 懂   本月 是 三十块 钱 没 包有 有 三个 g 的 流量
对 您好 高兴 您 服务 喂 你好 这 手机 这个 月 套餐 那个 十六元 的 充 资费 是 怎么 收 的   您 说 十六元 的 对 吧 那 这边 就是说 是 这 样子 的 您 不是 您 是 要 改 套餐 是 什么   我 想 问 一下 咨询 一下   就是 现在 现在 没有 十元 套餐 现在 最 基础 就 十八元 的
您好 恩   嗯 嗯 我 想 问 一下 我 手机 里面 有个 魔百盒 还是 送 那个 对   魔百盒 是 什么   是 那个 是 什么 费用 啊 是 什么 费用 是 吧 它 那个 是
喂   您好 请 讲   唉 你好 我 问 一下 我 刚才 这个 手机 跟 弄 的 那个 号码 我 告诉 你 听 一下 好 吧   幺 五二 幺 五二 幺 五零 幺 八 二六 幺 八二
您好 很 高兴 为您服务   这样 我 问 一下 我 这个 号码 到 外地 打 打电话 的话 呃 接电话 要钱 吗 到 外省 是 吧 对 对 对 额外 省 的话 您 打电话   您 这个 是 铁通 固话 不能 到 外省 用 的 呀 应该 是 固话   外省 用 不了 了
哦   呃 您好 很 高兴 为您服务   唉 你好 呃 我 这边 是 想 问 嗯 手机号码 幺 三七 诶 零 幺 六六 五四 八零 然后 开通 那个 就是 去 台湾 的 那个 漫游费 用   国际漫游 是 幺 三七 零 后面 多少
您好 很 高兴 为您服务   唉 你好 你 帮 我 问 一下 我 这个 套餐 是 多少 钱 的   套餐 十八块 的 呀 十八块 唉 对   噢 他 有没有 赠送 什么 东西 啊
您好 很 高兴 为您服务   喂 你好 我 想 我 想 呃 这个 套餐 下个月 给 我 改成 那种 流量 多一点 的 就是 电话 少 一点 的 它 是 多少 钱 一个月 的   流量 多 通话 少 流量 大概 需要 多少   一个 g 的 因为 我 上 一个月 就是 一个 g 的
您好 兴 为您服务   哎 你好 我 想 问 一下 啊 比如说 人家 打电话 给 我 我 把 人家   按 取消 这个 算 通话 的 吗 噢 普通话 呀 不 通话 对 吧 对 是 的   不 扣费 的 对 吧
您好 很 高兴 为您服务   你好 我 想 请问 一下 现在 四 g 套餐 里头 最 便宜 的 是 多少 钱   便宜 的 能 改 的 最 便宜 是 十八块   噢 然后 就 给 我 打电话 怎么 说 有 六十八 有 七十八 的 你 说 十八块 是 开通 东西
您好 很 高兴 为您服务   喂 你好 什么 你好 唉 我 想 请问 一下 我 是 就是 通话 两百 分钟 两百 二十分钟 通话 断掉 了 有 这 座机 分钟 啊   你 什么 时候 一分钟   一毛 九 啊
您好 很 高兴 为您服务   唉 你 给 我   十块钱 扣 多少 流量 十块钱 十块钱 可以 改一 百兆   就 一 百兆 啊
您好 高兴 为您服务   喂 你好   请 说   唉 你好 那个 我 的 套餐 还是 怎么 收费 的
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 就是 咱们 现在 这个 宽带 一 百兆 现在 是 多少 钱   呃 移动 的 呃 家庭 宽带 一 百兆 对 吧 先   噢 对
您好 很 高兴 为您服务   唉 我 请问 一下 话费 啊 就是说 到 这个 柬埔寨 去 这个 到 了 当地 以后 我 跟 导游 之前 这个 话费 多少 钱 不 在   柬埔寨 对 请 稍等一下 好 谢谢 呃 您 打 国内 电话 的话 九毛 九 一分钟 对 对   哎 就 说 充钱 不 在 打 到 国内 是 吧 九 八九 就是说 我 是 在 当地 我 跟 这个 名字
您好 请 讲   噢   现在   我 想 问 一下 你 能 帮 我查 一下 我 现在 用 的 这个 套餐 是 每个 月 几块钱 的 套餐
您好 很 高兴 为您服务 哎 你好 我 想 问 一下 这个 流量 十块钱 流量 多少   十块钱 您 是 说 这个 月 临时 加 十块钱 吗   嗯 我 现在 流量 没有 了 吧 还有 零 不再 闪 的   找 一个 十 十块 左右 这个 九块 两毛 四 一百六十 一兆 下个月 我们
为 您 您好 很 高兴 为您服务   唉 你好 我 问 一下 我 现在 这个 手机 是 集团 短号 是 多少 钱 一个月 的 呢   公司 短号 是 吧 我 刚才   这样 的 再见
您好 很 高兴 为您服务 哎 你好 我想查 一下 这个 呃 电话卡 的 资费 的 状况 您 现在 是 一个 神州行 的 大众卡 十块钱   其他 消费 就 想 稍等一下 啊 嗯 嗯 其他 收费 项目 就 没有 了 就 这些   啊 我 现在 就是 就 想 改 一下 这个 资费 就是说 改成 比较 优惠 的 可以 上网 的 那种 流量 吗 噢 您 上面 还有 个 一块钱 的 ip 长途   都 可以 我 就是 十一块 那 如果 您 流量 的话 一 百兆 流量 够用 其他 通讯
您好 很 高兴 为您服务   唉 你好 呃 我 想 问 一下 我 想 那个 到 日本 开通 海外 漫游 呃 就 现在 的 费用 是 怎么 日本 是 怎么 计费 的   呃 您 在 日本 那边 接听电话 我 看 一下 是 呃 一块 九毛 九 一分钟 打 回 中国 内地 的话 也 是 呃 是 两块 九毛 九 一分钟   嗯 那 上网 呢
您好 兴 您 服务   唉 先生 你好   您好 您 说   呃 我 我 上次 那个 上个月 的 呃 是 手机 给 我 一号 包帮 我 给 问 一下 那个 那个 写 了 八 套餐 那个 反正 不 可以 用 现在 这个 不是 给 知道 的 行不行
您好 兴 您 服务 您好   不是 我 现在 像 月底 下个月 用 十块钱 大 大概 现在 不是 现在 到 月底 的话 大概 加多少 兆 了 呢   十块钱 现在 看 一下 我 帮 您 看   免费 你 看 一下 吧
公司 唉   您好 很 高兴 为您服务   唉 你好 我 想 唉 问 一下 那个 其他 我 的 那个 话费 对 吧 十月份 的 话费 里面 有 一项 就是 其他费用 呃 总 的 是 一千 一百零二 点 一九元 然后 刚才 我 问问 那个 人工 服务 改他 说 里面 有 一笔 宽带 的 那个 费用 那么 我 想 问 一下 具体 宽带 到底 是 多少 钱   宽带 因为 是 这个 手机号码 办 的 宽带 对 吧
您好 很 高兴 为您服务   唉 唉 唉 小姐 我 问 一下 啊 我 我们 是 嗯 本来 是 三十 号 最后 一天 八月 三十 号 呢 我 我 换 了 一个 就是 我 家里 的 都 我 是 群 呃 那个 呃 就是 家里 的 那个 六个 人 就是 互 打电话 可以 免费 的 就是 我 是 我定 的 后来 我换 了 一个 号码 然后 呢 你们 不 知道 工作人员   就是   呃 三十一 号 没 没 让 我 这个 就 换成 我 就是 一号 我 再 打电话 证实 一下 他 说 哎 呦 昨天 没人 跟 你 那个 呃 上面 就是 呃 换个 号码 看不到 然后 他 一号 跟 我 换 的 现在 换 成功 了 我 只是 想 问 一下 我们 现在 商户 再 打电话 就是 能 嗯 一号 换 的 能 不能 就是 呃 算不算 嗯 成立 了 就是 通过 了
很 高兴 为您服务   你好 我 是 想 咨询 一下 我 这个 套餐 是 有 一个 叫 什么 就是 这种 充值 亲情 电话 就是 每个 月 同步 了 以后 就是 那个 互打 信息 的 互打 这边 就是说 是 是 免费 的   对 是 的   三块 钱 随意 聊现 什么 问题 对 对 对 名叫 我 就是 想 问 一下 我 一个 进去 如果 在 外地 的 以前 不是 外地 要 这个 就是 那要 要 那个 叫 什么 漫游费 吗 现在 不是 漫游费 取消 了 嘛 我 就 这种 情况 下 如果 他 在 外地 的话 我 打电话 也 是 可以 免费 的 吗
您好 很 高兴 为您服务 唉 你好   呃 我 想 问 一下 今天 是 八月 一号 我 那个 宽带 费 应该 扣掉 了 吧   嗯 我 看 一下 您 上个月 装 宽带 是 吗   呃 不是 去年 去年 装 到 今年 正好 到 了 吗 八月份
很 高兴 为您服务 你好 您好 请 说 恩   我 向 你们 反映 就是 我 的 幺 零二 幺 零八幺 八六 这个 号码 的 问题 啊   幺 五零 二 幺 零八 幺 八 六九 是 吧   对
您好 很 高兴 为您服务   你好 是 这样 的 我 现在 流量 不够 了   恩要 加 流量 包是 吗   呃 呃 就是说 要 全国 都 能 用 的 那种
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 我 现在 套餐 的 那个 流量 快用 完 了 我 想 问 一下 你们 有 什么 加 流量 的 那 手机卡 密码 有 一个 任 我 翻 活动 一个 套餐 计算 可以 加 二十块 钱 再 给 您 是   两 一点 五一 二十块 钱 一点 五 g   是 每个 月 二十块 钱 每个 月 加一点 五 g 就 开 这个 月 啊
您好 兴 您 服务   哎 你好 我 想 问 一下 我 这个 手机 今天 的话 我 想 开通 一个 呃 去 日本 当地 的话 一个 流量 一 一个 流量 包 你们 这边 怎么 收费 的 呀   首先 开通 国际漫游 啊 这个 好 之后 的话 然后 再 看 一个 是 针对 日本 的 一个 流量 包 这边 的话 里面 有 三天 五天 七天 的   啊 我 能够 定向 开某 一天 嘛 因为 我 是 某 一天 会 在 那边 其他 时间 的话 我 不 需要
您好 高兴 为您服务   呃 喂 你好 我 想 问 一下 那个 短信 二十四块 每个 月 就是 那个 什么 视频 的 三十个 g 这个 要钱 吗   二十元 的话 它 目前 是 没有 收钱 的 就 半 年底 优惠 到 年底 从 明天 开始 收费 如果 您 明天 不用 的话 今年 十二月份 来电 取消 就行了   呃 十二月 底 取消 就 可以 了 是 吧
您好 很 高兴 您 服务 啊   喂 兆   您好 请 讲   就是 我 昨天 办 了 一个 业务 就是 最低 消费 每月 一百五十 八关 了 呃 办 那个 宽带 我 想 问 一下 就是 我 每月 只要 满 一百五十 八 那个 宽带 就 不用 另 交钱 了 嘛 每月
您好 很 高兴 为您服务   哎 你好 我 想 问 一下 哈 就是 我 现在 我 这个 号码 是 上海 的 然后 我 现在 山东 然后 我 想 这个 月 就 流量 不够 了 我 想 买 一点 就是 怎么 合适 呀   那 您 到 月底 大概 还 需要 多少   噢 就是 不看 视频 只是 发 一些 资料 什么 的 就是 你们 有 多少 钱 呢
您好 请 说 喂 你好   那个 我 想 问 一下 呃 那个 九月 一号 不是 说 那个 打 长途 是 按照 市话 收费 我 想 问 一下 市话 现在 是 多少 钱 一分钟 啊   您 这个 是 亲情 套餐 一毛钱 一分钟   那 就是 打 外地 的话 也 是 一毛 九 一分钟
您好 很 高兴 为您服务   唉 你好 我 这个 号 就是 十八元 套餐 那个 在 外地 打电话 现在 多少 钱 一分钟 啊   一毛 九 一分钟   现在 没有 长途 三毛 五一 分钟
您好 很 高兴 为您服务   喂 你好 嗯 嗯 我 想 问 一下 我 如果 是 换成 三十 八块钱 的 套餐 是 这 样子 的   三十八 套餐 是 什么 样子 吗   噢
为您服务   唉 小姐 我 问 一下 我 早上 的 办 了 这个 三 十八块 下个月 套餐 我 想 问 这个 你 给 我 看看 我 老年人 不 懂 啊 就是 打电话 还 还 能 打 吧 免费 的 好 吧   电话 通话时间 没有 的 打打 一分钟 是 一毛 九 的 没有 送 的   噢 电话 不送 啊
