呃 请 说   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
再 加一点 您好 很 高兴 为您服务   本地 流量 啊 就是说 流量 那个 问题 是 吗 哎 唉 先生 那 很 抱歉 我 这边 是 查询 不到 流量 呢 您 可以 拨打 这个 幺 零零 八六 幺 幺 呀 它 是 直接 挂机 之后 它 是 流量 直接 下发 到 你 那个
很 高兴 为您服务 您好 很 高兴 为您服务   帮 您
全国 接听 都 是 免费   您 接听 是 免费 的
您好 很 高兴 服务   台湾 您 已经 办过 了 呀 国际漫游 打开 之后 全球 都 可以 去
您好 很 高兴 服务   幺 三 七七
您好 高兴 为您服务 您好   短信 的 路由器 吗 呃 您 说 什么 费用
您好 很 高兴 为您服务   我们 可选包 的话 十块钱 一 百兆
您好 很 高兴 为您服务   噢 就 当月 的 流量 是 吧
您好 很 高兴 为您服务   嗯 宽带 我们 现在 最低 的 是 二十 兆 的 我 看 您 这个 号码 已经 参加 了 一个 两 百兆 的 个人消费 送 宽带 的 活动 的
您好 很 高兴 服务   六十八
好 很 高兴 为您服务   昨天晚上
拨   好
您好 兴 为您服务 您好   一百 一百 分钟 的 通话时间 是 吗
您好 高兴 为您服务 您好   开通 澳门 国际漫游
您好 很 高兴 为您服务   没有 就 您 现在 是 十块钱 的 神州行 大众卡 再 加上 一块钱 的 ip 国内长途 优惠 包
您好 请 讲   套餐 对 吧 这个 月 套餐 的话 您 这边 是 九十八 块 一个月 先生 九十八 一个月
您好 很 高兴 服务   嗯
您好 很 高兴 为您服务   噢 好 那 你 把 这边 的 地址 报 一下 我查 一下 确认 和 有没有 资源 覆盖 和 对应 的 价格 上海市
您好 很 高兴 为您服务   您 这个 套餐 吗
您好 很 高兴 为您服务   嗯 您好 请 说
很 高兴 为您服务   哪个 手机号码 您 能 报 一下 吧 幺 三五 二 四八 幺 幺 三 八七 二 四八 幺 幺 三 八七 是 吧 密码 知道 吗
您好 很 高兴 为您服务   一块钱
您好 很 高兴 为您服务   对 一毛 九 一分钟 一毛 九 一分钟 是 吧 那 现在 流量 还有 多少 流量 你 总共 是 一 百兆 目前 还 剩 多少 的话 请 您 发短信 四个 六发 到 幺 零零 八六 查询 一下
您好 很 高兴 服务   噢 您 那边 听 不 太 清楚 女士 香港 是 吗
恩 您好 很 高兴 为您服务   您 是 上海 的 号码 去 外地 是 吧
您好 很 高兴 为您服务   集团 呃 您 说 是 公司 短号 服务 对 吧
您好 很 高兴 服务   稍 等 我 给 您 查 一下 您 这个 魔百盒 的话 是 赠送给 您 联系 在 账单 上面 会 显示 收费 但是 我们 会 每个 月 会 送 您 二十块 钱 话费 帮 您 底 这个 费用 呢
您好 很 高兴 服务   吧 嗯 那 对 您 套餐 的话 有 送 本地 流量
您好 很 高兴 为您服务   最低 消费 八十八 送 五十 兆 您 什么 地方 要装 宽带 我 帮 您 查 一下 资源 情况
您好 很 高兴 为您服务   就 看咪咕 视频 就是 手机 上面 安装 咪咕 视频 这个 软件 在 上海 看 这个 软件 里 的 视频 才能 用 的
很 高兴 为您服务   我 打 一下 号码 幺 三九 幺 六五 多少
您好 很 高兴 为您服务   你 说 流量 是 吧
您好 兴 为您服务   呃 您 去 哪个 国家 呀
您好 很 高兴 为您服务   二十 兆 的话 呢 是 七百 六 一年 五十 兆 的 九百 六一 百兆 的 一千零六 十 呃 噢
您好 很 高兴 为您服务   对 对 的 流量 对
您好 很 高兴 为您服务   宽带 是 请问 是 哪个 手机号码 办理 的 移动 宽带 就 这个 手机号码 本 机号码 我 看 一下 请 感谢 目前 宽带 办 的 是 一个 和 家庭 宽带 它 每个 月 是 八十八 的 月租 宽带 费用 扣 八十八
您好 很 高兴 为您服务   有 宽带 的话 有 两种 活动 一种 是 承诺 消费 满 一百零八 送 二十 兆 宽带 的 还有 是 包年 的 裸价 宽带 七百 六 一年 两年 八百 八 就是 一次性 支付 的
您好 很 高兴 为您服务   没 按天 扣费 一天 靠近 两 呃 扣 您 三块 五
您好 很 高兴 为您服务   恩
您好 很 高兴 为您服务   我 帮 您 看 一下 您 这 是 八块钱 的 套餐 稍 等 四 再见 这个 套餐 的话 您 套餐 里面 有 一个 一块钱 的 幺 七 九五 幺 的 这个 是 套餐 本身 包含 的 您 如果 是 打 的话 对 吧 现在 的话 就是 国内 主叫 如果 您 不加 就 三毛 九 一分钟 直播 三毛 九 一分钟 加 的话 就是 加幺 七 九五 幺 打 是 两毛 五两 两 毛钱 一分钟 的 可以 帮 您 把 额外 加 的 那个 定向 的 可以 取消 掉
您好 很 高兴 为您服务   去 几天
您好 请问 用户 编号   比如说 只 从 国内 打 到 欧洲 那边 还是 怎么样
您好 很 高兴 为您服务   你好
您 说 这个 临时 加 一个 g 流量   是 加 我 看 一下 临时 加 可以 办 这个 三十块 一 千兆 加油 包对 最近 的 这个
您好 很 高兴 为您服务   那个 十块钱 的
您好 很 高兴 为您服务   嗯 你 先 不到
您好 很 高兴 为您服务   您好
您好 兴 为您服务   宽带 对 吧 关 的话 看 您 装 的 是 如果 是 装 口袋 宽带 的话 一年 的话 是 七百 六 二十 兆 的 然后 如果 是 那个 五十 兆 的话 一年 九百 六
您好 很 高兴 为您服务   请问 视频 的话 它 是 三十个 g 目前 二十元 是 免收 功能 费 的 优惠 到 年底 明天 开 的 时候 现在 是 不收 的
呃 您好 很 高兴 为您服务   公司 呃 您 可以 把 这边 的 地址 报 一下 我查 一下 资源 和 对应 的 价格
您好 兴 您 服务 您好   就 想 这个 月 加一点 流量 包是 吗
很 高兴 为您服务   盒 飞信 是 吧 您 稍等一下
您好 兴 您   您 现在 套餐 的话 就是 这个 情况
您好 很 高兴 为您服务   就是 您 目前 手机 申请 的 公司 账号 对 吗 先
您好 很 高兴 为您服务   呃 一样 的 您 下个月 开始 打 出去 都 是 一毛 九 一分钟 就是 支持 在 外地 也 是 一毛 九 一分钟
您好   他 让 我 开 了 一个 十块 流量
您好 很 高兴 服务   之前 畅听卡 十六块 一个月 的话 它 估计 现在 目前 的话 是 打 国内 电话 都 是 一毛 三 一分钟 全国 接听 免费
为您服务   你 你 在 外地 打 的话 就是 不管 你 打 群内 还是 去 问 都 是 在 两百五十 分钟 里面 扣 超出 都 是 一毛钱 一分钟
