请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗   您 不用 挂 电话 我 帮 您 转到 宽带 专家 这边 给 您 做 申请 一下 我们 专家 为您服务
您好 兴 为您服务 您好   噢 您 现在 几月份 的   新买 的 那么 这边 就 打 的话 默认 是从 这个 今年 两 月份 开始 的
您好 很 高兴 为您服务   呃 不好意思 没 听 明白 你 说 移动 的 什么 问题   呃 我 看 一下 啊 您 本 机号码 现在 没有 欠费 还是 正常 使用 状态 没有 欠费
为您服务   呃 赠送给 您 的 是 两 g 算 上海 本地 用 的 一个 本地 流量 在 上海 本地 就 可以 继续 使用 的   嗯 嗯
您好 很 高兴 为您服务   这 呃 你 说 的 是 增值税 专用发票 吗 小姐   就是说 用 发票 你 之前 那个 上海 营业厅 有没有 办过 一般 纳税人 登记 通过
您好 很 高兴 为您服务   噢 有些 活动 是 另外 送 流量 的 活动 有 的 就是 您 这 套餐 可以 保持 不变 申请 一个 活动 每个 月 免费送 一 g 的 上海 本地 流量 还 送 一个 g 的 国内 夜间 流量 还有 三个 g 的 咪 咕 视频 流量 送到 一 八年 六月份   这边 的话 我会 帮 您 申请 的话 您 自己 短信 发送 申请 都 可以
你 需要 办理 款 机器 的 发票   您 是 要 存过 一个 是 幺 四 g 两毛 吗 对 您 是 要 那个 报销 对 吧 啦   那 就 选择 发票 不要 一次性 开封 分摊 到 每个 月 开 就 可以 报销 了 您 如果 是 可以 办 的话
您好 很 高兴 为您服务   请 说   你 说 的 是 那个 宽带 啊 宽带 把 您 的 电是 什么
您好 请 讲   是 手机号码 要 办理 过户 对 吗 小姐   过会儿 过户 的话 他 手机号码 是 多少 我 帮 您 查 一下 有没有 东西
您好 请 讲   嗯 嗯 套餐 的话 也就是说 它 的 密码 您 知道 吗 先生   对 他 密码 如果 不 知道 的话 您 需要 他 本机 来电 换 套餐 呢 要 本机 打来
您好 很 高兴 为您服务 您好   发票 什么 刚才 我 可以 给 您 发 电子版 的 发票 邮箱   嗯 就 本 机号码 你 要是 吗
服务   你好   恩
您好 请 讲   办理 流量 的话 您 还 需要 用 多少   对 是 的
您好 很 高兴 服务   好加 流量 对 吧   加 流量 的话 那 您 这边 是 可以 额外 加个 流量 包 流量 包 的话 就是 三十 嗯 你好
很 高兴 服务   来电 开通 一下 就行了   让 他 来电 看 一下 电子 发票 就行了
您好 很 高兴 为您服务   唉 你好   家里 装 宽带 对 吧
很 高兴 为您服务   呃 你 说 别的 地方 要装 吗 因为 我 看 您 已经 办理 移动 宽带 您 是 其他 的 地方 其他 的 手机号码 要 办 吗   对 啊 你 这个 不是 办 了 一个 宽带 是 到 明年 三月底 到期
您好 兴 您 服务   是 哪个 手机号码   我 核对 一下 幺 三八
您好 很 高兴 为您服务   嗯 要 去 那个 安装 的 也 就是 浦东新区 的 随便 哪家 营业厅 都 可以 办 的 您 把 设备 身份证 还有 公司 这边 相关 证件 营业执照 副本 原件 带 好 然后 单位 介绍信 加盖 公章 嗯   对 因为 这个 号码 登记 的 公司 名称
高兴 您 服务   套餐 流量 您 现在 订 的 是 一个 二十块 钱 三百 兆 流量 包 您 在 网上 去 吗   您 现在 月租 是 八块钱 四 g 生效 这个 套餐 一旦 转出去 的话 以后 就 转 不 回来 了 如果 您 可以 的话 您 可以 直接 半年 流量 包往 上 提升 这样 您 现在 是 二十块 钱 三百 兆 再 往 上 一档 是 三十块 钱 五百 兆 四十块 钱 七百 兆 五十块 钱 一个 g
您好 兴 为您服务 您好   嗯 那 您 手机 的 一个 服务 密码 你 有 吗   那 根据 语音 提示 输入 一下
您好 很 高兴 为您服务   怎么 开 这个 您 这个 手机号码 要 开通 流量 是 吗 如果 您 要 开通 流量 的话 我们 有 十块钱 一 百兆 二十块 钱 三百 兆 三十块 钱 五百 兆 这样 的 流量 包 可以 让 您 选择   什么 是 五十块 钱 的 消费 先生
您好 很 高兴 为您服务 您好   交 话费 话费 的话 是 通过 短信 兑换 的 一个月 兑换 一次 月末 最后 一天 不能 兑换 我 把 那个 操作 的 步骤 发给您 这样 您 自己 通过 短信 兑换 的   啊 还有 什么 可以 帮 您 的
您好 很 高兴 为您服务   那么 您 买 的 手机 上 您 整个 过程 有没有 付过 钱 谢谢   嗯 那么 还好 那么 这 样子 那么 他 手机卡 有没有 收到 还 没有 收到 是 吧
您好 兴 为您服务 您好   噢 那 我 这边 可以 帮 您 看 一下 您 手机 的 服务 密码 您 有 吗 服务 密码 现在 我 啥 来 着 的 呀 姓名 和 身份证 号码 知道 吗 您 报 一下   唉 对 您 报 一下 核对 一下
您好 很 高兴 为您服务   您好   增加 流量 啊 好 的 我 帮 您 现在 还有 半个 月 您 大概 三百 兆 够用 吗 三百 兆
您好 很 高兴 为您服务   的 是 视频 的 流量 不能 操作 正常 的 流量 用 的 看 视频 用 的   对 但是 它 是 有 条件 的 您 领 的 这个 流量 它会 给 您 那个 一批 选择 你 到时候 选择 哪个 被 被 人 在 那个 自己 用 这个 流量 到时候 是 只能 在 指定 视频 的 app 里面 刚刚 出现 的 数据 内容 才能 抵扣 的
您好 很 高兴 为您服务   那么 这个 加油 包 办理 要 通过 短信 操作 我 把 指令 发给您 你 通过 短信 直接 回复 一下   噢 您 这边 指令 的话 你 发到 幺 零零 八六 了 没有 发到 幺 零六 五八 就 这些 您 可以 重新 再 到时候 再发 一下
高兴 为您服务   这个 要 看 地址 有没有 光纤 资源 的 您 什么 地方 了   嗯 嗯
您好 很 高兴 为您服务   就是 越南 的 吗 对 的 好 的 您 稍 等 噢 好 的 好 这边 已经 下 发给您 了 还有 什么 可以 帮 您
您好 我 是 预处理 专席 代表 很 高兴 为您服务   是 我 儿子 再用 以前 小学 的 时候 他 没有   银行卡 是 实名制 的
您好 很 高兴 为您服务   噢 这 很 简单 的 我 帮 您 再 就 可能 十块 一 百兆 那 名字 报 一下 就 可以   好 的 那 十块 一 百兆 现在 开始 折算 下来 看 一下 是 说 您 九块 九 毛钱 九十八 兆 不 蒋春
您好 很 高兴 为您服务   嗯 嗯   积分 对 吧   为您服务   您 的 意思 说 您 公司 有 很多 移动 手机号   然后 现在 要 统一
您好 很 高兴 为您服务   嗯 您好   啊 这样 先看 您 的 地方 有没有 资源 您 再 去 办理 您 要 遇到 什么 地址 呢
您好 很 高兴 为您服务   密码   不够 我加 这个 要 要
开通 吗 您好 兴 您 服务   补卡 对 吧 首先 的话 补卡 的话 是 今天 刚 推出 的 所以 会 出现 就是 补卡 不 成功 或者 是 您 拨卡 没有 办法 使用 的 情况 而且 我们 这边 是 您 要是 个人 实名制 登记 的 个人 客户 然后 才能 补卡 您 要 需要 带好 啊 认 一下 身份证 随便 呃 按照 一下 身份证 本人 还要 给 到 您 手机 的 服务 密码 去 我们 指定 的 移动 营业厅 才能 办 手机 服务 密码 首先 您 知道 吗   手机 的 服务 密码 您 知道 吗
您好 很 高兴 为您服务   包年 宽带 最低 二十 兆 一年 七百 六是 家里 的 宽带 对 吧   嗯 嗯
您好 我 是 预处理 专席 代表 很 高兴 为您服务   我   他 给 您 退机 但是 吧
您好 兴 您 服务   您 是 帮 您 刷新 的 手机卡 是 什么 样子   那 号码 您 先报 给 我 一下 吗 我 看 一下
七号 很 高兴 为您服务   银行卡 为 手机 充值 那 您 可以 通过 第三方 平台 他们 支付宝   那 您 会 有些 的话 您 直接 通过 手机号码 直接 绑定 我们 银行卡 但是 他 银行卡 绑定 的话 那 必须 要 需要 您 银行 登记 的 姓名 身份证 要 跟 我们 手机号码 登记 的 姓名 身份证 一直
您好 很 高兴 为您服务   您好 请 说   换 四 g 卡带 好 您 现在 人 在 外省 啊
您好 很 高兴 为您服务   就是说 他 是 上海 的话 在 外地 补卡 然后   我 的
为您服务   开 流量 就是 当月 加个 流量 包对 吧   这个 月 我 看 有 一个 二十元 流量 是 两 g 的 这个 比较 划算 可以 吗 也 是 国内 通用 流量
您好 很 高兴 服务   发票 您 要 电子 发票 对 吧 是 您 本 机号码 吗   本 机号码 电子 发票 我 这边 可以 帮 您 开具 一下 您 的 服务 密码 知道 吗
您好 很 高兴 为您服务   嗯 可以 多加 二十块 钱包 一点 五个 g   呃 没有 的 他 这边 就是 最 划算 的 就是 二十块 一点 五个 g
您好 很 高兴 您 服务   我 帮 您 办理 一下 就 套餐 流量 用 原来 的 两个 g 免费 升级 至 三个 g 而且 现在 是 有 优惠 每个 月 再 送 您 三个 g 的 国内 流量 送到 明年 的 六月 底   你好 您好
您好 很 高兴 为您服务   恩 您好 请 说   就是 我用 的 现在 是 五十八 的 套餐 嘛 一百 分钟 可以 啊 你 要 怎么 改 呢
之前 停掉 啊   那 您 就 带 好 身份证 设备 去 安装 地 移动 营业厅 退订 但 这个 剩余时间 的 费用 就 不能 退还 了   对 对 对
高兴 您 服务   我 先 帮 您 查 一下 吧   没错 您 的 安装 地址 报 一下
您好 兴 您 服务 您好   那 这个 要 打 回 四川 当地 移动 让 他们 这边 帮 您 办理 一下   那 您 要 重新 拨打 就是 你 前面 加 那个 区 号 后面 跟着 幺 零零 八六 这样 打 回 当地 那边 可以 问 一下 他们 那边 是 有 怎么样 的 流量
为您服务   公司 短号 已经 回复 的 国外 已经 生效 了   恩 不 客气
为您服务   呃 就是 当月 要 使用 流量 吗 先生   因为 那边 要 用 流量 的话 它 只能 用 那个 加油 包 了 我 把 那个 短信 开通 方式 发送 过来 已 回复 一下 短信 进行 开通
好 很 高兴 为您服务   呃 三 g 的 呃 就是 要 变更 一下 套餐 啊 就是说 您 现在 是 非常 办 的 二百三十 就 需要 变更 成 那个 自选 版 的 二百三十八 就是 套餐 资费 不变 然后 流量 的话 就是 有 六个 g 呃 是 用 流量 是 赠送 到 明年 六月 底到 明年 七月份 开始 流量 的话 就 恢复 这个 三个 g   呃 从 就是 下个月 开始 有 三个 g 全国 流量 另外 送 三个 g 全国 流量 就是 六个 g 嘛 然后 是 送到 明年 六月 底 然后 明年 七月份 开始 就 恢复 三个 g 流量
您好 很 高兴 为您服务   上海 移动 的 卡 吗   这边 拿 身份证 到 上海 营业厅 换 就行了 都 可以 换 的
您好 很 高兴 为您服务   您 要 办 家庭 承诺 消费 幺 零八是 吗 您 主号 我 说 您 是 要 办 家庭 承诺 消费 送 宽带 对 吧 对 对 对 对 这个 要 您 是 上海 户籍 可以 直接 带 好 身份证 去 那个 营业厅 里面 办理 的   嗯 嗯 主 号码 上海 户籍 就行了 您 办理 后费 的 家庭 统付 您 捆绑 其他 上海 移动 号 用 您 一个 人 统一 付费 然后 这个 地方 能装 就 可以 直接 办 啦
您好 很 高兴 为您服务   你好 您好 电话 已 接通 请 讲话   请问 听 得到 我 的 声音 吗
您好 很 高兴 为您服务   呃 充值 对 吧 您 把 那个 手机号码 先 报 一下   幺 三九
您好 很 高兴 服务   另外 流量 您 要 首先 开 国际漫游 开 好 之后 再办 流量 包 按 流量 包 您 要 看 去 的 是 哪个 国家   国际漫游 可以 帮 您 办 您 办 流量 包去 的 是 哪个 国家 呢
您好 很 高兴 为您服务   噢 这个 一直 有 的 只要 您 算够 就 可以 换   信息 是不是 您 换 话费 还要 转接 之前 的 易
呃 您好 很 高兴 为您服务   需要 办 这边 移动 就是 移动 的 四 零零 电话 服务   如果 咨询 移动 四 零零 电话 的话 小姐 您 可以 把 公司 名称 办公 地址 再 留个 联系电话 给 我 因为 营业厅 是 不 受理 的 我们 这边 可以 帮 您 登记 稍后 会 有 办理 的 专业 业务经理 联系 你 你 可以 问 一下 流程 资费
您好 兴 您 服务 您好   可以   可以
您好 高兴 为您服务   额 积分 这里 不能 直接 办 但 说 那个 可以 把 那个 兑换 的 方式 可以 发给您 您 要 兑换 话费 还是 要 兑换 什么   话费 的话 我 把 它 兑换 代码 发给您 回复 短信 就 可以 兑换 了
您好 很 高兴 为您服务   呃 我 听 不到 您 说话 麻烦 您 调整 一下 您好 您 要 七千 多 的 积分 怎么 了   兑换 流量 是 八百 四 十分 兑换 一 百兆 加油 包 兑换 流量 呢 只是 当月 用下 月 自动 取消 我会 把 兑换 方式 发给您 只要 自己 根据 短信 进行 兑换 的
您好 兴 为您服务   我 是 泰国 对 吧 可以 开 国际漫游 的 然后 那个 流量 的话 是 按照 三块 钱三兆算 的 三十块 钱 一天 不 封顶 另外 的话 有 一些 套餐 带有 三天 包是 七十八 的 五天 一百一十 八七 天 一百五十 八   五天 的话 是 一百五十 八
您好 很 高兴 为您服务   宽带 是 吗 我 这边 为 您 转接 宽带 专席 由 专席 为 您 办理 请稍等 吧
您好 很 高兴 为您服务   刚才 充 流量 这里 办理 业务 需要 密码 的 他 的 密码 有 吗   比如说 上 微信 帮 他 买 流量 这个 号码 就 可以
您好 很 高兴 为您服务   要 买 多少 流量   嗯 您 到 月底 大概 还 需要 多少 流量
您好 兴 您 服务   噢 要查 才 知道 手机 密码 知道 吗   您 不要 挂 根据 语音 提示 输入 一下 您好 密码 成功 地址 说 一下
您好 很 高兴 为您服务   积分换 话费 是 吧 两千五百 分 兑换 三十元 话费 我 怎么 可能 用 了 短信 指令 您 需要的话 稍后 发短信 兑换   感谢 还有 什么 可以 帮 您 吗
唉 你好   噢 我 刚才 直接 转 到 那个 宽带 那边 去 了 不好意思   啊 是 的 您 稍等一下 我 再 帮 您 试 了 转接 有效
您好 高兴 为您服务   就 现在 是 有 一个 双十 一 活动 十一月 十号 到 十二号 申请 办理 可以 享受 这个 优惠   如果 您 报下 地址 我 帮 您 看 一下
您好 很 高兴 为您服务   就是 这个 月 临时 加点 流量 的 意思 吗 哦 那 选择 也 挺 多 的 那 您 看 您 根据 需要 来 的 您 看 这个 月 到 月底 大概 需要 多少 兆 我 帮 您 找 一个   现在 需要 多少 余额 不足 要 跟 您 需要 来 的 因为 我 也 不 知道 你 需要 多少
高兴 为您服务   彩铃 歌曲 的话 您 打 幺 二五 三零 这边 查询 一下   幺 二五 三零对 吧 噢 好 的 好 的 如果 您 对 服务满意 请 给 十分 评价 祝您 生活
套餐 营业厅 要求 有关
您好 很 高兴 为您服务   那 你 要 多少 通话 多少 流量 您 告诉 我   介绍 因为 那 您 要 先 告诉 我 您 目 要求 是 几分钟 流量 多少 我 才能 给 您 介绍 啊
您好 很 高兴 为您服务   是 哪个 号码 试过 您 的 手机号 还 有限公司   噢 您 没有 纳税人 识别 号 是 吧
村   去 了 一 呃 那 这 应该 是 三 六零 的 什么 软件 什么 上面 标记 的 那 您 要 联系 他们 那边 直接 删除   对 的
好 很 高兴 为您服务   密码 就是 六位数 的 一个 服务 密码 如果 您 不 知道 的话 您 可以 发送 短信 幺 零六 三到 幺 零零 八六 可以 进行 密码 重置   没有 设置 过 的话 是 没有 初始密码 的 电话 就是 通过 这个 幺 零六 三来 重置 呢
您好 很 高兴 为您服务   稍 等 我查 一下 啊   不 客气 那 我 这边 帮 您 开 一下 您 的 服务 密码 知道 吗
您好 很 高兴 为您服务   那 免费 充值   宽带 吗
您好 很 高兴 为您服务   这个 发票 的话 在 邮箱 里 然后 每个 月 它 有 一个 移动 默认 邮箱 呢 呃 在 幺 三九 邮箱 里面 就是 手机号 艾特 幺 三 九点 com 然后 那个 登录 方法 我 可以 发给您 用户名 是 手机号 密码 的话 可以 用 短信 验证码 来 登录 发 那个 网址 给 您 了   还有 什么 帮 您
您好 兴 您 服务 您好   呃 更改 的话 您 拨打 幺 零零 八六 按 四号 键 根据 语音 提示 合同 重新 设置 一下 好 嗯 嗯 帮 您 转到 语音 首层 您 按 一下 四号 键 可以 直接 设置 一下 好 吧 噢 好好 那 这边 请稍等 其他 开户 的 详细 介绍
您好 很 高兴 为您服务   嗯 号码 办 宽带 手机号码 是 上海 移动 的 手机号码   他 先 这样
哦   您好 请 说   嗯 对
您好 很 高兴 为您服务   营业厅 的话 是 要 带 好 身份证 原件 去 营业厅 办 的   对
您好 很 高兴 为您服务   网线 您 说 的 是 个人 办 无线网络   号码 家里 的话 我们 这边 只有 移动 的 这种 宽带 但是 都 是 有线 的 没有 无限 号码
您好 很 高兴 为您服务   对   改 套餐 吗
您好 很 高兴 为您服务   公司 就是 申请 一个 新 的 上海 移动 号码 一共 是 没有 登记   那 之前 公司 先 您 现在 有没有 注册 过 上海 移动 号码 因为 它 规定 最 多 只能 登记 有个
恩   嗯 嗯 具体 细则 不太 了解 这 集团 业务 啊   企业 彩铃 公众 版 不是 集团 要么 幺 五三零 那边 开 的
您好 很 高兴 为您服务   唉 你好   呃 这 号码 要 办理 停机 保号 是 吧 目前 显示 您 这 号码 呃 可以 办 停机 保号 就 是从 账 呃 就 现在 开始 马上 停掉 然后 从 下个月 开始 停满 一 整个 自然 月 会 扣除 五块 钱 的 停机 保号费
您好 很 高兴 为您服务   企业 彩铃 如果 办 的话 它 是 必须 公司 名义 办理 然后 要 十个 上海 移动 手机号码 才 可以 办 其他 彩铃   啊 对 一个 号码 是 办理 不了 线
姓周 流量 您好 兴 您 服务   七 呃 首先 下 地址 的 资源 地址 报 一下 吧   等 一下 啊 是 哪个 区 的
您好 兴 您 服务   喂 您好 请 讲   嗯 双方 带 好 各自 带带 一下 身份证 手机卡 去 我们 上海 移动 已经 办 一下 过户 的 手续
您好 很 高兴 为您服务 您好   你好 就是   对 现在 这个 短信 对 是 的 真的 真是 的 啊 这个 是 专席 吧 啊 对 您 按照 那个 短信 操作 一个月 兑换 一次 月末 最后 一天 不能 情况 我 把 那个 操作 代码 发给你 这边
为您服务   嗯 这个 要 以 当地 的 那个 移动 规则 为准 但是 上海 移动 这边 的话 在 电话 里 是 销户 不了 所以 外地 应该 建议您 稍后 打人 在 外地 移动 幺 零零 八六去 咨询 一下 噢 那个 是 销户 不了 的   那 您 那个 号码 外地 号码 还 能 打通 电话 吗
很 高兴 为您服务   移动 宽带 您 是 通过 什么 渠道 办理 了   他们 这边 是 已经 联系 我们 相关 人员 进行 办理 呢 还是 说 没有 办 因为 我们 这边 只能 帮 您 查 一下 地址 有没有 线路 覆盖 线
您好 很 高兴 为您服务   请 您好 请 讲   怎么 用
您好 很 高兴 为您服务   公司 宽带 是 吧   那 您 是 哪个 地址 帮 您 先 看 一下 有没有 资源 覆盖
高兴 为您服务   把 这边 的 地址 报 一下 我查 一下 有没有 宽带 线路   上海浦东新区 什么 路 啊 请问 一下
您好 很 高兴 为您服务   就是   您 说 的 是 移动 宽带 嘛
您好 很 高兴 为您服务   服务 银行卡 就是 唉 我们 公司 想办 一个 那个   就是 办 那个 卡 就 想 问 一下 具体 是 怎么办 呢 办 公司 短号 是 吗 之前 没有 办过 的 现在 公司 要 主键 这个 短号 群是 这个 意思 对 吗 呃 就是 公司 内部 打电话 吗 嗯 您 公司 这边 以前 有 在 移动 办过 公司
您好 很 高兴 为您服务   变更 说 号码 先生 手机号码 是 多少   对 卡号 是 多少 你 报 一下
您好 很 高兴 为您服务   就 您 现在 是 个人 登记 的 手机号码 开 出来 的 发票 是 要 以 公司 名义 登记   那 除非 您 把 那个 个人 名称 要 过户 到 公司 名称 公司 名称 一下 那开 出来 的 电子 发票 才 会 有 公司 抬头
您好 很 高兴 为您服务   在 日本 上网 就是 按照 三块 钱包 三兆 一天 的 流量 费 最多收 三十 说满 三十块 当天 流量 可以 无限 畅用 这样 开通 国际漫游   反正 在 绑定
很 高兴 为您服务 您好   宽带 怎么 装 的 是 吧   那报 一下 地址 吗 我 帮 您 查询 一下 是否 有 覆盖 您 看行 吗
您好 很 高兴 为您服务   呃 四 g 送 流量 是 吗 您 这 是 咱们 一个 流量 超过 欢 的 活动 什么 女士   唉 您 稍等一下 我 帮 您 看 一下 好 嘛 呃 目前 看到 的话 您 是 一个 三十八 元 档次 的 一个 飞享 套餐 吗 只 包含 有 五十分钟 那个 通话 分钟 数 和 一个 三百 兆 的 国内 流量 是 这样 的 啊 唉 您 稍 等 我 看 一下
您好 高兴 为您服务 您好   什么 区 的   什么 公路 再报 一下
您好 很 高兴 为您服务   啊 积分 兑换 话费 要 自己 通过 短信 兑换 不过 您 停机 状态 也 没 办法 电话 呢 要 先 复机 然后 才能 兑换 停机 不能 兑换 积分 对
您好 很 高兴 为您服务   小米 说 的 是 这个 手机号码 你 自己 订 的 公司 小号 吗 先生 对 对 对 公司 时候 我 这个 号码 我 看 一下 你 前面 是 来电 的 工作 已经 帮 您 取消 了   对
您好 很 高兴 为您服务   套餐 修改 一万 的 流量 多一点 是 吧   下个月 可以 换 八十八 分 九十八 九十八 的话 每月 流量 是 两百 二十分钟 流量 两个 g 的 现在 办 的话 还 免费 在 送 的 每个 月 两个 g 充 呢
目前 的话 换卡 服务 您 是 要 咨询 一下 您 那个 扬州 当地 的 那个 客服 看 他们 那边 是 什么 操作 的   嗯 嗯 还有 什么   恩 您 需要 咨询 一下 对方 的 这边 暂时 不 知道 怎么 办理 很 抱歉
您好 很 高兴 为您服务   呃 首先 要 先 去 营业厅 办理 移机 手续 然后 我 这边 要 帮 您 看 咱们 密码 是 您 这个 老 地址 都 报 老 地址 先说 一下   还是 要 保留 我 可以 先帮 您 查 我 这边 也 办理 不了 以及 噢 噢 噢 好 的
很 高兴 为您服务   您 这 手机号码 办 的 宽带 是 到 这个 月 月底 关 到期 的 然后 的话 如果 不用 的话 月底 之前 要 到 营业厅 注销 那 你 现在 公司 短信 是 吧 公司 登记 的话 他 也 要 带 好 公司 那个 呃 应该 是 你 这个 应该 是 营业执照 登记 的 那 营业执照 的 那个 副本 软件 公司 介绍信 加盖 公章 的 介绍信 然后 的话 你 自己 呃 经办人 自己 的 身份证 原件 然后 宽带 安装 应该 有个 设备 一个 猫 的 呃 您 这个 是 应该 几点 反正 银行 一起 带 过去 到 您 这个 地址 收到 这个 移动 营业厅 把 它 注销 掉   这是 公司 的 那个 营业执照 的 副本 原件
您好 很 高兴 为您服务   呃 您 上 一个月 流量 多一点 吗   噢 这个 单独 办 一张 新 的 卡 吗 您 是 指
您好 很 高兴 为您服务   好 呃 是 手机号码 还是 集团 账号 的   集团 账户 的话 因为 现在 没有 纸质 发票 了 如果 你 要 发票 的话 申请 电子版 的 然后 我们 会 下发 到 您 指定 的 邮箱 去 邮箱 下载 打印 就 可以
高兴 为您服务   啊 对 发短信 换 的 短信 代码 我 可以 发 您 手机 上 或者 您 现在 记 一下 也 行 发给您 是 吧 呃 发给 我 吧 那 您 可以 查收 一下 每个 月 最后 一天 不能 换 一个月 只能 换 一次 注意 查收 请问 还有 什么 帮 您 的   好 的 好 祝您 生活 愉快 再见
服务   电子 发票 是 哪个 号码 给 您 发 的 是 本 机号码 发票 吗 先生   月结 发票 哪个 月 的 发票
您好 很 高兴 为您服务   您 要 知道 她 的 手机 服务 密码 或者 是 姓名 身份证 还是 要 报出 他 一周 以前 两个 月 以内 打过 的 三个 号码   不能 办 了 您 如果 知道 密码 的话 可以 网上 营业厅 帮 他 办 我们 这边 人工 台 不能 办 了
很 高兴 为您服务   这样 再装 移动 宽带 是 吧   啊 那 有 什么 地方 装 呢
您好 很 高兴 为您服务   对 带 好 身份证 和 字 过去 宝山区 的 营业厅 都 可以 办理 的   啊 不用
好 很 高兴 为您服务   呃 是 上海 移动 手机号码 是 以 公司 名义 登记 的 对 吧 之前   稍 等 我 看 一下 啊 呃 直接 用户 的话 先生 您 记 一下 那个 带 好 证件
你好 您好 很 高兴 为 您 服   唉 你好   您 要 办 宽带 是 吧
中国移动 的 网站 停机 噢 就是说 您 手机 打开 网页 就是 提示 停机 类型 啊   下载 不 下来 但 您 这边 那个 手机 呃 我 看 一下 网 网络 都 正常 啊 您   就是 你 刚刚 说 的 是 什么 打不开 呢
你 可以 办个 流量 套餐 帮 您 按天 结算 立即 生效 的 加 三十块 钱 五百 兆 五十块 钱 一个 g 七十块 钱 两个 g 都 有   啊   那个 要 八元 套餐 换掉 的 您 换 套餐 下个月 才能 生效 这 属于 一个 基础 套餐
啊   请 说   您 现在 是 想 改成 什么样 的
您好 很 高兴 为您服务   宽带 业务 要 取消   哪个 号码 的 宽带
您好 很 高兴 服务   你 现在 也就是说 有 一个 号码 名字 要 改为 您 的 名字 是 这 意思 吗   好 是 在 这个 群组 里面 吗 这个 号码
您好 很 高兴 为您服务 您好   嗯 您好 请 说   呃 您好 请 讲 能 听见 吗 这边 有点 断断续续 的 不 太 清楚 啊
您好 很 高兴 为您服务   办 宽带 是 吧 我们 付费 的 一年 七百 六 二十 兆 的 然后 送 您 两百元 的 话费   月 消费 一百零八 的话 是 这样 的 宽带
他 到 月底 的话 有 一个 加 二十块 钱加 两个 g 的 流量 月底 清零 吧 就 可以 吗   好 机主 姓名 报 一下   全国 的
服务   您 现在 续约 还是 取消 的   对
很 高兴 为您服务   好 的   因为 现在 这个 号码 就是 身份证 名字 不是 您 的 是 把 用户名 是 您 的
您好 很 高兴 为您服务   呃 先生 这个 的话 您 要加 流量 包是 吗 好 的 先生 那 我们 现在 的话 有 一个 活动 二十块 钱 一点 五个 g 的 流量 包 您 要 吗   可以 的 先生 如果 你 要 的话 可以 当月 生效
高兴 为您服务   流量 稍 等 这个 月 的话 不够 您 可以 订购 有 一个 任 我 翻 就 再加 二十块 钱 可以 可以 再 给 您 是 一点 五 g 需要 吗   这 是 和 最 划算 的 不然 你 方便 加 我 看不到 那么 多 的 我们 二十块 钱 平时 只有 三百 兆 呀 因为 它 活动 才 给 他 多 啊 您 大概 需要 多少 兆 啊 如果 您 觉得 有 担保 的话 就 可以 订购 这种 安心 手上 就 不要 订购 这个 如果 您 流量 的话 超过 就是 大于 五百 兆 以上 那 你 还 不如 这个 因为 手 算下来
您好 很 高兴 为您服务 哎 你好 我 想 我 想 问 一下 就是 你们 请 讲 呃 二十五 号 开始 就是 用 那个 欠费 提示 那个 吗   对联 好 的 那 我们 是 需要 更改 吗 还是   好 知道 等 我 就 想 问 一下 自己 都 可以 在 这个 什么
在 异地 您好 很 高兴 为您服务   请 说   哪个 号码
您好 兴 您 服务 您好   这边 的话 您 通过 手机 登录 掌上 营业厅 有 一个 意见 查询 也 没有 专人 查询 只能 看到 了   你 通过 手机 登录 掌上 营业厅 也 没有 一个 一键 查询 也 没有 那个 账单 查询
您好 很 高兴 为您服务   啊 您好 请 说   不 客气 那 还有 什么 可以 帮 您
好 很 高兴 为 您 五 啊   电子 发票 是 吧 发给您 邮箱 对 吧 对 好 的 我 看 一下 啊 帮 您 那个 sos 用 那个 那个 里面 是 把 那个 邮箱 里面 好 这边 请报 一下 您 的 姓名 好 的 帮 您 发 过去 您 注意 查收 还有 什么 可以 帮 您 不 客气 请 稍后 请报 一下
您好 请 讲   上海 德 他们 对 对 对 好 这边 帮 您 您 是 集团 用户 对 吗 对 对 对 对 对 我 这边 帮 您 转到 集团 专席 为了 更好 的 问题 问题 请 稍等一下
高考 您好 很 高兴 为您服务   啊 对 现在 都 是 电子 发票 直接 推送 到 您 的 幺 三九 邮箱 的 您 现在 是 要 开发票 吗   又 发 我 一个 流量 几月份 的 呃 今年 呢 噢 啊 好 吗
您好 很 高兴 为您服务   充值 发票 的话 是 有 我们 人工 下发 到 您 幺 三九 邮箱 然后 您 自己 直接 登录 幺 三九 邮箱 在 电脑 上面 打开 打印 下来 就 可以 了   嗯 可以 的 那 这边 的话 您 需要 我 可以 下发 到 您 幺 三九 邮箱 幺 三九 邮箱 就是 您 的 手机号码 加艾特 幺 三 九点 com 您 登录 就 可以 了 那 这边 需要 几月份 的 发票 呢
您好 很 高兴 服务 您好 很 高兴 服务   我 想 把 这个 积分换 话费 里面 好 一个月 可以 换 一次 月底 最后 一天 不能 换 我 把 兑换 方式 发给您 通过 这个 短信 方式 您 来电 换 一下
您好 很 高兴 为您服务   取消 公司 短号 对 吧   对 某些 号码 的 短号 业务 取消 掉 对 吧
