请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗
呃 停机 保号 我们 可以 的 就是 如果说 您 要 销户 的话 只能 去 营业厅 销户   就是 停机 号码 还是 保留 着 每月 从 下个月 开始 停满 一 整个 自然 月 会 扣除 五块 钱 的 停机 保号费
为您服务   嗯 它 是 没有 身份证 的 是 吧
吧 您好 很 高兴 为您服务   地址 什么 宽带 吗
您好 很 高兴 为您服务   嗯 您 要 打 那个 通话 详单 是 吧 呃 通话 详单 的话 他 是 在 网上 营业厅 我 的 移动 然后 详单 查询 里面 有个 通话 详单
对 您好 很 高兴 为您服务 零六 这个 手机 抱 清楚 在线 记录 地址 是 哪里 呢 没有 四 春节 经理 加 六百 二十四 套餐 哎 去 好 的 目前 显示 不 在线 状态 这边 现在 清楚 了 好 的 好 的
您好 兴 为您服务   呃 通过 手机 上 设置 您 手机 是 什么 牌子
您好 很 高兴 为您服务   嗯 别的 话 流量 可以 的 有 那个 八百 四 十分 换 一 百兆 的 当月 使用
您好 请 讲 你好   今天 就
您好 很 高兴 为您服务   他 要 验证码 对 吧
您好 很 高兴 为您服务   那 您 直接 带 好 身份证 设备 去 虹口区 这边 的 移动 营业厅 办理 注销 就 好 了
您好 请 讲   我们 这里 直接 帮 您 操作 取消 就 可以 了 您 要 现在 不要 了 是 吧
您好 很 高兴 为您服务   是 家里 用 的 宽带 移机 吗 小姐
哦 您好 很 高兴 为您服务   这个 号码 的话 先 挂失 了 手机号 多少
您好 很 高兴 为您服务   嗯
您好 很 高兴 为您服务 你 小姐 你好   对 带 好 身份证 原件 到 移动 营业厅 办
您好 很 高兴 服务   你好
您好 很 高兴 为您服务   关 基础 套餐
您好 很 高兴 服务   服务 密码 知道 吗 帮 您 办
可以 吗 好 的 嗯 好 请 您 稍 等 不要 挂机 为了 更好 的 为 您 解决问题 我 将 您 电话 转 至 专席 处理 由 专人 为 您 解答 请 您 稍 等 好 的
本 机号码 吗   好 密码 知道 吗 先生
好 服务 密码 知道 吗 女士   不 知道 身份证 号码 姓名 报 一下
您好 很 高兴 为您服务   魔百盒 需要 装 五十 兆 或者 以上 的 宽带 才能 装 的
您好 很 高兴 为您服务   嗯 对 的 呃 您 这个 号码 哎 积分换 流量 您 知道 自己 有 多少 积分 吗
恩   呃 是 说 宽带 吗
您好 很 高兴 为您服务   噢 是 一个 承诺 消费 一百零八 送 宽带 话
高兴 为您服务   宽带 是 这个 手机号码 的 宽带 毛钱
您好 很 高兴 为您服务 好 的   一百二十 的 是 吗
您好 很 高兴 为您服务 什么   宁波 那 您 要 打 当地 电话 我 这边 上海 查询 不了 五
六 您好 很 高兴 为您服务   再见 嗯 办 宽带 的话 我们 现在 最低 二十 兆 然后 一年 的话 呢 是 七百 六 然后 一次性 送 两百 的 话费 或者 两年 八百 八
您好 很 高兴 为您服务   我 帮 您 看 一下 因为 我 看 一下 您 这个 号码 是 那个 个人 名称 登记 的 我们 一般 纳税人 识别 号 都 是 由 公司 名称 才 会 有 哎 它 会 有 那个 税 纳税人 识别 号
您好 很 高兴 为您服务 喂 你好 您好   不想 用 了 您 要 销户 吗
您好 很 高兴 为您服务   是 呃 是 办 公司 的 短号 服务 员工 之间 打电话 有 优惠 吗
您好 很 高兴 为您服务   哎 对 了 要 挂失 吗 是 是 上海 移动 号码 吗 对 啊 上海 的 不要 挂要 需要 挂失 吗 要 挂失 号码 请报 一下
您好 很 高兴 服务   发票 的话 这边 帮 您 进行 一个 呃 呃 就是 发送 发送到 您 幺 三九 邮箱 里面 您 现在 打印 出来 是 报销 用 的 需要 帮 您 发送 一下 吗
您好 很 高兴 为您服务   请问 卡 的话 您 按照 你 现在 本机 都 要 去 办 的话 目前 是 五十 八块钱 它 里面 的话 是 有 带 一 百兆 的 流量 然后 如果 打电话 呢 正常 是 按照 一毛 九 一分钟 来 计算 的
您好 很 高兴 为您服务   您好
您好 很 高兴 为您服务   您 是 要 办过 什么 其他 的 sim 卡 吗
您好 很 高兴 为您服务   什么 狗 买 了 一个 什么
您好 很 高兴 为您服务   通话 那 就 带 好 二代 有效 身份证 本人 去 上海 移动 厅 办理 是 那个 号码 的话 有没有 参加 过 什么 活动 啊
很 高兴 为您服务   请 说
使用 情况 对 吧 发幺 零九幺 到 幺 零零 八六 进行 查证   发给 幺 零零 八六查 现在 人工 查 不了 吗 刚刚 看到
您好 唉   就是 这个 号码 发过来 的 那个 短信
很 高兴 为您服务   您 是 要 哪个 营业厅 的 地址
不要 挂机 您 拨打   您好 刚才 没 声音 了 我 再 打 过来
您好 很 高兴 为您服务 您好   但是 我们 移动 和 东方 有线 合作 的 还是 说 单独 的 东方 有线 的 宽带 的
您好 很 高兴 为您服务   呃 就是 流量 升 一下 是 吧 剩下 那 您 要 看 一下 现在 是 六十八 的 呃 现在 是 五十八 的 套餐 加 五块 钱彩铃 那么 五十八 改改 的 内容 多 一档 那么 您 现在 是 五十分钟 通话 加 两个 g 流量 的话 六 十八块
什么 三四 很 高兴 为您服务   是 来电 的 手机号码 吗 知道
您好 高兴 您 服务   积分 兑换 流量 是 吧
公司 宽带 要 注销 吗 这个 您 联系 客户经理 那边 办 的   嗯 对 的 我们 这里 不能取消 业务 的
很 高兴 为您服务   嗯 嗯
您好 兴 为您服务   流量 的话 就是 您 是 哪 一种 是 另外 叠加 那个 还是 是 还有 套餐 里面 每个 月 的 那种 的 流量 套餐 呀
恩 您好 很 高兴 为您服务   浦江镇 哪个 区 的
您好 很 高兴 为您服务   嗯 对 我们 这边 给 到 您 然后 这边 提醒 到 了 这个 充值 发票 嗯 以后 如果 再要 开 账单 发票 的话 未 将 这部分 金额 要 扣除 掉 的 噢
幺 五八 零零   九零 七八 零八
您好 高兴 服务   呃 那些 什么 问题 哪个 号码
您好 兴 您 服务 您好   可以 通过 什么
您好 很 高兴 为您服务   噢 好 的 那 宽带 移机 的 问题 我 帮 您 转接 专席 处理 请 您 稍 等 不要 挂 啊
为您服务   嗯 嗯 好
您好 很 高兴 为您服务   嗯 哦 您 的
您好 高兴 为您服务   有 什么 问题
为您服务 您好   如果 您 要 这个 号码 办宽 办 那个 家庭 承诺 消费 的 业务 还是 说 个人 承诺 消费
您好 很 高兴 为您服务   您 号码 是
您好 很 高兴 为您服务   您 现在 这个 号码 对 吧
这 样子 的 您好 兴 您 服务 您好   十七 楼 您好 能 听到 吗
您好 很 高兴 为您服务   什么 业务
很 高兴 为您服务   嗯 魔百盒 您 现在 什么 问题 呢
您好 很 高兴 为您服务   但是 今天 区别 是 一样 的 哪个 先 到期 那个 先 抵扣 的
您好 很 高兴 为您服务   就 您 带 好 您 机主 带 好 身份证 原件 快点 去 营业厅 注销 您 今天 就 去 因为 明天 注销 的话 要收 月租 了
很 高兴 为您服务   领取
您好 很 高兴 为您服务   我 这边 可以 帮 您 取消 要 取消 吗
您好 很 高兴 为您服务   请 说
您好 很 高兴 为您服务   是 您 宽带 要换 地址 是 吧
您好 请 讲   是 登记 是 单位 户名 嘛 呃 那 要 带 好 营业执照 对 营业执照 还要 带 好 介绍信 和 他 进行 再 自己 作为 他 去 办 吗 对 带 好 经办人 的 身份证 这样 东西
呃 积分换 话费 是 吧   噢 积分换 流量 八百 四十 积分 可以 兑一 百兆 的 流量 我 可以 把 那个 兑换 方式 发给您 对 一下 备 成功 回 确认 短信 给 到 您 的
您好 很 高兴 为您服务   我 这边 听 不 清楚 我 这 现在 有 问题 三个 字 什么 有 问题
您好 兴 为您服务   您好 有 什么 可以 帮 您
您好 很 高兴 为您服务   噢 您 是 代办 对 吧
您好 很 高兴 为您服务   哎 对 了 要 挂失 吗 是 是 上海 移动 号码 吗 对 啊 上海 的 不要 挂要 需要 挂失 吗 要 挂失 号码 请报 一下
您好 很 高兴 为您服务   呃 宽带 到期 了 不想 续费 了 是 吧 这 是 校园 宽带 您 到时候 带 好 身份证 原件 去 营业厅 办理 注销
您好 高兴 为您服务   嗯
您好 很 高兴 为您服务   但是 手机 上错 了 几位 数字 是 全球通
您好 很 高兴 为您服务   比如说 是 流量 是 吧 稍 等 所以 这个 月 不够 临时 加 一个 流量 吗
您好 很 高兴 为您服务   呃 呃 不是 您 这边 是 要 开通 什么 功能
您好 很 高兴 为您服务   您 可以 帮 您 下 安装 宽带 地址 报 一下 我 给 您 查 一下 您 这边 能 不能 装
为 您 服   恩 你好
服务   积分 是 吧 可以 发送 短信 f 两个 字母 发到 幺 零零 八六 进行 查询
您好 很 高兴 为您服务   查 一下 啊 十一月份 的 那 现在 可以 发给您 了 您 的 服务 密码 知道 吗 我 帮 您 开通
您好 很 高兴 为您服务   宽带 到期 了 停掉 是 吗 那 您 直接 带 好 身份证 原件 七 今天 今天 最后 一天 了 今天 就要 去 办理 了 是 奉贤区 的 是 在 哪家 移动 营业厅 都 可以 办 的
您好 很 高兴 为您服务   您 什么 地方 要 办 呢
您好 很 高兴 为您服务   欧洲 的话 帮 您 开 国际漫游 就行了 国际漫游 的话 开通 是 没有 功能 费 的 有效期 有 最 短 的 三十天 然后 还有 一百八十 天 没有 长期 的
你好 请问   噢 那 这 手机 的 服务 密码 有 吗
您好 兴 为您服务 您好   你好 唉
您好 很 高兴 为您服务   四 短信 现在 我们 前台 不能 恢复 了 它 是 要 您 登录 上海 移动 网上 营业厅 要 签订 一下 客户 承诺书 才能 恢复
您好 很 高兴 为您服务   国际漫游 我们 开通 一个 三十天 有效期 三十天 以后 自动 关闭 的
您好 很 高兴 为 您   呃 手机号 报 那个 小模 卡 号码 报
您好 很 高兴   嗯 嗯
您好 我 是 预处理 专席 代表 很 高兴 为您服务 您好 联系 要求 办理 国际漫游   那 这样 的 小姐 有 什么 给 您 带来 不便 非常 抱歉 我 看 您 这个 号码 密码 验证 过 登记 的 名字 您 报 一下 好 嘛
您好 高兴 您 服务   加 流量
您好 很 高兴 为您服务   请 说 听 得到 的
您好 很 高兴 为您服务   固定 电话号码 能 不能 报 一下
